PREFIX	CHAR	ACTION	SUFFIX	NAME	Variation	Loop	Gameplay	REC.	IMPL.	used for	SPEAKER	MOOD	COMMENT	EN	CEN	DE	CDE	EN - Proofread	Changed?	Simplified Chinese	
vo_ply_ply_	gei_	char_select_	dark_01	vo_ply_ply_gei_char_select_dark_01				omuk	philipp	sel character	Geisha	determined		We must keep moving.	4		0	We must keep moving.		必须加快速度	
vo_ply_ply_	gei_	char_select_	dark_02	vo_ply_ply_gei_char_select_dark_02				omuk	philipp	sel character	Geisha	determined		We will not die here.	5		0	We will not die here.		不能死在这里	
vo_ply_ply_	gei_	char_select_	dark_03	vo_ply_ply_gei_char_select_dark_03				omuk	philipp	sel character	Geisha	determined		Do not give up now.	5		0	Do not give up now.		不要放弃	
vo_ply_ply_	gei_	char_select_	dark_04	vo_ply_ply_gei_char_select_dark_04				omuk	philipp	sel character	Geisha	determined		I will not forget your wish.	6		0	I will not forget your wish.		谨遵命令	
vo_ply_ply_	gei_	char_select_	dark_05	vo_ply_ply_gei_char_select_dark_05				omuk	philipp	sel character	Geisha	determined		You have my word.	4		0	You have my word.		交给我吧	
vo_ply_ply_	gei_	char_select_	dark_06	vo_ply_ply_gei_char_select_dark_06				omuk	philipp	sel character	Geisha	determined		Together.	1		0	Together.		同心协力	
vo_ply_ply_	gei_	char_select_	dark_07	vo_ply_ply_gei_char_select_dark_07				omuk	philipp	sel character	Geisha	determined		Our lives are ours alone.	5		0	Our lives are ours alone.		自己的命运自己把握	
vo_ply_ply_	gei_	char_select_	dark_08	vo_ply_ply_gei_char_select_dark_08				omuk	philipp	sel character	Geisha	determined		We must find a way.	5		0	We must find a way.		得好好想想办法	
vo_ply_ply_	gei_	char_select_	dark_09	vo_ply_ply_gei_char_select_dark_09				omuk	philipp	sel character	Geisha	determined		This place will not claim us.	6		0	This place will not claim us.		不能败在这里	
vo_ply_ply_	gei_	char_select_	dark_10	vo_ply_ply_gei_char_select_dark_10				omuk	philipp	sel character	Geisha	determined		I will leave no more behind.	6		0	I will leave no more behind.		不能再丢下任何人	
vo_ply_ply_	gei_	char_select_	cold_00	vo_ply_ply_gei_char_select_cold_00	Iconic	No	Yes	omuk	philipp	sel character	Geisha	cold		Hostile winds.	2		0	Hostile winds.		寒风刺骨	
vo_ply_ply_	gei_	char_select_	cold_01	vo_ply_ply_gei_char_select_cold_01				omuk	philipp	sel character	Geisha	cold		The cold does not matter.	5		0	The cold does not matter.		冷怕什么	
vo_ply_ply_	gei_	char_select_	cold_02	vo_ply_ply_gei_char_select_cold_02				omuk	philipp	sel character	Geisha	cold		Snow has fallen.	3		0	Snow has fallen.		下雪了	
vo_ply_ply_	gei_	char_select_	cold_03	vo_ply_ply_gei_char_select_cold_03				omuk	philipp	sel character	Geisha	cold		Snow lies thickly.	3		0	Snow lies thickly.		积雪很深	
vo_ply_ply_	gei_	char_select_	night_00	vo_ply_ply_gei_char_select_night_00	Iconic	No	Yes	omuk	philipp	sel character	Geisha	stealthy		The night is our ally.	5		0	The night is our ally.		黑夜是我们的伙伴	
vo_ply_ply_	gei_	char_select_	night_01	vo_ply_ply_gei_char_select_night_01				omuk	philipp	sel character	Geisha	stealthy		Shadows obscure.	2		0	Shadows obscure.		藏身在阴影之中	
vo_ply_ply_	gei_	char_select_	night_02	vo_ply_ply_gei_char_select_night_02				omuk	philipp	sel character	Geisha	stealthy		Light is our enemy.	4		0	Light is our enemy.		光明是我们的敌人	
vo_ply_ply_	gei_	char_select_	team_00	vo_ply_ply_gei_char_select_team_00	Iconic	No	Yes	omuk	philipp	sel character	Geisha	encouraging		We do this for Mugen.	5		0	We do this for Mugen.		为了无限	
vo_ply_ply_	gei_	char_select_	team_01	vo_ply_ply_gei_char_select_team_01				omuk	philipp	sel character	Geisha	encouraging		We act as one.	4		0	We act as one.		团结一致	
vo_ply_ply_	gei_	char_select_	team_02	vo_ply_ply_gei_char_select_team_02				omuk	philipp	sel character	Geisha	encouraging		Let us proceed together.	4		0	Let us proceed together.		一起行动	
vo_ply_ply_	gei_	confirm_	normal_00	vo_ply_ply_gei_confirm_normal_00				omuk	philipp	com valid	Geisha	stealthy		It will be done.	4		0	It will be done.		马上照办	
vo_ply_ply_	gei_	confirm_	normal_01	vo_ply_ply_gei_confirm_normal_01				omuk	philipp	com valid	Geisha	stealthy		On my way.	3		0	On my way.		开始移动	
vo_ply_ply_	gei_	confirm_	normal_02	vo_ply_ply_gei_confirm_normal_02				omuk	philipp	com valid	Geisha	stealthy		A plan in motion.	4		0	A plan in motion.		按计划行动	
vo_ply_ply_	gei_	confirm_	normal_03	vo_ply_ply_gei_confirm_normal_03				omuk	philipp	com valid	Geisha	stealthy		The music starts.	3		0	The music starts.		大幕揭开	
vo_ply_ply_	gei_	confirm_	normal_04	vo_ply_ply_gei_confirm_normal_04				omuk	philipp	com valid	Geisha	stealthy		The dance begins.	3		0	The dance begins.		好戏开演	
vo_ply_ply_	gei_	confirm_	normal_05	vo_ply_ply_gei_confirm_normal_05				omuk	philipp	com valid	Geisha	stealthy		I will remain unseen.	4		0	I will remain unseen.		不要被敌人看到	
vo_ply_ply_	gei_	confirm_	normal_06	vo_ply_ply_gei_confirm_normal_06				omuk	philipp	com valid	Geisha	stealthy		Out of sight.	3		0	Out of sight.		避开敌人视野	
vo_ply_ply_	gei_	confirm_	normal_07	vo_ply_ply_gei_confirm_normal_07				omuk	philipp	com valid	Geisha	stealthy		Subtlety.	1		0	Subtlety.		悄悄地	
vo_ply_ply_	gei_	confirm_	normal_08	vo_ply_ply_gei_confirm_normal_08				omuk	philipp	com valid	Geisha	stealthy		An elegant solution.	3		0	An elegant solution.		优雅的方案	
vo_ply_ply_	gei_	confirm_	tense_00	vo_ply_ply_gei_confirm_tense_00				omuk	philipp	com valid	Geisha	tense		With haste!	2		0	With haste.	YES	行如风！	
vo_ply_ply_	gei_	confirm_	tense_01	vo_ply_ply_gei_confirm_tense_01				omuk	philipp	com valid	Geisha	tense		On my way!	3		0	On my way!		这就过去！	
vo_ply_ply_	gei_	confirm_	tense_02	vo_ply_ply_gei_confirm_tense_02				omuk	philipp	com valid	Geisha	tense		I will move quickly.	4		0	I will move quickly.		我会速速前去	
vo_ply_ply_	gei_	confirm_	tense_03	vo_ply_ply_gei_confirm_tense_03				omuk	philipp	com valid	Geisha	tense		It will only take a moment.	6		0	It will only take a moment.		马上就到	
vo_ply_ply_	gei_	confirm_	tense_04	vo_ply_ply_gei_confirm_tense_04				omuk	philipp	com valid	Geisha	tense		With speed.	2		0	With speed.		速速前往	
vo_ply_ply_	gei_	confirm_	tense_05	vo_ply_ply_gei_confirm_tense_05				omuk	philipp	com valid	Geisha	tense		No time to lose.	4		0	No time to lose.		没时间可以浪费	
vo_ply_ply_	gei_	confirm_	dark_00	vo_ply_ply_gei_confirm_dark_00				omuk	philipp	com valid	Geisha	determined		Quickly now.	2		0	Quickly now.		赶紧的！	
vo_ply_ply_	gei_	confirm_	dark_01	vo_ply_ply_gei_confirm_dark_01				omuk	philipp	com valid	Geisha	determined		Do not hesitate.	3		0	Do not hesitate.		不要犹豫	
vo_ply_ply_	gei_	confirm_	dark_02	vo_ply_ply_gei_confirm_dark_02				omuk	philipp	com valid	Geisha	determined		Trust your intuition.	3		0	Trust your intuition.		相信直觉	
vo_ply_ply_	gei_	confirm_	dark_03	vo_ply_ply_gei_confirm_dark_03				omuk	philipp	com valid	Geisha	determined		Move together.	2		0	Move together.		一起行动	
vo_ply_ply_	gei_	confirm_	dark_04	vo_ply_ply_gei_confirm_dark_04				omuk	philipp	com valid	Geisha	determined		Work in harmony.	3		0	Work in harmony.		协调一致	
vo_ply_ply_	gei_	confirm_	dark_05	vo_ply_ply_gei_confirm_dark_05				omuk	philipp	com valid	Geisha	determined		Act as one.	3		0	Act as one.		团结一心	
vo_ply_ply_	gei_	confirm_	cold_00	vo_ply_ply_gei_confirm_cold_00				omuk	philipp	com valid	Geisha	cold		Defy the cold.	3		0	Defy the cold.		寒冷不足为惧	
vo_ply_ply_	gei_	confirm_	cold_01	vo_ply_ply_gei_confirm_cold_01				omuk	philipp	com valid	Geisha	cold		Move with the wind.	4		0	Move with the wind.		随风而动	
vo_ply_ply_	gei_	confirm_	cold_02	vo_ply_ply_gei_confirm_cold_02				omuk	philipp	com valid	Geisha	cold		Mind the tracks you leave.	5		0	Mind the tracks you leave.		小心留下的足迹	
vo_ply_ply_	gei_	confirm_	night_00	vo_ply_ply_gei_confirm_night_00				omuk	philipp	com valid	Geisha	stealthy		Move with the shadows.	4		0	Move with the shadows.		与暗影同行	
vo_ply_ply_	gei_	confirm_	night_01	vo_ply_ply_gei_confirm_night_01				omuk	philipp	com valid	Geisha	stealthy		Avoid the light's touch.	4		0	Avoid the light's touch.		切勿踏入亮光	
vo_ply_ply_	gei_	confirm_	night_02	vo_ply_ply_gei_confirm_night_02				omuk	philipp	com valid	Geisha	stealthy		Use the darkness.	3		0	Use the darkness.		好好利用黑暗	
vo_ply_ply_	gei_	confirm_	team_00	vo_ply_ply_gei_confirm_team_00				omuk	philipp	com valid	Geisha	encouraging		They will not see us coming.	6		0	They will not see us coming.		他们不会发现	
vo_ply_ply_	gei_	confirm_	team_01	vo_ply_ply_gei_confirm_team_01				omuk	philipp	com valid	Geisha	encouraging		Agreed, Hayato-san?	2		0	Agreed, Hayato-san?		隼人兄，你觉得呢？	
vo_ply_ply_	gei_	confirm_	team_02	vo_ply_ply_gei_confirm_team_02				omuk	philipp	com valid	Geisha	encouraging		Be watchful, Takuma-san.	3		0	Be watchful, Takuma-san.		琢磨大师，注意警惕	
vo_ply_ply_	gei_	confirm_	team_03	vo_ply_ply_gei_confirm_team_03				omuk	philipp	com valid	Geisha	encouraging		Together, Yuki-chan.	2		0	Together, Yuki-chan.		友希小妹，一起行动	
vo_ply_ply_	gei_	confirm_	team_04	vo_ply_ply_gei_confirm_team_04				omuk	philipp	com valid	Geisha	encouraging		My love … watch over us.	6		0	My love…watch over us.	YES	我的爱人…请保佑我们	
vo_ply_ply_	gei_	refuse_	normal_00	vo_ply_ply_gei_refuse_normal_00				omuk	philipp	com invalid	Geisha	stealthy		I cannot.	2		0	I cannot.		不行	
vo_ply_ply_	gei_	refuse_	normal_01	vo_ply_ply_gei_refuse_normal_01				omuk	philipp	com invalid	Geisha	stealthy		Apologies.	1		0	Apologies.		很抱歉	
vo_ply_ply_	gei_	refuse_	normal_02	vo_ply_ply_gei_refuse_normal_02				omuk	philipp	com invalid	Geisha	stealthy		It is not possible.	4		0	It is not possible.		不可能	
vo_ply_ply_	gei_	refuse_	normal_03	vo_ply_ply_gei_refuse_normal_03				omuk	philipp	com invalid	Geisha	stealthy		A strange notion.	3		0	A strange notion.		奇怪的想法	
vo_ply_ply_	gei_	refuse_	normal_04	vo_ply_ply_gei_refuse_normal_04				omuk	philipp	com invalid	Geisha	stealthy		It is not to be.	5		0	It is not to be.		做不到	
vo_ply_ply_	gei_	refuse_	tense_00	vo_ply_ply_gei_refuse_tense_00				omuk	philipp	com invalid	Geisha	tense		Forgive me!	2		0	Forgive me!		请原谅	
vo_ply_ply_	gei_	refuse_	tense_01	vo_ply_ply_gei_refuse_tense_01				omuk	philipp	com invalid	Geisha	tense		I cannot!	2		0	I cannot!		我做不到	
vo_ply_ply_	gei_	refuse_	tense_02	vo_ply_ply_gei_refuse_tense_02				omuk	philipp	com invalid	Geisha	tense		A foolish notion!	3		0	A foolish notion!		愚蠢的想法	
vo_ply_ply_	gei_	refuse_	tense_03	vo_ply_ply_gei_refuse_tense_03				omuk	philipp	com invalid	Geisha	tense		This is foolish!	3		0	This is foolish!		这太蠢了	
vo_ply_ply_	gei_	refuse_	tense_04	vo_ply_ply_gei_refuse_tense_04				omuk	philipp	com invalid	Geisha	tense		It is not possible.	4		0	It is not possible.		不可能	
vo_ply_ply_	gei_	refuse_	dark_00	vo_ply_ply_gei_refuse_dark_00				omuk	philipp	com invalid	Geisha	determined		Let us find an alternative.	5		0	Let us find an alternative.		试试其它方法吧	
vo_ply_ply_	gei_	refuse_	dark_01	vo_ply_ply_gei_refuse_dark_01				omuk	philipp	com invalid	Geisha	determined		We cannot do this.	4		0	We cannot do this.		这不可能的	
vo_ply_ply_	gei_	refuse_	dark_02	vo_ply_ply_gei_refuse_dark_02				omuk	philipp	com invalid	Geisha	determined		This is not the right choice.	6		0	This is not the right choice.		错误的想法	
vo_ply_ply_	gei_	refuse_path_	normal_00	vo_ply_ply_gei_refuse_path_normal_00				omuk	philipp	com move unreachable	Geisha	stealthy		I cannot go there.	4		0	I cannot go there.		我过不去的	
vo_ply_ply_	gei_	refuse_path_	normal_01	vo_ply_ply_gei_refuse_path_normal_01				omuk	philipp	com move unreachable	Geisha	stealthy		There is no path.	4		0	There is no path.		没有路能过去	
vo_ply_ply_	gei_	refuse_path_	normal_02	vo_ply_ply_gei_refuse_path_normal_02				omuk	philipp	com move unreachable	Geisha	stealthy		It is beyond my reach.	5		0	It is beyond my reach.		我够不到那里	
vo_ply_ply_	gei_	refuse_path_	tense_00	vo_ply_ply_gei_refuse_path_tense_00				omuk	philipp	com move unreachable	Geisha	tense		I cannot go there!	4		0	I cannot go there!		过不去	
vo_ply_ply_	gei_	refuse_path_	tense_01	vo_ply_ply_gei_refuse_path_tense_01				omuk	philipp	com move unreachable	Geisha	tense		No path!	2		0	No path!		没有路	
vo_ply_ply_	gei_	refuse_path_	tense_02	vo_ply_ply_gei_refuse_path_tense_02				omuk	philipp	com move unreachable	Geisha	tense		It is beyond reach!	4		0	It is beyond reach!		够不着	
vo_ply_ply_	gei_	refuse_door_enemy_	normal_00	vo_ply_ply_gei_refuse_door_enemy_normal_00				omuk	philipp	com door with enemy	Geisha	stealthy		I would deliver myself to the enemy.	7		0	I would deliver myself to the enemy.		进去就是自投罗网	
vo_ply_ply_	gei_	refuse_door_enemy_	normal_01	vo_ply_ply_gei_refuse_door_enemy_normal_01				omuk	philipp	com door with enemy	Geisha	stealthy		That is currently occupied.	4		0	That is currently occupied.		里面有人了	
vo_ply_ply_	gei_	refuse_door_enemy_	normal_02	vo_ply_ply_gei_refuse_door_enemy_normal_02				omuk	philipp	com door with enemy	Geisha	stealthy		That would be foolish.	4		0	That would be foolish.		进去就太蠢了	
vo_ply_ply_	gei_	refuse_door_enemy_	tense_00	vo_ply_ply_gei_refuse_door_enemy_tense_00				omuk	philipp	com door with enemy	Geisha	tense		It is occupied!	3		0	It is occupied!		有人了	
vo_ply_ply_	gei_	refuse_door_enemy_	tense_01	vo_ply_ply_gei_refuse_door_enemy_tense_01				omuk	philipp	com door with enemy	Geisha	tense		I would expose myself!	4		0	I would expose myself!		会被里面的人看到	
vo_ply_ply_	gei_	refuse_door_enemy_	tense_02	vo_ply_ply_gei_refuse_door_enemy_tense_02				omuk	philipp	com door with enemy	Geisha	tense		It would ruin my cover!	5		0	It would ruin my cover!		会被发现的	
vo_ply_ply_	gei_	refuse_path_usable_	normal_00	vo_ply_ply_gei_refuse_path_usable_normal_00				omuk	philipp	com move unreachable without usables	Geisha	stealthy		This is not the right way.	6		0	This is not the right way.		这个方法不对	
vo_ply_ply_	gei_	refuse_path_usable_	normal_01	vo_ply_ply_gei_refuse_path_usable_normal_01				omuk	philipp	com move unreachable without usables	Geisha	stealthy		No, let us consider our surroundings.	6		0	No, let us consider our surroundings.		注意观察周围环境	
vo_ply_ply_	gei_	refuse_path_usable_	normal_02	vo_ply_ply_gei_refuse_path_usable_normal_02				omuk	philipp	com move unreachable without usables	Geisha	stealthy		I must find a better path.	6		0	I must find a better path.		得想个别的方法	
vo_ply_ply_	gei_	refuse_path_usable_	tense_00	vo_ply_ply_gei_refuse_path_usable_tense_00				omuk	philipp	com move unreachable without usables	Geisha	tense		This is not the way!	5		0	This is not the way!		这样不对	
vo_ply_ply_	gei_	refuse_path_usable_	tense_01	vo_ply_ply_gei_refuse_path_usable_tense_01				omuk	philipp	com move unreachable without usables	Geisha	tense		We must consider our surroundings!	5		0	We must consider our surroundings!		要观察周围环境	
vo_ply_ply_	gei_	refuse_path_usable_	tense_02	vo_ply_ply_gei_refuse_path_usable_tense_02				omuk	philipp	com move unreachable without usables	Geisha	tense		There must be a better path.	6		0	There must be a better path.		肯定有别的方法	
vo_ply_ply_	gei_	refuse_cooldown_	normal_00	vo_ply_ply_gei_refuse_cooldown_normal_00				omuk	philipp	com skill on cooldown	Geisha	stealthy		Patience.	1		0	Patience.		再忍一会儿	
vo_ply_ply_	gei_	refuse_cooldown_	normal_01	vo_ply_ply_gei_refuse_cooldown_normal_01				omuk	philipp	com skill on cooldown	Geisha	stealthy		Not yet.	2		0	Not yet.		还没好	
vo_ply_ply_	gei_	refuse_cooldown_	normal_02	vo_ply_ply_gei_refuse_cooldown_normal_02				omuk	philipp	com skill on cooldown	Geisha	stealthy		Just a bit longer.	4		0	Just a bit longer.		就一小会儿	
vo_ply_ply_	gei_	refuse_cooldown_	tense_00	vo_ply_ply_gei_refuse_cooldown_tense_00				omuk	philipp	com skill on cooldown	Geisha	tense		Patience!	1		0	Patience!		再忍一下	
vo_ply_ply_	gei_	refuse_cooldown_	tense_01	vo_ply_ply_gei_refuse_cooldown_tense_01				omuk	philipp	com skill on cooldown	Geisha	tense		Not yet!	2		0	Not yet!		还没好	
vo_ply_ply_	gei_	refuse_cooldown_	tense_02	vo_ply_ply_gei_refuse_cooldown_tense_02				omuk	philipp	com skill on cooldown	Geisha	tense		Just a bit longer!	4		0	Just a bit longer!		就一小会儿	
vo_ply_ply_	gei_	refuse_noammo_	normal_00	vo_ply_ply_gei_refuse_noammo_normal_00				omuk	philipp	com skill on cooldown	Geisha	stealthy		I have none left.	4		0	I have none left.		使用次数耗尽	
vo_ply_ply_	gei_	refuse_noammo_	normal_01	vo_ply_ply_gei_refuse_noammo_normal_01				omuk	philipp	com skill on cooldown	Geisha	stealthy		I am out of supplies.	5		0	I am out of supplies.		补给已用光	
vo_ply_ply_	gei_	refuse_noammo_	normal_02	vo_ply_ply_gei_refuse_noammo_normal_02				omuk	philipp	com skill on cooldown	Geisha	stealthy		I have no ammunition.	4		0	I have no ammunition.		弹药已用光	
vo_ply_ply_	gei_	refuse_noammo_	tense_00	vo_ply_ply_gei_refuse_noammo_tense_00				omuk	philipp	com skill on cooldown	Geisha	tense		None left!	2		0	None left!		次数耗尽	
vo_ply_ply_	gei_	refuse_noammo_	tense_01	vo_ply_ply_gei_refuse_noammo_tense_01				omuk	philipp	com skill on cooldown	Geisha	tense		I am out of supplies!	5		0	I am out of supplies!		补给已用光	
vo_ply_ply_	gei_	refuse_noammo_	tense_02	vo_ply_ply_gei_refuse_noammo_tense_02				omuk	philipp	com skill on cooldown	Geisha	tense		No ammunition!	2		0	No ammunition!		没有弹药	
vo_ply_ply_	gei_	take_damage_	normal_00	vo_ply_ply_gei_take_damage_normal_00				omuk	philipp	char take damage	Geisha	hurt		Ah! Clumsy of me.	4		0	Ah! Clumsy of me.		啊！是我失策了	
vo_ply_ply_	gei_	take_damage_	normal_01	vo_ply_ply_gei_take_damage_normal_01				omuk	philipp	char take damage	Geisha	hurt		*hurt noise* I must hide, quickly!	6		0	Agh! I must hide, quickly.	YES	啊！必须赶紧藏起来	
vo_ply_ply_	gei_	take_damage_	normal_02	vo_ply_ply_gei_take_damage_normal_02				omuk	philipp	char take damage	Geisha	hurt	(sound) gets hurt		0		0				
vo_ply_ply_	gei_	take_damage_	normal_03	vo_ply_ply_gei_take_damage_normal_03				omuk	philipp	char take damage	Geisha	hurt	(sound) gets hurt		0		0				
vo_ply_ply_	gei_	take_damage_	normal_04	vo_ply_ply_gei_take_damage_normal_04				omuk	philipp	char take damage	Geisha	hurt	(sound) gets hurt		0		0				
vo_ply_ply_	gei_	take_damage_	normal_05	vo_ply_ply_gei_take_damage_normal_05				omuk	philipp	char take damage	Geisha	hurt	(sound) gets hurt		0		0				
vo_ply_ply_	gei_	death_	normal_00	vo_ply_ply_gei_death_normal_00				omuk	philipp	char death	Geisha	dying	dies in the end	My love … I'm …sorry …	6		0	My love…I'm…sorry…	YES	对不起…我的…爱人	
vo_ply_ply_	gei_	death_	normal_01	vo_ply_ply_gei_death_normal_01				omuk	philipp	char death	Geisha	dying	dies in the end	It is … no use … 	7		0	It is…no use…	YES	还是…不行了…	
vo_ply_ply_	gei_	corpse_pickup_execute_	normal_00	vo_ply_ply_gei_corpse_pickup_execute_normal_00				omuk	philipp	"pickup corpse
pickup object"	Geisha	encumbered	(sound) pick up dead body		0		0				
vo_ply_ply_	gei_	corpse_pickup_execute_	normal_01	vo_ply_ply_gei_corpse_pickup_execute_normal_01				omuk	philipp	"pickup corpse
pickup object"	Geisha	encumbered	(sound) pick up dead body		0		0				
vo_ply_ply_	gei_	corpse_pickup_execute_	normal_02	vo_ply_ply_gei_corpse_pickup_execute_normal_02				omuk	philipp	"pickup corpse
pickup object"	Geisha	encumbered	(sound) pick up dead body		0		0				
vo_ply_ply_	gei_	corpse_drop_execute_	normal_00	vo_ply_ply_gei_corpse_drop_execute_normal_00				omuk	philipp	"drop corpse
drop corpse in door
throw corpse off cliffs
drop object"	Geisha	relieved	(sound) lay down dead body		0		0				
vo_ply_ply_	gei_	corpse_drop_execute_	normal_01	vo_ply_ply_gei_corpse_drop_execute_normal_01				omuk	philipp	"drop corpse
drop corpse in door
throw corpse off cliffs
drop object"	Geisha	relieved	(sound) lay down dead body		0		0				
vo_ply_ply_	gei_	corpse_drop_execute_	normal_02	vo_ply_ply_gei_corpse_drop_execute_normal_02				omuk	philipp	"drop corpse
drop corpse in door
throw corpse off cliffs
drop object"	Geisha	relieved	(sound) lay down dead body		0		0				
vo_ply_ply_	gei_	jump_execute_	normal_00	vo_ply_ply_gei_jump_execute_normal_00				omuk	philipp	jump	Geisha	elegant	(sound) jump		0		0				
vo_ply_ply_	gei_	jump_execute_	normal_01	vo_ply_ply_gei_jump_execute_normal_01				omuk	philipp	jump	Geisha	elegant	(sound) jump		0		0				
vo_ply_ply_	gei_	jump_execute_	normal_02	vo_ply_ply_gei_jump_execute_normal_02				omuk	philipp	jump	Geisha	elegant	(sound) jump		0		0				
vo_ply_ply_	gei_	jump_comment_	normal_00	vo_ply_ply_gei_jump_comment_normal_00				omuk		after jump	Geisha	stealthy	rare	An elegant landing	3		0	An elegant landing.	YES	优雅的落地方式	
vo_ply_ply_	gei_	use_vertical_execute_	normal_00	vo_ply_ply_gei_use_vertical_execute_normal_00				omuk	philipp	use vertical	Geisha	elegant	(sound) climbing		0		0				
vo_ply_ply_	gei_	use_vertical_execute_	normal_01	vo_ply_ply_gei_use_vertical_execute_normal_01				omuk	philipp	use vertical	Geisha	elegant	(sound) climbing		0		0				
vo_ply_ply_	gei_	use_vertical_execute_	normal_02	vo_ply_ply_gei_use_vertical_execute_normal_02				omuk	philipp	use vertical	Geisha	elegant	(sound) climbing		0		0				
vo_ply_ply_	gei_	use_vertical_comment_	normal_00	vo_ply_ply_gei_use_vertical_comment_normal_00				omuk		after use vertical	Geisha	stealthy	rare	I am here.	3		0	I am here.		我在这儿了	
vo_ply_ply_	gei_	melee_select_	normal_00	vo_ply_ply_gei_melee_select_normal_00				omuk	philipp	"sel skill melee
switch from knockout"	Geisha	stealthy		Easily hidden.	2		0	Easily hidden.		方便隐藏携带	
vo_ply_ply_	gei_	melee_select_	normal_01	vo_ply_ply_gei_melee_select_normal_01				omuk	philipp	"sel skill melee
switch from knockout"	Geisha	stealthy		Just a simple hairpin.	4		0	Just a simple hairpin.		只是普通的发簪	
