PREFIX	CHAR	ACTION	SUFFIX	NAME	Variation	Loop	Gameplay	REC.	IMPL.	used for	SPEAKER	MOOD	COMMENT	EN
vo_ply_ply_	alc_	char_select_	night_01	vo_ply_ply_alc_char_select_night_01				omuk	philipp	sel character	Alchemist	mysterious		暗闇でも見えるわ
vo_ply_ply_	alc_	char_select_	night_02	vo_ply_ply_alc_char_select_night_02				omuk	philipp	sel character	Alchemist	mysterious		うーむ、少し休めるかのう
vo_ply_ply_	alc_	char_select_	war_00	vo_ply_ply_alc_char_select_war_00	Iconic	No	Yes	omuk	philipp	sel character	Alchemist	a bit tired		うーむ、戦は忘れてはなかった
vo_ply_ply_	alc_	char_select_	war_01	vo_ply_ply_alc_char_select_war_01				omuk	philipp	sel character	Alchemist	a bit tired		ほーお、懐かしい旋律じゃな
vo_ply_ply_	alc_	char_select_	war_02	vo_ply_ply_alc_char_select_war_02				omuk	philipp	sel character	Alchemist	a bit tired		砲撃を見よ、ほっほ
vo_ply_ply_	alc_	char_select_	team_00	vo_ply_ply_alc_char_select_team_00	Iconic	No	Yes	omuk	philipp	sel character	Alchemist	confident		お主を見つけたぞ、ほっほ
vo_ply_ply_	alc_	char_select_	team_01	vo_ply_ply_alc_char_select_team_01				omuk	philipp	sel character	Alchemist	confident		助けるわい
vo_ply_ply_	alc_	char_select_	team_02	vo_ply_ply_alc_char_select_team_02				omuk	philipp	sel character	Alchemist	confident		頼りなさい
vo_ply_ply_	alc_	char_select_	rain_00	vo_ply_ply_alc_char_select_rain_00	Iconic	No	Yes	omuk	philipp	sel character	Alchemist	dark		うーむ、意地悪な雲じゃな
vo_ply_ply_	alc_	char_select_	rain_01	vo_ply_ply_alc_char_select_rain_01				omuk	philipp	sel character	Alchemist	dark		雨が死を浄化してくれればのう…
vo_ply_ply_	alc_	char_select_	rain_02	vo_ply_ply_alc_char_select_rain_02				omuk	philipp	sel character	Alchemist	focussed		気をつけるんじゃ
vo_ply_ply_	alc_	confirm_	normal_01	vo_ply_ply_alc_confirm_normal_01				omuk	philipp	com valid	Alchemist	stealthy		誰も気づかんわい
vo_ply_ply_	alc_	confirm_	normal_01	vo_ply_ply_alc_confirm_normal_01				omuk	philipp	com valid	Alchemist	stealthy		あぁ、我慢じゃ
vo_ply_ply_	alc_	confirm_	normal_02	vo_ply_ply_alc_confirm_normal_02				omuk	philipp	com valid	Alchemist	stealthy		景色でも楽しまんかい？
vo_ply_ply_	alc_	confirm_	normal_03	vo_ply_ply_alc_confirm_normal_03				omuk	philipp	com valid	Alchemist	stealthy		あぁ少しの間じゃ
vo_ply_ply_	alc_	confirm_	normal_04	vo_ply_ply_alc_confirm_normal_04				omuk	philipp	com valid	Alchemist	stealthy		うーん、わかったわい…
vo_ply_ply_	alc_	confirm_	normal_05	vo_ply_ply_alc_confirm_normal_05				omuk	philipp	com valid	Alchemist	stealthy		賢明じゃのお
vo_ply_ply_	alc_	confirm_	normal_06	vo_ply_ply_alc_confirm_normal_06				omuk	philipp	com valid	Alchemist	stealthy		ふうむ、いい考えじゃの
vo_ply_ply_	alc_	confirm_	normal_07	vo_ply_ply_alc_confirm_normal_07				omuk	philipp	com valid	Alchemist	stealthy		いい策じゃ
vo_ply_ply_	alc_	confirm_	normal_08	vo_ply_ply_alc_confirm_normal_08				omuk	philipp	com valid	Alchemist	stealthy		了解、ほっほ
vo_ply_ply_	alc_	confirm_	tense_00	vo_ply_ply_alc_confirm_tense_00				omuk	philipp	com valid	Alchemist	tense		動くのがよかろう
vo_ply_ply_	alc_	confirm_	tense_01	vo_ply_ply_alc_confirm_tense_01				omuk	philipp	com valid	Alchemist	tense		来ておる、来ておる
vo_ply_ply_	alc_	confirm_	tense_02	vo_ply_ply_alc_confirm_tense_02				omuk	philipp	com valid	Alchemist	tense		ほっほ、心配なさんな
vo_ply_ply_	alc_	confirm_	tense_03	vo_ply_ply_alc_confirm_tense_03				omuk	philipp	com valid	Alchemist	tense		あぁすぐに行くわい
vo_ply_ply_	alc_	confirm_	tense_04	vo_ply_ply_alc_confirm_tense_04				omuk	philipp	com valid	Alchemist	tense		ああ、急ぐべきじゃ
vo_ply_ply_	alc_	confirm_	tense_05	vo_ply_ply_alc_confirm_tense_05				omuk	philipp	com valid	Alchemist	tense		以前なら大したことでは無かったんじゃが
vo_ply_ply_	alc_	confirm_	tense_06	vo_ply_ply_alc_confirm_tense_06				omuk	philipp	com valid	Alchemist	tense		むぅ、老骨に染みるのう
vo_ply_ply_	alc_	confirm_	tense_07	vo_ply_ply_alc_confirm_tense_07				omuk	philipp	com valid	Alchemist	tense		むむ、年には勝てんわい
vo_ply_ply_	alc_	confirm_	tense_08	vo_ply_ply_alc_confirm_tense_08				omuk	philipp	com valid	Alchemist	tense		朝になるときついじゃろうな
vo_ply_ply_	alc_	confirm_	dark_00	vo_ply_ply_alc_confirm_dark_00	Iconic	No	Yes	omuk	philipp	com valid	Alchemist	dark		ふー…
vo_ply_ply_	alc_	confirm_	dark_01	vo_ply_ply_alc_confirm_dark_01				omuk	philipp	com valid	Alchemist	dark		行き着く所までいくじゃろな…
vo_ply_ply_	alc_	confirm_	dark_02	vo_ply_ply_alc_confirm_dark_02				omuk	philipp	com valid	Alchemist	dark		進むべきじゃな…
vo_ply_ply_	alc_	confirm_	dark_03	vo_ply_ply_alc_confirm_dark_03				omuk	philipp	com valid	Alchemist	dark		まだじゃ…まだ終わらんぞ
vo_ply_ply_	alc_	confirm_	dark_04	vo_ply_ply_alc_confirm_dark_04				omuk	philipp	com valid	Alchemist	dark		進むんじゃよ、進むべきなら…
vo_ply_ply_	alc_	confirm_	dark_05	vo_ply_ply_alc_confirm_dark_05				omuk	philipp	com valid	Alchemist	doesn't care		ふむ、もちろんじゃ…
vo_ply_ply_	alc_	confirm_	cold_00	vo_ply_ply_alc_confirm_cold_00	Iconic	No	Yes	omuk	philipp	com valid	Alchemist	cold		動けば暖かくなるじゃろ、ほっほ
vo_ply_ply_	alc_	confirm_	cold_01	vo_ply_ply_alc_confirm_cold_01				omuk	philipp	com valid	Alchemist	cold		うーむ、足跡に気を付けんとな
vo_ply_ply_	alc_	confirm_	cold_02	vo_ply_ply_alc_confirm_cold_02				omuk	philipp	com valid	Alchemist	cold		少し寒いのが何じゃ、な？
vo_ply_ply_	alc_	confirm_	night_00	vo_ply_ply_alc_confirm_night_00	Iconic	No	Yes	omuk	philipp	com valid	Alchemist	focussed		うむ、野宿は避けるんじゃ
vo_ply_ply_	alc_	confirm_	night_01	vo_ply_ply_alc_confirm_night_01				omuk	philipp	com valid	Alchemist	mysterious		暗闇は自惚れを生む
vo_ply_ply_	alc_	confirm_	night_02	vo_ply_ply_alc_confirm_night_02				omuk	philipp	com valid	Alchemist	mysterious		うーむ、光と影。詩的じゃの
vo_ply_ply_	alc_	confirm_	war_00	vo_ply_ply_alc_confirm_war_00	Iconic	No	Yes	omuk	philipp	com valid	Alchemist	a bit tired		もう一度、戦うんじゃ
vo_ply_ply_	alc_	confirm_	war_01	vo_ply_ply_alc_confirm_war_01				omuk	philipp	com valid	Alchemist	a bit tired		うーむ、昔を思い出すのう
vo_ply_ply_	alc_	confirm_	war_02	vo_ply_ply_alc_confirm_war_02				omuk	philipp	com valid	Alchemist	a bit tired		塔にはもう登らん
vo_ply_ply_	alc_	confirm_	team_00	vo_ply_ply_alc_confirm_team_00	Iconic	No	Yes	omuk	philipp	com valid	Alchemist	confident		ワシがついとるぞ、雪ちゃん
vo_ply_ply_	alc_	confirm_	team_01	vo_ply_ply_alc_confirm_team_01				omuk	philipp	com valid	Alchemist	confident		かつてのようじゃよ、隼人
vo_ply_ply_	alc_	confirm_	team_02	vo_ply_ply_alc_confirm_team_02				omuk	philipp	com valid	Alchemist	confident		注意しておくよ、愛琥さん
vo_ply_ply_	alc_	confirm_	team_03	vo_ply_ply_alc_confirm_team_03				omuk	philipp	com valid	Alchemist	confident		ほっほ、大将が見てくださるわい
vo_ply_ply_	alc_	confirm_	team_04	vo_ply_ply_alc_confirm_team_04				omuk	philipp	com valid	Alchemist	confident		死にざまは様々じゃ
vo_ply_ply_	alc_	confirm_	rain_00	vo_ply_ply_alc_confirm_rain_00	Iconic	No	Yes	omuk	philipp	com valid	Alchemist	tough		うーむ、雨は気にせんぞ
vo_ply_ply_	alc_	confirm_	rain_01	vo_ply_ply_alc_confirm_rain_01				omuk	philipp	com valid	Alchemist	tough		足が濡れるかもしれん
vo_ply_ply_	alc_	confirm_	rain_02	vo_ply_ply_alc_confirm_rain_02				omuk	philipp	com valid	Alchemist	tough		うーむ、雨はワシを止められんじゃろ
vo_ply_ply_	alc_	refuse_	normal_00	vo_ply_ply_alc_refuse_normal_00				omuk	philipp	com invalid	Alchemist	stealthy		そんなふうにはいかんわい
vo_ply_ply_	alc_	refuse_	normal_01	vo_ply_ply_alc_refuse_normal_01				omuk	philipp	com invalid	Alchemist	stealthy		うーむ、その手はいかんわい
vo_ply_ply_	alc_	refuse_	normal_02	vo_ply_ply_alc_refuse_normal_02				omuk	philipp	com invalid	Alchemist	stealthy		駄目じゃ、再考せんと
vo_ply_ply_	alc_	refuse_	tense_00	vo_ply_ply_alc_refuse_tense_00				omuk	philipp	com invalid	Alchemist	tense		駄目じゃよ
vo_ply_ply_	alc_	refuse_	tense_01	vo_ply_ply_alc_refuse_tense_01				omuk	philipp	com invalid	Alchemist	tense		うーむ、その手は悪い
vo_ply_ply_	alc_	refuse_	tense_02	vo_ply_ply_alc_refuse_tense_02				omuk	philipp	com invalid	Alchemist	tense		再考するんじゃ
vo_ply_ply_	alc_	refuse_	dark_00	vo_ply_ply_alc_refuse_dark_00				omuk	philipp	com invalid	Alchemist	dark		いかんわい…
vo_ply_ply_	alc_	refuse_	dark_01	vo_ply_ply_alc_refuse_dark_01				omuk	philipp	com invalid	Alchemist	dark		できんわい…
vo_ply_ply_	alc_	refuse_	dark_02	vo_ply_ply_alc_refuse_dark_02				omuk	philipp	com invalid	Alchemist	dark		筋が通らん…
vo_ply_ply_	alc_	refuse_path_	normal_00	vo_ply_ply_alc_refuse_path_normal_00				omuk	philipp	com move unreachable	Alchemist	stealthy		うーむ、できんじゃろう
vo_ply_ply_	alc_	refuse_path_	normal_01	vo_ply_ply_alc_refuse_path_normal_01				omuk	philipp	com move unreachable	Alchemist	stealthy		ああ、この足じゃのう
vo_ply_ply_	alc_	refuse_path_	normal_02	vo_ply_ply_alc_refuse_path_normal_02				omuk	philipp	com move unreachable	Alchemist	stealthy		以前ならじゃが、もう無理じゃ
vo_ply_ply_	alc_	refuse_path_	tense_00	vo_ply_ply_alc_refuse_path_tense_00				omuk	philipp	com move unreachable	Alchemist	tense		うーむ、むつかしいのう
vo_ply_ply_	alc_	refuse_path_	tense_01	vo_ply_ply_alc_refuse_path_tense_01				omuk	philipp	com move unreachable	Alchemist	tense		ワシの足じゃ
vo_ply_ply_	alc_	refuse_path_	tense_02	vo_ply_ply_alc_refuse_path_tense_02				omuk	philipp	com move unreachable	Alchemist	tense		じゃが、もう無理じゃ
vo_ply_ply_	alc_	refuse_door_enemy_	normal_00	vo_ply_ply_alc_refuse_door_enemy_normal_00				omuk	philipp	com door with enemy	Alchemist	stealthy		ほっほ、あいさつでもするかの？
vo_ply_ply_	alc_	refuse_door_enemy_	normal_01	vo_ply_ply_alc_refuse_door_enemy_normal_01				omuk	philipp	com door with enemy	Alchemist	stealthy		うーむ、誰か中にいるのぅ
vo_ply_ply_	alc_	refuse_door_enemy_	normal_02	vo_ply_ply_alc_refuse_door_enemy_normal_02				omuk	philipp	com door with enemy	Alchemist	stealthy		ここは敵がいるかもしれんの
vo_ply_ply_	alc_	refuse_door_enemy_	tense_00	vo_ply_ply_alc_refuse_door_enemy_tense_00				omuk	philipp	com door with enemy	Alchemist	tense		ふむ、誰か中にいるようじゃ
vo_ply_ply_	alc_	refuse_door_enemy_	tense_01	vo_ply_ply_alc_refuse_door_enemy_tense_01				omuk	philipp	com door with enemy	Alchemist	tense		ここは満員じゃ
vo_ply_ply_	alc_	refuse_door_enemy_	tense_02	vo_ply_ply_alc_refuse_door_enemy_tense_02				omuk	philipp	com door with enemy	Alchemist	tense		ここは敵が隠れておる
vo_ply_ply_	alc_	refuse_path_usable_	normal_00	vo_ply_ply_alc_refuse_path_usable_normal_00				omuk	philipp	com move unreachable without usables	Alchemist	stealthy		ああ、近道を探さないと
vo_ply_ply_	alc_	refuse_path_usable_	normal_01	vo_ply_ply_alc_refuse_path_usable_normal_01				omuk	philipp	com move unreachable without usables	Alchemist	stealthy		ああ、別の道がある
vo_ply_ply_	alc_	refuse_path_usable_	normal_02	vo_ply_ply_alc_refuse_path_usable_normal_02				omuk	philipp	com move unreachable without usables	Alchemist	stealthy		賢者は最善の道を選ぶ
vo_ply_ply_	alc_	refuse_path_usable_	tense_00	vo_ply_ply_alc_refuse_path_usable_tense_00				omuk	philipp	com move unreachable without usables	Alchemist	tense		近道を見つけるべきだ
vo_ply_ply_	alc_	refuse_path_usable_	tense_01	vo_ply_ply_alc_refuse_path_usable_tense_01				omuk	philipp	com move unreachable without usables	Alchemist	tense		別の道がある
vo_ply_ply_	alc_	refuse_path_usable_	tense_02	vo_ply_ply_alc_refuse_path_usable_tense_02				omuk	philipp	com move unreachable without usables	Alchemist	tense		もっといい経路がある
vo_ply_ply_	alc_	refuse_path_stationary_	normal_00	vo_ply_ply_alc_refuse_path_stationary_normal_00				omuk	philipp	com move stationary	Alchemist	calm		あぁ、ここがいい場所なんじゃ
vo_ply_ply_	alc_	refuse_path_stationary_	normal_01	vo_ply_ply_alc_refuse_path_stationary_normal_01				omuk	philipp	com move stationary	Alchemist	calm		ほっほ、行くのか？眺めは最高じゃぞ
vo_ply_ply_	alc_	refuse_path_stationary_	normal_02	vo_ply_ply_alc_refuse_path_stationary_normal_02				omuk	philipp	com move stationary	Alchemist	calm		うーむ、まだいかんでもええじゃろ
vo_ply_ply_	alc_	refuse_cooldown_	normal_00	vo_ply_ply_alc_refuse_cooldown_normal_00				omuk	philipp	com skill on cooldown	Alchemist	stealthy		もうすぐじゃ
vo_ply_ply_	alc_	refuse_cooldown_	normal_01	vo_ply_ply_alc_refuse_cooldown_normal_01				omuk	philipp	com skill on cooldown	Alchemist	stealthy		うーむ、まだじゃ
vo_ply_ply_	alc_	refuse_cooldown_	normal_02	vo_ply_ply_alc_refuse_cooldown_normal_02				omuk	philipp	com skill on cooldown	Alchemist	stealthy		ふむ、まだじゃよ
vo_ply_ply_	alc_	refuse_cooldown_	tense_00	vo_ply_ply_alc_refuse_cooldown_tense_00				omuk	philipp	com skill on cooldown	Alchemist	tense		もうすぐじゃ
vo_ply_ply_	alc_	refuse_cooldown_	tense_01	vo_ply_ply_alc_refuse_cooldown_tense_01				omuk	philipp	com skill on cooldown	Alchemist	tense		時間がいる
vo_ply_ply_	alc_	refuse_cooldown_	tense_02	vo_ply_ply_alc_refuse_cooldown_tense_02				omuk	philipp	com skill on cooldown	Alchemist	tense		あぁ、まだじゃよ
vo_ply_ply_	alc_	refuse_noammo_	normal_00	vo_ply_ply_alc_refuse_noammo_normal_00				omuk	philipp	com skill no ammo	Alchemist	stealthy		うーむ、弾が尽きたの
vo_ply_ply_	alc_	refuse_noammo_	normal_01	vo_ply_ply_alc_refuse_noammo_normal_01				omuk	philipp	com skill no ammo	Alchemist	stealthy		あぁ、空じゃ弾なしじゃ
vo_ply_ply_	alc_	refuse_noammo_	normal_02	vo_ply_ply_alc_refuse_noammo_normal_02				omuk	philipp	com skill no ammo	Alchemist	stealthy		物が尽きたわい
vo_ply_ply_	alc_	refuse_noammo_	tense_00	vo_ply_ply_alc_refuse_noammo_tense_00				omuk	philipp	com skill no ammo	Alchemist	tense		なくなった
vo_ply_ply_	alc_	refuse_noammo_	tense_01	vo_ply_ply_alc_refuse_noammo_tense_01				omuk	philipp	com skill no ammo	Alchemist	tense		うーむ、もうないぞ
vo_ply_ply_	alc_	refuse_noammo_	tense_02	vo_ply_ply_alc_refuse_noammo_tense_02				omuk	philipp	com skill no ammo	Alchemist	tense		もう弾が無いんじゃ
vo_ply_ply_	alc_	take_damage_	normal_00	vo_ply_ply_alc_take_damage_normal_00				omuk	philipp	char take damage	Alchemist	hurting		むむ、近づきすぎたか
vo_ply_ply_	alc_	take_damage_	normal_01	vo_ply_ply_alc_take_damage_normal_01				omuk	philipp	char take damage	Alchemist	hurting		ああ…この程度
vo_ply_ply_	alc_	take_damage_	normal_02	vo_ply_ply_alc_take_damage_normal_02				omuk	philipp	char take damage	Alchemist	hurting	(sound) gets hurt	
vo_ply_ply_	alc_	take_damage_	normal_03	vo_ply_ply_alc_take_damage_normal_03				omuk	philipp	char take damage	Alchemist	hurting	(sound) gets hurt	
vo_ply_ply_	alc_	take_damage_	normal_04	vo_ply_ply_alc_take_damage_normal_04				omuk	philipp	char take damage	Alchemist	hurting	(sound) gets hurt	
vo_ply_ply_	alc_	take_damage_	normal_05	vo_ply_ply_alc_take_damage_normal_05				omuk	philipp	char take damage	Alchemist	hurting	(sound) gets hurt	
vo_ply_ply_	alc_	death_	normal_00	vo_ply_ply_alc_death_normal_00				omuk	philipp	char death	Alchemist	dying	dies in the end	ま、…まだじゃ…
vo_ply_ply_	alc_	death_	normal_01	vo_ply_ply_alc_death_normal_01				omuk	philipp	char death	Alchemist	dying	dies in the end	た…たりんぞ…
vo_ply_ply_	alc_	death_	normal_02	vo_ply_ply_alc_death_normal_02				omuk	philipp	char death after Lvl 8	Alchemist	dying	dies in the end	くっ…雪ちゃん…
vo_ply_ply_	alc_	sniper_select_	normal_00	vo_ply_ply_alc_sniper_select_normal_00				omuk	philipp	sel skill sniper	Alchemist	stealthy		ふむ、位置についたわい
vo_ply_ply_	alc_	sniper_select_	normal_01	vo_ply_ply_alc_sniper_select_normal_01				omuk	philipp	sel skill sniper	Alchemist	stealthy		あぁ、いい眺めだ
vo_ply_ply_	alc_	sniper_select_	normal_02	vo_ply_ply_alc_sniper_select_normal_02				omuk	philipp	sel skill sniper	Alchemist	stealthy		手もとは確かじゃ
vo_ply_ply_	alc_	sniper_select_	tense_00	vo_ply_ply_alc_sniper_select_tense_00				omuk	philipp	sel skill sniper	Alchemist	tense		ふむ、位置についたわい
vo_ply_ply_	alc_	sniper_select_	tense_01	vo_ply_ply_alc_sniper_select_tense_01				omuk	philipp	sel skill sniper	Alchemist	tense		足をつかうかの
vo_ply_ply_	alc_	sniper_select_	tense_02	vo_ply_ply_alc_sniper_select_tense_02				omuk	philipp	sel skill sniper	Alchemist	tense		手元を狂わすなよ
vo_ply_ply_	alc_	sniper_select_	dark_00	vo_ply_ply_alc_sniper_select_dark_00				omuk	philipp	sel skill sniper	Alchemist	dark		落ち着くんじゃ…
vo_ply_ply_	alc_	sniper_execute_	normal_00	vo_ply_ply_alc_sniper_execute_normal_00				omuk	philipp	use skill sniper	Alchemist		(sound) Ha! Gotcha!	
vo_ply_ply_	alc_	sniper_execute_	normal_01	vo_ply_ply_alc_sniper_execute_normal_01				omuk	philipp	use skill sniper	Alchemist		(sound) Ha! Gotcha!	
vo_ply_ply_	alc_	sniper_execute_	normal_02	vo_ply_ply_alc_sniper_execute_normal_02				omuk	philipp	use skill sniper	Alchemist		(sound) Ha! Gotcha!	
vo_ply_ply_	alc_	sniper_comment_	normal_00	vo_ply_ply_alc_sniper_comment_normal_00				omuk		after skill sniper	Alchemist	stealthy	rare	ほっほ、なんのことはないのう
vo_ply_ply_	alc_	sniper_comment_	normal_01	vo_ply_ply_alc_sniper_comment_normal_01				omuk		after skill sniper	Alchemist	stealthy	rare	うーむ、容易じゃ
vo_ply_ply_	alc_	sniper_comment_	normal_02	vo_ply_ply_alc_sniper_comment_normal_02				omuk		after skill sniper	Alchemist	stealthy	rare	あぁ、赤い花じゃ
vo_ply_ply_	alc_	sniper_comment_	tense_00	vo_ply_ply_alc_sniper_comment_tense_00				omuk		after skill sniper	Alchemist	tense	rare	やったぞい
vo_ply_ply_	alc_	sniper_comment_	dark_00	vo_ply_ply_alc_sniper_comment_dark_00				omuk		after skill sniper	Alchemist	dark	rare	まだしっかりせんと
vo_ply_ply_	alc_	golden_bullet_last_	normal_00	vo_ply_ply_alc_golden_bullet_last_normal_00				omuk	philipp	after use skill sniper if ammo is now 0 and golden bullet is active	Alchemist	foresighted		最後のひとつは奴に残しておこう
vo_ply_ply_	alc_	golden_bullet_last_	normal_01	vo_ply_ply_alc_golden_bullet_last_normal_01				omuk	philipp	after use skill sniper if ammo is now 0 and golden bullet is active	Alchemist	cheerful		ほっほ、標的に一つ残しといたわい
vo_ply_ply_	alc_	golden_bullet_last_	normal_02	vo_ply_ply_alc_golden_bullet_last_normal_02				omuk	philipp	after use skill sniper if ammo is now 0 and golden bullet is active	Alchemist	foresighted		うーむ、まだ１つ残っておる
vo_ply_ply_	alc_	golden_bullet_refuse_	normal_00	vo_ply_ply_alc_golden_bullet_refuse_normal_00				omuk	philipp	use skill golden bullet wrong target	Alchemist	wise		賢者は最後の１つを無駄にはせん
vo_ply_ply_	alc_	golden_bullet_refuse_	normal_01	vo_ply_ply_alc_golden_bullet_refuse_normal_01				omuk	philipp	use skill golden bullet wrong target	Alchemist	foresighted		ならん、これは標的に使うんじゃ
vo_ply_ply_	alc_	golden_bullet_refuse_	normal_02	vo_ply_ply_alc_golden_bullet_refuse_normal_02				omuk	philipp	use skill golden bullet wrong target	Alchemist	foresighted		いかん、これは標的にとっておかんと
vo_ply_ply_	alc_	ammo_pickup_execute_	normal_00	vo_ply_ply_alc_ammo_pickup_execute_normal_00				omuk	philipp	pickup ammo	Alchemist	stealthy		おう、これはいいの
vo_ply_ply_	alc_	ammo_pickup_execute_	normal_01	vo_ply_ply_alc_ammo_pickup_execute_normal_01				omuk	philipp	pickup ammo	Alchemist	stealthy		ほっほっ、追い風じゃ
vo_ply_ply_	alc_	ammo_pickup_execute_	normal_02	vo_ply_ply_alc_ammo_pickup_execute_normal_02				omuk	philipp	pickup ammo	Alchemist	stealthy		あぁ、素晴らしい
