sec,voen,vojp,s,en,cn,jp
57,vocs_over_over_convoy_post_n11,vocs_convoy_post_n11_jp,WARRIOR,"Hayato-san, talk to the man outside, he will give you your first payment.",隼人先生，你可以找屋外那人领你的头笔佣金。,隼人殿、外の男に話してくれ。彼が最初の賃金を払ってくれる。
57,vocs_over_over_convoy_post_n12,vocs_convoy_post_n12_jp,NINJA,Teh … see you.,嗯……回见。,へっ…じゃあまたな。
57,vocs_over_over_convoy_post_n13,vocs_convoy_post_n13_jp,TRAPPER,Where is he going? Can't I go with him?,师傅要去哪？我不能和他一起去吗？,どこに行ったの？一緒に行っちゃ駄目？
57,vocs_over_over_convoy_post_n14,vocs_convoy_post_n14_jp,WARRIOR,"I would rather have you with me, Yuki-chan. Your ""expertise"" will no doubt be useful on this mission.","你这次跟我走，友希妹妹。鉴于你的""身手""，此次任务非你莫属。",拙者と一緒に来てほしい、雪殿。君の「専門技術」がこの任務には不可欠なんだ。
57,vocs_over_over_convoy_post_n15,vocs_convoy_post_n15_jp,TRAPPER,Huh … what mission? ,哈，……什么任务？ ,ふーん…どんな任務？ 
57,vocs_over_over_convoy_post_n16,vocs_convoy_post_n16_jp,WARRIOR,"A small theft. If you handle it well, you will be welcomed into our group, and I will ask Hayato-san if he will consider teaching you.",偷点东西。假如你圆满完成任务，就能成为我们队里一员，另外我还会让隼人先生收你为徒。,ちょっとした盗みだ。うまくやってのけたら、我々の部隊に歓迎しよう。そして隼人殿が君を教えるように掛け合ってやろう。
57,vocs_over_over_convoy_post_n17,vocs_convoy_post_n17_jp,TRAPPER,"Really?! … then … I will show you my best, master samurai!",真的？!……太好了……我会全力以赴的，武士大人。,本当かい！？…それなら…あたしの実力を見せてあげるよ、お侍さん！
57,vocs_over_over_convoy_post_n18,vocs_convoy_post_n18_jp,WARRIOR,"As you should. Now, let me tell you the plan.",很好。现在我把计划告诉你。,そうしてくれ。では、計画を教えよう。
58,vocs_over_over_convoy_post_n19,vocs_convoy_post_n19_jp,TRAPPER,Soldiers … they're not from here.,士兵……而且不是镇里的士兵。,兵士達…ここの人たちじゃないね。
58,vocs_over_over_convoy_post_n20,vocs_convoy_post_n20_jp,WARRIOR,Agreed. I doubt they belong to the city watch.,确实如此。我怀疑他们是警备营的。,同感だ。あれは城下町の警備団の奴らに違いない。
58,vocs_over_over_convoy_post_n21,vocs_convoy_post_n21_jp,WARRIOR,"Now, remember what we have come here to do.",切记我们此行的目的。,さあ、ここに来た目的は覚えているか。
58,vocs_over_over_convoy_post_n22,vocs_convoy_post_n22_jp,TRAPPER,"Break into the district office, find the important man and steal papers from him.",潜入公所内，找到目标人，偷走他身上的文件。,ここの地区役所に侵入して、重要人物を見つけてその人から書類を盗む。
58,vocs_over_over_convoy_post_n23,vocs_convoy_post_n23_jp,WARRIOR,Very good. I suspect you will have to do some pickpocketing before this is done. ,非常好。不过在完成任务之前你还得偷点东西。 ,よくできた。この任務を成功させるには君にはスリとして働いてもらわないといけなくなるかもしれん。
58,vocs_over_over_convoy_post_n24,vocs_convoy_post_n24_jp,WARRIOR,Also take this. I asked Hayato-san to make it for you.,把这个带上，我让隼人先生给你做的。,あと、これを持って行くがよい。隼人殿に君の為に作らせたんだ。
58,vocs_over_over_convoy_post_n25,vocs_convoy_post_n25_jp,TRAPPER,"That's … a hookshot! Thank you, master samurai! ",这是……抓勾!谢谢你，武士大人! ,これは…鉤縄！ありがとう、お侍様！ 
58,vocs_over_over_convoy_post_n26,vocs_convoy_post_n26_jp,WARRIOR,"Now, let us begin. The district office is just ahead. We should avoid the main streets.",现在开始行动。区公所就在前面，我们得绕过主街。,さあ、始めようぞ。役所はこのすぐ先だ。大通りは避けた方がよかろう。
58,vocs_over_over_convoy_post_n27,vocs_convoy_post_n27_jp,WARRIOR,"I want you to be my scout. Stick to the rooftops; I will follow down below. If there is trouble, you can warn me ahead of time.",侦察交给你了。你走屋顶，我在下面跟着。假如遇到麻烦，你就能提前通知我。,君には見張りをしてもらいたい。屋根の上を歩いてくれ。拙者はその下をついて行く。何か問題があれば、事前に拙者に知らせることができるからな。
58,,vocs_convoy_post_n27a_jp,WARRIOR,"I want you to be my scout. See what you can find out about the official, then return to me.",侦察交给你了。打探一下官员的信息，然后回来。,君には偵察兵になってもらいたい。この役人について分かることを調べて、それから拙者のもとへ戻ってきてくれ。
58,vocs_over_over_convoy_post_n28,vocs_convoy_post_n28_jp,TRAPPER,"Hai, master samurai!",是，武士大人。,はい、お侍様！
58,vocs_over_over_convoy_post_n29,vocs_convoy_post_n29_jp,WARRIOR,"Meet me at the sake brewery when you are done. Now, let us begin.",侦察完成后到清酒厂会合，现在开始行动。,完了したら酒の醸造所で落ち合おう。さあ、始めよう。
58,,vocs_convoy_post_n29a_jp,WARRIOR,"Meet me at the western shrine when you are done. Now, let us begin.",侦察完成后到西面神龛处会合，现在开始行动。,完了したら西の神社で落ち合おう。さあ、始めよう。
58,,vocs_convoy_post_n29b_jp,WARRIOR,"Meet me in the western backyard when you are done. Now, let us begin.",侦察完成后到西面后院处会合，现在开始行动。,完了したら西の裏庭で落ち合おう。さあ、始めよう。
