sec,voen,vojp,s,en,cn,jp
226,vocs_over_over_monastery1_post_n10,vocs_monastery1_post_n10_jp,WARRIOR,Takuma-san. Are you ready for the field?,琢磨大师，准备好出战了吗？,巧磨殿、もう準備が整いましたか？
226,vocs_over_over_monastery1_post_n11,vocs_monastery1_post_n11_jp,ALCHEMIST,A bit rusty maybe.,嗯…就是身体还有点僵。,ちと、体が鈍ってしもうたかの。
226,vocs_over_over_monastery1_post_n12,vocs_monastery1_post_n12_jp,ALCHEMIST,Everything weighs less in my memory.,毕竟体力不如从前了。,荷物は軽く感じるわい。
226,vocs_over_over_monastery1_post_n13,vocs_monastery1_post_n13_jp,WARRIOR,"Then, let us discuss strategy.",那么，来一起讨论计划吧。,では、作戦を話合おう。
226,vocs_over_over_monastery1_post_n14,vocs_monastery1_post_n14_jp,WARRIOR,"Lord Yabu's guilt is proven. He might only be allied with Kage-sama, but I believe he is the man himself.",薮大名的罪行已经坐实。虽然他也可能只是同党，但我感觉他就是影大人。,藪大名の悪行は明るみになった。カゲサマと繋がっているだけかもしれないが、拙者は奴こそが張本人だと考えておる。
226,vocs_over_over_monastery1_post_n15,vocs_monastery1_post_n15_jp,NINJA,Only one way to find out. If we want to get to him we better move now.,要知道真相，只有一种方法。要抓他的话，最好现在就行动。,方法はひとつしか無いな。奴に近づくにはもう動いた方がよさそうだ。
226,vocs_over_over_monastery1_post_n16,vocs_monastery1_post_n16_jp,WARRIOR,No doubt he will see us coming. It will be the most dangerous mission yet.,他一定早有提防了。这次可能是目前为止最为危险的任务。,奴が直に我らに気づくのは間違いない。最も危険な作戦になるかもしれぬな。
226,vocs_over_over_monastery1_post_n17,vocs_monastery1_post_n17_jp,ALCHEMIST,"Hmm, then we must be prepared. Here. I made one for each of you.",嗯！那就更要做好万全准备。拿着，我给你们每人做了一把。,うーむ、ならその心構えがほしいのぅ。これを一人ひとりにつくったんじゃよ。
226,vocs_over_over_monastery1_post_n18,vocs_monastery1_post_n18_jp,NINJA,"Matchlock pistols? Never seen one so small ... not too shabby, old man.",火绳枪吗？我还没见过这么小的…手艺不错嘛，老爷子。,火縄銃か？見たこともないほど小さい…が、よくできているな、爺さん。
226,vocs_over_over_monastery1_post_n19,vocs_monastery1_post_n19_jp,ALCHEMIST,"A last resort for desperate times. My first contribution. Heh, may Yabu's downfall be the next.",这个可以当成紧急关头的最后手段，也算是我报解救之恩了。呵呵，希望我的下次贡献就是亲手干掉薮贼。,最終手段として使うんじゃ。ワシの一つ目の貢献じゃ。ほっほ、次のは藪討伐となるじゃろう。
226,vocs_over_over_monastery1_post_n20,vocs_monastery1_post_n20_jp,NINJA,Guess I'll come with you then. You'll need all the help you can get.,那我还是和你一起去吧。这事一个人办不了。,なら、俺が一緒に行くぜ。あらゆる助けが必要だろう。
226,vocs_over_over_monastery1_post_n21,vocs_monastery1_post_n21_jp,TRAPPER,I want to come too!,我也要去。,あたしも行く！
226,vocs_over_over_monastery1_post_n22,vocs_monastery1_post_n22_jp,ALCHEMIST,I appreciate your support.,谢谢，感激不尽。,ありがとう、感謝するぞい。
226,vocs_over_over_monastery1_post_n23,vocs_monastery1_post_n23_jp,WARRIOR,"Very well. You have my blessings to do whatever is necessary. I, shall travel to Edo. The Shogun will want to know of our plan.",很好。祝你们旗开得胜。我要前往江户，向将军禀报情况。,よし。必要なことはなんでも協力致そう。では拙者は江戸へ向かう。上様へ計画をお伝えせねばなるまい。
226,vocs_over_over_monastery1_post_n24,vocs_monastery1_post_n24_jp,GEISHA,Then I will accompany you. It has been long since we enjoyed a peaceful moment together.,我也一起去。你我二人已经很久没能一起享受片刻宁静了。,なら、私も共に向かうわ。戦場以外で2人でいられるのは久しぶりになるわね。
226,vocs_over_over_monastery1_post_n25,vocs_monastery1_post_n25_jp,WARRIOR,"I would be honoured, Aiko-san. Let us prepare for the journey.",那太好了，爱子小姐。我们去收拾行装准备出发吧。,嬉しいことだ、愛琥殿。では準備をさせていただこう。
226,vocs_over_over_monastery1_post_n26,vocs_monastery1_post_n26_jp,NINJA,"So, the three of us against a powerful daimyo in his heavily guarded mansion. I've had worse odds.",也就是说，我们区区三人要去对付藏在重兵把守的府邸里的大名么。嗯…比这更难的我也干过。,つまり、この三人だけで警備のきつい御殿にいる大名様に対抗するって訳わけか。見込みの低い作戦だな。
226,vocs_over_over_monastery1_post_n27,vocs_monastery1_post_n27_jp,TRAPPER,Some things there want to be taken. But we won't come for things. We'll come for Lord Yabu!,那边也有很多物件想被偷走呢。不过这次不偷东西了，直接对付薮大名！,盗まれたがってるものもあるだろうけど、その子たちのためにやるんじゃない。藪大名を倒すため！
226,vocs_over_over_monastery1_post_n28,vocs_monastery1_post_n28_jp,ALCHEMIST,"Hmm ... a mercenary, a cripple and a child. They will tell stories about this one, hehehe.",嗯...一个是拿钱办事的，一个是瘸子，再加上一个小孩。这次可有好戏看了，呵呵呵。,うーむ…傭兵と子ども。どんな物語になるんじゃろうの、ほっほっほ。
