lvl,sec,voen,vojp,s,en,cn,jp
17,7,vocs_over_over_bambooforest_nemesis_n02,vocs_bambooforest_nemesis_n02_jp,WARRIOR,"Black clothes, like they were cut from shadow. Kage-sama truly lives up to his name.",一身黑衣，有如影子般漆黑。影大人果然人如其名。,黒装束、影から切り取れらたようだ。名に劣らぬ姿だ。
17,7,vocs_over_over_bambooforest_nemesis_n03,vocs_bambooforest_nemesis_n03_jp,TRAPPER,"He's just sitting there, like a statue. Why is he doing that?",他怎么和神像一样，坐在那儿一动也不动？,像のように動かないね。どうしてだろう？
17,7,vocs_over_over_bambooforest_nemesis_n04,vocs_bambooforest_nemesis_n04_jp,NINJA,Doesn't matter. He won't be doing it for much longer.,管他的。反正他也快死了。,関係ないさ。今から死んでもらうんだからな。
17,8,vocs_over_over_bambooforest_worry_n00,vocs_bambooforest_worry_n00_jp,GEISHA,I shall go meet the others. I trust you'll watch over my descent.,我要去和他们会合。琢磨大师就在这儿掩护我们吧。,彼らの所に行きましょう。巧磨様はここから見ていてください。
17,8,vocs_over_over_bambooforest_worry_n01,vocs_bambooforest_worry_n01_jp,ALCHEMIST,"Of course I will. Is something troubling you, Aiko-san?",交给我吧。不过你好像有些不安？,もちろんじゃよ。何か問題でもあるのかね、愛琥さん。
17,8,vocs_over_over_bambooforest_worry_n02,vocs_bambooforest_worry_n02_jp,GEISHA,Perhaps. I think there is more to this place than meets the eye.,我怀疑此地还有蹊跷。,ひょっとしたらもっと何かあるかもしれないんです。
17,8,vocs_over_over_bambooforest_worry_n03,vocs_bambooforest_worry_n03_jp,ALCHEMIST,"Ah, caution. I understand. I will watch for anything unusual or out of place.",啊，我懂了。我会注意异常情况的。,ああ、わかった。用心深く警戒しておくよ。
17,8,vocs_over_over_bambooforest_worry_n04,vocs_bambooforest_worry_n04_jp,GEISHA,"Thank you, Takuma-san.",多谢，琢磨大师。,ありがとうございます、巧磨様。
17,9,vocs_over_over_bambooforest_contempt_n00,vocs_bambooforest_contempt_n00_jp,GEISHA,"The man who caused all this trouble. Quite disappointing, I must say. You have wasted enough of everyone's time.",始作俑者已近在眼前。真是可惜，就因为你，浪费了大家太多宝贵时间。,この男が全ての元凶。とても残念だわ。皆の時間を無駄にしたわ。
17,10,vocs_over_over_bambooforest_reunion_n00,vocs_bambooforest_reunion_n00_jp,NINJA,Hey …,喂……,おーい。
17,10,vocs_over_over_bambooforest_reunion_n01,vocs_bambooforest_reunion_n01_jp,TRAPPER,Aiko-san!,爱子小姐！,愛琥さんっ！
17,10,vocs_over_over_bambooforest_reunion_n02,vocs_bambooforest_reunion_n02_jp,GEISHA,I see you are doing well.,还好你们平安无事。,良く無事だったわね。
17,10,vocs_over_over_bambooforest_reunion_n03,vocs_bambooforest_reunion_n03_jp,WARRIOR,"Ah, Aiko-san. I am glad you join me for this victory.",啊，爱子小姐！很高兴能和你一起迎接胜利。,愛琥殿、よくぞ我らに勝利をもたらしてくれました。
17,10,vocs_over_over_bambooforest_reunion_n04,vocs_bambooforest_reunion_n04_jp,GEISHA,I cannot shake the feeling that not all is as it seems. Let us be cautious.,我总感觉事情没这么简单，大家要提高警惕。,こんなに簡単にいくなんて…。なんだか嫌な感じがするわ。
17,11,vo_hint_hint_bambooforest_shadows_n00,vo_bambooforest_shadows_n00_jp,FAKE,"Yes, the time is near.",嗯，时辰快到了。,うむ、時は近い。
17,11,vo_hint_hint_bambooforest_shadows_n01,vo_bambooforest_shadows_n01_jp,FAKE,A quiet moment.,万籁俱寂。,静寂。
17,11,vo_hint_hint_bambooforest_shadows_n02,vo_bambooforest_shadows_n02_jp,FAKE,Yet everything is in motion.,然而，万物皆在动荡。,しかし、全ては渦中。
17,11,vo_hint_hint_bambooforest_shadows_n03,vo_bambooforest_shadows_n03_jp,FAKE,It is as it should be.,一切皆有定数。,然るべき有様。
17,11,vo_hint_hint_bambooforest_shadows_n04,vo_bambooforest_shadows_n04_jp,FAKE,A life for a life.,以眼还眼，以命抵命。,人生は人生。
17,11,vo_hint_hint_bambooforest_shadows_n05,vo_bambooforest_shadows_n05_jp,FAKE,All men choose their duty.,人命不由天定。,人々の選ぶ義務。
17,11,vo_hint_hint_bambooforest_shadows_n06,vo_bambooforest_shadows_n06_jp,FAKE,I have chosen mine.,我已决定我的命运。,私は決めたのだ。
17,12,vocs_over_over_bambooforest_debriefing_n00,vocs_bambooforest_debriefing_n00_jp,OFFICER,Now!,就是现在！,今だ！
17,12,vocs_over_over_bambooforest_debriefing_n01,vocs_bambooforest_debriefing_n01_jp,WARRIOR,A trap!,是陷阱！,罠だ！
17,12,vocs_over_over_bambooforest_debriefing_n02,vocs_bambooforest_debriefing_n02_jp,NINJA,Damn!,该死！,くそっ！
17,12,vocs_over_over_bambooforest_debriefing_n03,vocs_bambooforest_debriefing_n03_jp,TRAPPER,Wha–NO!,啊-不要！,わぁ、やめっ！
17,12,vocs_over_over_bambooforest_debriefing_n04,vocs_bambooforest_debriefing_n04_jp,GEISHA,"No, stay back!",不，别过来！,駄目、下がって！
17,12,vocs_over_over_bambooforest_debriefing_n06,vocs_bambooforest_debriefing_n06_jp,OFFICER,"It is done, Kage-sama. The old man was on a slope nearby. They came alone, just like you said.", 全抓住了，影大人。老头躲在附近的山坡上。正如您所料，他们一共来了五个人。,終わりました、カゲサマ。老人は側の坂にいます。カゲサマのおっしゃる通り奴らは単体でやってきました。
17,12,vocs_over_over_bambooforest_debriefing_n07,vocs_bambooforest_debriefing_n07_jp,WARRIOR,Kage-sama … YOU!,影大人……是你！,カゲサマ…あ、あなたは！
17,12,vocs_over_over_bambooforest_debriefing_n08,vocs_bambooforest_debriefing_n08_jp,BROGUN,… I remember my brother giving you this ... a remarkable weapon.,我还记得那天兄长赐予你这把刀的情景……,兄上がお主にこの刀を渡した時のことを覚えている…。
17,12,vocs_over_over_bambooforest_debriefing_n09,vocs_bambooforest_debriefing_n09_jp,BROGUN,Such a waste.,真是无聊。,くだらない。
17,12,vocs_over_over_bambooforest_debriefing_n10,vocs_bambooforest_debriefing_n10_jp,WARRIOR,It makes no sense … how is this possible?!,怎么回事…为什么要这么做？！,どうして…なぜこのようなことを！？
17,12,vocs_over_over_bambooforest_debriefing_n11,vocs_bambooforest_debriefing_n11_jp,BROGUN,"My brother and I disagree on so many things, Mugen. If you knew the extent of it, you would not be surprised.",将军和我之间的分歧实在太大，无限。如果你站在我的立场，也一定能够理解。,私と兄上には、意見の食い違いが心底多かったのだ。すべてを知っていればお前も納得するだろう…。
17,12,vocs_over_over_bambooforest_debriefing_n12,vocs_bambooforest_debriefing_n12_jp,WARRIOR,"Then what do you want, traitor?!",你到底想怎么样，叛徒？！,一体何が望みだ！？この、裏切者めが！！
17,12,vocs_over_over_bambooforest_debriefing_n13,vocs_bambooforest_debriefing_n13_jp,BROGUN,"A great deal. Mugen, from you …",做个交易吧，无限…,取引だ、武源。
17,12,vocs_over_over_bambooforest_debriefing_n14,vocs_bambooforest_debriefing_n14_jp,BROGUN,… I want to know where you hid Ryūnosuke.,……我想知道你把龙之介藏哪了。,龍之介をどこへやったか、知りたい。
17,12,vocs_over_over_bambooforest_debriefing_n15,vocs_bambooforest_debriefing_n15_jp,WARRIOR,Do you think I would let you harm the heir to the Shogunate?!,哼，你真以为我会老老实实告诉你吗？！,ハッ、拙者がおとなしく口を割るとでも？
17,12,vocs_over_over_bambooforest_debriefing_n16,vocs_bambooforest_debriefing_n16_jp,BROGUN,Of course not.,当然不会。,まぁ、そうはいかないだろう。
17,12,vocs_over_over_bambooforest_debriefing_n17,vocs_bambooforest_debriefing_n17_jp,BROGUN,"I know you, ?shiro Mugen.",尾城无限，我很了解你。,大代武源、お主のことはよく知っている。
17,12,vocs_over_over_bambooforest_debriefing_n18,vocs_bambooforest_debriefing_n18_jp,BROGUN,You are the most loyal man I have ever met.,你是我见过的最忠诚的部下。,お主ほど忠誠心の厚い男はそういない。
17,12,vocs_over_over_bambooforest_debriefing_n19,vocs_bambooforest_debriefing_n19_jp,BROGUN,You would rather die than betray your precious Shogun.,你宁死也不会背叛将军的。,将軍を裏切るくらいなら自ら死を選ぶだろう。
17,12,vocs_over_over_bambooforest_debriefing_n20,vocs_bambooforest_debriefing_n20_jp,BROGUN,But I wonder …,但我在想……,だが…、
17,12,vocs_over_over_bambooforest_debriefing_n21,vocs_bambooforest_debriefing_n21_jp,BROGUN,How far does your loyalty to my brother go?,你对我兄弟的忠心，能到什么程度？,その兄上への忠誠心とはどれほどのものか…。
17,12,vocs_over_over_bambooforest_debriefing_n22,vocs_bambooforest_debriefing_n22_jp,BROGUN,Far enough to sacrifice your friends …,高到可以牺牲掉这些人吗？,この者たちを犠牲にしても貫けるものか…。
17,12,vocs_over_over_bambooforest_debriefing_n23,vocs_bambooforest_debriefing_n23_jp,BROGUN,… these people you are so proud of.,这些你引以为傲的战友……,…お主の誇りである友たちが
17,12,vocs_over_over_bambooforest_debriefing_n24,vocs_bambooforest_debriefing_n24_jp,BROGUN,Would you rather watch them die …,你宁愿眼睁睁看着他们死去吗？,目の前で死ぬのを見たいと申すか…？
17,12,vocs_over_over_bambooforest_debriefing_n25,vocs_bambooforest_debriefing_n25_jp,WARRIOR,Damn you! Damn you for all eternity!,该死！昇，你这个畜生！,おのれ、昇！この畜生めが！
17,12,vocs_over_over_bambooforest_debriefing_n26,vocs_bambooforest_debriefing_n26_jp,BROGUN,"The boy, Mugen. Or she will be the first to die.",回答我的问题。否则第一个死的就是她。,言うことを聞くか？…さもなくばこの女が最初の犠牲者だ。
17,12,vocs_over_over_bambooforest_debriefing_n27,vocs_bambooforest_debriefing_n27_jp,GEISHA,… go ahead! I will face death with open eyes!,动手吧！我早已视死如归！,…好きにしろ！死など恐れるものか！
17,12,vocs_over_over_bambooforest_debriefing_n28,vocs_bambooforest_debriefing_n28_jp,TRAPPER,Aiko-san!,爱子小姐！,愛琥さんっ！
17,12,vocs_over_over_bambooforest_debriefing_n29,vocs_bambooforest_debriefing_n29_jp,TRAPPER,… agh!,……啊！,…あぁ！
17,12,vocs_over_over_bambooforest_debriefing_n30,vocs_bambooforest_debriefing_n30_jp,BROGUNSON,Shut your mouth brat.,你给我老实点。,大人しくしているがよい。
17,12,vocs_over_over_bambooforest_debriefing_n31,vocs_bambooforest_debriefing_n31_jp,BROGUN,"A decision, Mugen. It does not have to be like this.",好了，无限。你要怎么选，都取决于你。,さぁ、武源。決断せよ。好きな方を選ぶがよい。
17,12,vocs_over_over_bambooforest_debriefing_n32,vocs_bambooforest_debriefing_n32_jp,WARRIOR,… My name is Oshiro Mugen. I am samurai.,……我是尾城无限，一名武士。,我が名は大代武源…、侍だ！
17,12,vocs_over_over_bambooforest_debriefing_n33,vocs_bambooforest_debriefing_n33_jp,WARRIOR,… A samurai must serve his lord …,……武士必须为主君献上一切……,…侍たるもの、我が主君に全てを捧げる…。
17,12,vocs_over_over_bambooforest_debriefing_n34,vocs_bambooforest_debriefing_n34_jp,WARRIOR,… Protect his lord,……保护主君……,…主君を守り
17,12,vocs_over_over_bambooforest_debriefing_n35,vocs_bambooforest_debriefing_n35_jp,WARRIOR,… Die for his lord …,……为主君献身……,…主君のために命を捧ぐ。
17,12,vocs_over_over_bambooforest_debriefing_n36,vocs_bambooforest_debriefing_n36_jp,WARRIOR,… But I cannot!,……但我不能！,…だが、できぬ！
17,12,vocs_over_over_bambooforest_debriefing_n37,vocs_bambooforest_debriefing_n37_jp,WARRIOR,I cannot let my companions die!,我不能眼看同伴牺牲!,友を死なせる事などできぬ！
17,12,vocs_over_over_bambooforest_debriefing_n38,vocs_bambooforest_debriefing_n38_jp,GEISHA,No … ,不…… ,駄目よ…。
17,12,vocs_over_over_bambooforest_debriefing_n39,vocs_bambooforest_debriefing_n39_jp,WARRIOR,"My Shogun, forgive me!",将军大人，请恕罪！,上様、どうかお許しを！
17,12,vocs_over_over_bambooforest_debriefing_n40,vocs_bambooforest_debriefing_n40_jp,BROGUN,A wise choice Mugen.,此乃明智之举，无限。,利口な判断だ、武源。
17,12,vocs_over_over_bambooforest_debriefing_n41,vocs_bambooforest_debriefing_n41_jp,WARRIOR,"Swear to me, on your life and the life of your son, that you will not harm my companions!",快发誓，用你和你儿子的性命发誓，不会对我的同伴下手！,誓え。貴様の命、貴様の息子の命に誓え。我が友に手は出さぬと。
17,12,vocs_over_over_bambooforest_debriefing_n42,vocs_bambooforest_debriefing_n42_jp,BROGUN,I will not touch them. On this you have my word.,可以，我保证不动他们。,…よかろう。手出しはせぬ。
17,12,vocs_over_over_bambooforest_debriefing_n43,vocs_bambooforest_debriefing_n43_jp,WARRIOR,… then … I yield … you have won …,……那好……你赢了……就照你说的办……,…ならば…貴様の勝ちだ…言う通りにしよう…。
17,12,vocs_over_over_bambooforest_debriefing_n44,vocs_bambooforest_debriefing_n44_jp,BROGUN,Good. You will lead the way. Your friends will come with us.,好，你先去前面带路。你的同伴会和我一起赶上。,それでよい。お主は先に行ってもらう。友は私と共に来てもらう。
17,12,vocs_over_over_bambooforest_debriefing_n45,vocs_bambooforest_debriefing_n45_jp,BROGUN,"Masaru, see that they are secured. They are not to be harmed, is that understood?",真申，看好他们。但不要对他们出手，明白吗？,勝、奴らを拘束せよ。傷つけぬようにな、よいか？
17,12,vocs_over_over_bambooforest_debriefing_n46,vocs_bambooforest_debriefing_n46_jp,BROGUNSON,"Yes, father ... ",遵命，父亲…… ,わかりました、父上…。
17,12,vocs_over_over_bambooforest_debriefing_n47,vocs_bambooforest_debriefing_n47_jp,BROGUNSON,"You, what are you waiting for?! Get to work.",你们还愣着干什么？赶紧干活。,おい、何をしている。仕事にとりかかれ。
17,12,vocs_over_over_bambooforest_debriefing_n48,vocs_bambooforest_debriefing_n48_jp,GEISHA,I knew something was wrong. I should have known better …,我就知道有蹊跷。要是能早点发现……,何かおかしいと思っていたのよ。もっと早くに気づいていれば。
17,12,vocs_over_over_bambooforest_debriefing_n49,vocs_bambooforest_debriefing_n49_jp,ALCHEMIST,It does not matter. Save your strength. Dark things lie ahead.,没用了，还是省省力气吧，黑暗即将来临。,よしなさい。気を強く持つのじゃ…ここからが大変じゃ。
17,12,vocs_over_over_bambooforest_debriefing_n50,vocs_bambooforest_debriefing_n50_jp,NINJA,Mugen …,无限……,武源…。
