lvl,sec,voen,vojp,s,en,cn,jp
10,197,vocs_over_over_mansion_post_n23,vocs_mansion_post_n23_jp,GEISHA,"Espionage then. We enter the villages with the cover of night, see what we can learn.",那就是侦查任务咯。可以借着夜色掩护潜入村子，打探消息。,偵察ですね。宵に乗じて村に入り、探って参ります。
10,197,vocs_over_over_mansion_post_n24,vocs_mansion_post_n24_jp,BROGUNSON,Mugen-san. They say you were born a farmer so you must know how to handle  peasants.,无限老师，听说你是农民出身，那你肯定熟悉怎么和农民打交道咯。,武源殿。あなたは農民の生まれだと聞いている。百姓の扱いはもちろん知っているはずであろうな。
10,197,vocs_over_over_mansion_post_n25,vocs_mansion_post_n25_jp,BROGUN,My son will show more respect!,孽子，不得无礼！,息子よ、敬意を払え。
10,197,vocs_over_over_mansion_post_n26,vocs_mansion_post_n26_jp,BROGUNSON,"… I apologize, Mugen-sama.",……我道歉，无限大人。,…申し訳ない、武源殿。
10,197,vocs_over_over_mansion_post_n27,vocs_mansion_post_n27_jp,WARRIOR,Hrm … you are forgiven.,不必……我并不在意。,いえ、構いませぬ。
10,197,vocs_over_over_mansion_post_n28,vocs_mansion_post_n28_jp,BROGUN,Mugen-san. I want you and Takuma-san at Suganuma village.,无限阁下，我想派你和琢磨老先生前往菅沼村。,武源殿、あなたと巧磨さんは菅沼に向かって欲しい。
10,197,vocs_over_over_mansion_post_n29,vocs_mansion_post_n29_jp,GEISHA,"May I accompany them, Lord Noboru?",我能一同前往吗，昇大人？,私もお供してよろしいでしょうか、昇様？
10,197,vocs_over_over_mansion_post_n30,vocs_mansion_post_n30_jp,BROGUN,"No, your skills are more suited to Hida, where the rebel presence is stronger. You and your two companions will go there at once.",不行，你的身手更适合去飞騨村，那儿的叛军人多势众。你和另外两位同伴即刻出发吧。,ならぬ。そなたの技量は飛騨に最適だ、抵抗が強力な所だ。そなたと2人の仲間で、そこにすぐ向かってくれ。
10,197,vocs_over_over_mansion_post_n31,vocs_mansion_post_n31_jp,GEISHA,"… as you wish, Noboru-sama. I shall lead the second group.","……遵命, 昇大人。我将指挥这个小队。",…仰せのままに。昇様、私がこの組を指揮致します。
10,197,vocs_over_over_mansion_post_n32,vocs_mansion_post_n32_jp,NINJA,"Hrm, who made you the leader?",嗯？谁同意你指挥了？,ふん、誰があんたを大将にしたんだ？
10,197,vocs_over_over_mansion_post_n33,vocs_mansion_post_n33_jp,TRAPPER,Why can't we all go to one place together?,为什么我们五个不能一起行动呢?,皆で一緒に同じ所へは行けないの？
10,197,vocs_over_over_mansion_post_n34,vocs_mansion_post_n34_jp,WARRIOR,"Hush, Yuki-chan.",别说话，友希小妹。,静かに、雪殿。
10,197,vocs_over_over_mansion_post_n35,vocs_mansion_post_n35_jp,BROGUNSON,"My father has made a decision, little girl. Who are you to question it?",这可是家父的命令，小姑娘。你是谁啊，胆敢质疑？,父上の決定だ、小娘。誰に質問をしてると思っている？
10,197,vocs_over_over_mansion_post_n36,vocs_mansion_post_n36_jp,TRAPPER,I … I …,我……我……,えっと、その…。
10,197,vocs_over_over_mansion_post_n37,vocs_mansion_post_n37_jp,ALCHEMIST,"And who are you, boy, to frighten children when there is war on our doorstep?",小子，你又是谁啊，兵临城下了还在这儿吓唬小孩子？,はて誰じゃったか知りもせんがお主、ワシらの前で子どもを怖がらせてくれたのぅ。
10,197,vocs_over_over_mansion_post_n38,vocs_mansion_post_n38_jp,BROGUNSON,How dare you speak to me old man!,你说什么，老瘸子！,なんだと！？この老いぼれめ！
10,197,vocs_over_over_mansion_post_n39,vocs_mansion_post_n39_jp,BROGUN,Enough!  Okkoto is spreading chaos and disorder in the name of Kage-sama. We must find him quickly and see that justice is done.,够了！乙事正以影大人之名制造恐慌。务必尽快找到他，伸张正义。,やめろ！乙事はカゲサマの名を使い混沌をもたらしている。すぐさま奴を見つけ、正義を遂げるのだ。
10,197,vocs_over_over_mansion_post_n40,vocs_mansion_post_n40_jp,WARRIOR,"Yes, Lord Noboru. We will return triumphant.",遵命，昇大人。等待我们胜利归来吧。,はっ、昇様！必ずや勝利を掴んで参ります！
