sec,voen,vojp,s,en,cn,jp
217,vocs_over_over_monastery1_rocks_n01,vocs_monastery1_rocks_n01_jp,GEISHA,I am eager to hear the stories surrounding this particular battle strategy.,我很好奇，你每次用这个战术的时候，结果如何。,興味深い戦略ですこと。ぜひとも詳しくお聞きしたいわ。
218,vocs_over_over_monastery1_ninja_n00,vocs_monastery1_ninja_n00_jp,WARRIOR,Your deadliness rivals that of Hayato-san.,你的身手和隼人兄不相上下啊。,隼人殿にも劣らぬ腕前だ。
218,vocs_over_over_monastery1_ninja_n01,vocs_monastery1_ninja_n01_jp,GEISHA,Is that your Shinobi friend? I am looking forward to making his acquaintance.,是说你提过的忍者朋友吗?我期待与他相识。,仲間の忍のこと？お知り合いになれるのが楽しみだわ。
218,vocs_over_over_monastery1_ninja_n02,vocs_monastery1_ninja_n02_jp,WARRIOR,Perhaps you and he can trade stories regarding your training and experience.,没准你们还可以交流切磋下技术。,ひょっとしたら彼と互いの技を伝授し合えるやもしれぬな。
218,vocs_over_over_monastery1_ninja_n03,vocs_monastery1_ninja_n03_jp,GEISHA,"A Shinobi from Iga and a Kunoichi from Shinano. It will be quite the exchange, I'm sure.",伊贺忍者和信浓女忍交流切磋么。应该会很有收获吧。,伊賀の忍、信濃のくノ一。良いやり取りができそうね。
218,vocs_over_over_monastery1_ninja_n03a,vocs_monastery1_ninja_n03a_jp,GEISHA,I wonder if he's worked with other Kunoichi before. From what you told me he seems a solitary person.,不知道他有没有和女忍一起行动过。你口中的他，似乎是位独行客。,他のくノ一と共に働いたことはあるのかしら。聞く限り、孤独を好みそうだけど。
219,vocs_over_over_monastery1_history_n00,vocs_monastery1_history_n00_jp,WARRIOR,There's the waterfall. Takuma-san must be close.,看到瀑布了。琢磨大师一定在这附近。,滝だ。巧磨殿が近くにいるはずだ。
219,vocs_over_over_monastery1_history_n01,vocs_monastery1_history_n01_jp,GEISHA,"From what you have told me, he enabled your victory in Osaka Castle.",据你所说，攻下大阪城也有他的功劳。,大阪城での勝利は彼なくして不可能だったとおっしゃってましたわね。
219,vocs_over_over_monastery1_history_n02,vocs_monastery1_history_n02_jp,WARRIOR,We could not have done it without him. I never thought I would get the chance to thank him.,没有他我们不可能获胜。没想到事隔多年我还有机会当面感谢他。,その通りである。かの方に礼を言える機会が訪れるとは。
219,vocs_over_over_monastery1_history_n03,vocs_monastery1_history_n03_jp,GEISHA,"We will both thank him, once we have freed him.",救出来之后，我们一同感谢他吧。,助け出したら、2人でお礼をしましょう。
220,vocs_over_over_monastery1_samurai_n00,vocs_monastery1_samurai_n00_jp,WARRIOR,Samurai guard this area.,此地有武士看守。,侍がこの辺りを見張っている。
220,vocs_over_over_monastery1_samurai_n01,vocs_monastery1_samurai_n01_jp,GEISHA,Samurai ... they can see through my disguise. I should keep my distance.,武士……他们能识破我的伪装。我得离他们远点。,侍…ならこの変装も通用しないわね。距離を取るわ。
221,vo_hint_hint_monastery1_argument_n00,vo_monastery1_argument_n00_jp,SAMURAI,"No more excuses, old man.",不准再找借口，老头。,言い訳はできぬぞ、老人。
221,vo_hint_hint_monastery1_argument_n01,vo_monastery1_argument_n01_jp,ALCHEMIST,"Hmm, we are doing what we can.",唔，我已竭尽所能。,うーむ、できることをやっとるんじゃがな。
221,vo_hint_hint_monastery1_argument_n02,vo_monastery1_argument_n02_jp,SAMURAI,Lord Yabu demands results.,薮大人要你拿出点成果。,藪様は結果をお求めになられる。
221,vo_hint_hint_monastery1_argument_n03,vo_monastery1_argument_n03_jp,ALCHEMIST,"Hmm, of course he does.",嗯，那肯定的。,うーむ、じゃろうな。
221,vo_hint_hint_monastery1_argument_n04,vo_monastery1_argument_n04_jp,SAMURAI,When will the next shipment be ready?,下批货什么时候能备好？,次の出荷はいつだ？
221,vo_hint_hint_monastery1_argument_n05,vo_monastery1_argument_n05_jp,ALCHEMIST,"Hmm, when it is finished, I presume.",唔，该好的时候自然就好了吧。,うーむ、準備が終わった時じゃろう、おそらくな。
221,vo_hint_hint_monastery1_argument_n06,vo_monastery1_argument_n06_jp,SAMURAI,Will it take longer than expected?,工期难道要延长吗？,予定よりかかるのか？
221,vo_hint_hint_monastery1_argument_n07,vo_monastery1_argument_n07_jp,ALCHEMIST,"Hmm, an excellent question.",啊，这个问题问得好。,うーむ、良い質問じゃの。
221,vo_hint_hint_monastery1_argument_n08,vo_monastery1_argument_n08_jp,SAMURAI,Are you mocking me?,你是在耍我吗?,馬鹿にしているのか？
221,vo_hint_hint_monastery1_argument_n09,vo_monastery1_argument_n09_jp,ALCHEMIST,"Hehe, what makes you think that?",呵呵呵，何出此言?,へっへ、どうしてそう思うんじゃ？
221,vo_hint_hint_monastery1_argument_n10,vo_monastery1_argument_n10_jp,SAMURAI,Do not test my patience!,别把我逼急了!,いい加減にしろ！
221,vo_hint_hint_monastery1_argument_n11,vo_monastery1_argument_n11_jp,ALCHEMIST,"Hmm, I shall follow your advice.",嗯，你说得是。,ふむ、お主の助言に従うとしよう。
222,vocs_over_over_monastery1_rescue_n00,vocs_monastery1_rescue_n00_jp,ALCHEMIST,"… Hehe, good thing you came. His conversation went nowhere.",哈哈！来得正好。和他说话简直是对牛弹琴。,へっへ、よく来てくれたわい。そやつとの話は埒が明かんでのう。
222,vocs_over_over_monastery1_rescue_n01,vocs_monastery1_rescue_n01_jp,WARRIOR,Takuma-san. My name is ?shiro Mugen. Do you remember me?,琢磨大师，在下尾城无限。还记得我吗?,巧磨殿。大代武源にございます。覚えておいででしょうか？
222,vocs_over_over_monastery1_rescue_n02,vocs_monastery1_rescue_n02_jp,ALCHEMIST,"Hmm … hehe how could I forget? You were with the young Shinobi, at the siege of Osaka.",嗯…我怎会忘记呢？是在大阪攻城战的时候吧，你和一个年轻忍者一起。,ふむ…忘れるわけもなかろう。若い忍と共におったのう、大阪の包囲戦の時にのぅ。
222,vocs_over_over_monastery1_rescue_n03,vocs_monastery1_rescue_n03_jp,WARRIOR,We have come to free you. I understand Lord Yabu forced you to build firearms here?,我们是来救你的。听说薮大名强迫你在这里制造火器？,あなたを助けに参った。藪大名がここであなたに武器を作らせていたのですね？
222,vocs_over_over_monastery1_rescue_n04,vocs_monastery1_rescue_n04_jp,ALCHEMIST,"He was quite keen on my knowledge. I had to instruct the monks, whom he enslaved to produce weapons in large numbers.",他觊觎我的学问。这些僧人也都是被他奴役的， 我被迫教他们大批量制造火器。,ワシの知識にさぞかし興味があったようでな。捕らえられた多くの僧は武器作りのいろはを教えねばならんかった。
222,vocs_over_over_monastery1_rescue_n05,vocs_monastery1_rescue_n05_jp,WARRIOR,Hrm … Lord Yabu will pay for this.,哼，我无限一定要让薮大名为此付出代价。,ふむ…藪大名にはこの報いを受けてもらおう。
222,vocs_over_over_monastery1_rescue_n06,vocs_monastery1_rescue_n06_jp,GEISHA,"Might we continue this tale later? The monks might finish their prayer soon, and it is a long way back to the entrance.",待会儿再聊吧？僧人的祷告可能快做完了，而且逃出去的路还很长。,話は後にしましょうか？僧が参拝を終えて戻ってくるわ。入口までは距離がある。
222,vocs_over_over_monastery1_rescue_n07,vocs_monastery1_rescue_n07_jp,ALCHEMIST,"Hehe, yes, we should listen to your companion, Mugen.",嘿嘿，是的，你的同伴言之有理。,へっへ、そうじゃな。お連れの別嬪さんの言う通りじゃ。
223,vocs_over_over_monastery1_secrets2_n00,vocs_monastery1_secrets2_n00_jp,ALCHEMIST,"Hmm, on your way here, have you passed by any statues of cranes?",嗯，你们来的路上，可否经过一些仙鹤雕像？,うーむ、ここに来るまでに鶴の像を見とらんか？
223,vocs_over_over_monastery1_secrets2_n01,vocs_monastery1_secrets2_n01_jp,WARRIOR,Why do you ask?,问这个干什么？,なぜそのようなことを？
223,vocs_over_over_monastery1_secrets2_n02,vocs_monastery1_secrets2_n02_jp,ALCHEMIST,"This is an old place, with old secrets. Let me mark these statues on your map … if we inspect them, who knows what we might find …",此地历史悠久，藏了很多古代秘密。我会把这些仙鹤雕像的位置标于地图之上。如能前去调查一番，或许会有意外收获……,古い場所じゃからな。古い秘密もある。地図に像の場所の印をつけておこう…調べればひょっとしたら何かあるかもしれん。
223,vocs_over_over_monastery1_secrets2_n03,vocs_monastery1_secrets2_n03_jp,GEISHA,"We have seen them, and noticed they open secret passages.",看到过，好像是打开密道的机关。,見つけましたわ、秘密の通路が開くようですわ。
223,vocs_over_over_monastery1_secrets2_n04,vocs_monastery1_secrets2_n04_jp,ALCHEMIST,"I suspected as much. I'm sure some of them lead off this mountain. Here, let me mark the statues on your map.",果然如此，其中应该有能直接下山的通道，让我来把仙鹤雕像的位置都标到地图上吧。,やはりそうだったか。その内のどれかが山につながっておるはずじゃ。地図に印をつけておこう。
224,vocs_over_over_monastery1_slow_n00,vocs_monastery1_slow_n00_jp,ALCHEMIST,Hrm … too slow.,哎……走不快啊。,はー…遅いのう。
224,vocs_over_over_monastery1_slow_n01,vocs_monastery1_slow_n01_jp,WARRIOR,I am sorry about your leg Takuma-san.,琢磨大师，对于你的腿我深表遗憾。,巧磨殿、その足のことは残念です。
224,vocs_over_over_monastery1_slow_n02,vocs_monastery1_slow_n02_jp,ALCHEMIST,"Oh don't be, I escaped death that day. A wise man does not question fate after fortune gave him a smile.",哦，不要在意。那日我也算死里逃生了。所谓大难不死，必有后福。,まぁ、そう言ってくれるな。あの日、死を免れたんじゃ。幸運が微笑んだ後のことに、とやかく言わぬのが賢者である。
224,vocs_over_over_monastery1_slow_n03,vocs_monastery1_slow_n03_jp,GEISHA,Your wooden leg has been crafted with care. Did you fashion it yourself?,你的木腿制作精良。是你亲手做的吗？,それにしても見事な細工の義足ですわ。ご自分で作られたのですか？
224,vocs_over_over_monastery1_slow_n04,vocs_monastery1_slow_n04_jp,ALCHEMIST,"Indeed, it has served me well. Though I have been making some improvements.",是的，用着还挺顺的。另外，我还在上面做了些小改造。,いかにも。よく働いてくれておる。時々調整はしておるがの。
225,vocs_over_over_monastery1_debriefing_n00,vocs_monastery1_debriefing_n00_jp,ALCHEMIST,"Oh, I will not miss this place.",哦，终于可以和这里说永别了。,おお、もうこの場所とは永遠におさらばじゃ。
225,vocs_over_over_monastery1_debriefing_n01,vocs_monastery1_debriefing_n01_jp,GEISHA,"I am curious. What are your plans, now that you are a free man?",冒昧地问一句。既然自由了，接下来有什么打算呢?,お聞きしてもよろしいでしょうか？自由の身となった今、どちらに向かわれるのですか？
225,vocs_over_over_monastery1_debriefing_n02,vocs_monastery1_debriefing_n02_jp,ALCHEMIST,"Hmm, I had no desire to support Lord Yabu's ambitions. But I will gladly help you end them.",之前我是迫于无奈才助纣为虐的，但现在我很乐意帮你们挫败薮大名的野心。,ふぅむ。藪大名の野望に肩入れするつもりなんぞこれっぽっちも無かった。一方でお主たちの手助けなら喜んでしようぞ。
225,vocs_over_over_monastery1_debriefing_n03,vocs_monastery1_debriefing_n03_jp,WARRIOR,I will not ask the impossible of you.,不能再让您老以身涉险了。,ご無理をさせるつもりはありませぬ。
225,vocs_over_over_monastery1_debriefing_n04,vocs_monastery1_debriefing_n04_jp,ALCHEMIST,"Heh, do not fear, Mugen-san. With the proper tools, even an old fool like me can be of use on the battlefield.",呵呵呵，别担心，无限。若有利器在身，我这样的老糊涂亦可在战场上有所作为。,へっへ、武源。心配せずとも適切な道具さえあれば、ワシのような老いぼれでも戦場で十分役に立てるわい。
225,vocs_over_over_monastery1_debriefing_n05,vocs_monastery1_debriefing_n05_jp,GEISHA,"You are a man of many talents, Takuma-san.",琢磨大师还真是文武双全，神通广大。,巧磨様は多才なお方ですのね。
225,vocs_over_over_monastery1_debriefing_n06,vocs_monastery1_debriefing_n06_jp,ALCHEMIST,"Oh, too many, I'm afraid. Heh, most bring me nothing but trouble.",神通是不少，但有用的不多，反而一堆麻烦，呵呵呵。,多才すぎて厄介ごとばかり抱え込んでしまうほどじゃ。へっへっへ。
225,vocs_over_over_monastery1_debriefing_n07,vocs_monastery1_debriefing_n07_jp,WARRIOR,"Well then, let us return to the safe house and discuss the fate of Lord Yabu.",那么，先回藏身处，再商讨如何处置薮大名吧。,それではひとまず陣営に戻り、藪大名討伐について作戦を練りましょうぞ。
