lvl,sec,voen,vojp,s,en,cn,jp
20,3,vo_hint_hint_bathhouse_hanamachi2_n00,vo_bathhouse_hanamachi2_n00_jp,CIVILIAN M,Why not here?,就在这里不行吗？,ここじゃ駄目か？
20,3,vo_hint_hint_bathhouse_hanamachi2_n01,vo_bathhouse_hanamachi2_n01_jp,CIVILIAN F,"Please, it is not customary.",不行，不合规矩。,駄目です、きまりですもの。
20,3,vo_hint_hint_bathhouse_hanamachi2_n02,vo_bathhouse_hanamachi2_n02_jp,CIVILIAN M,I have money.,我有钱啊。,金はあるんだがな。
20,3,vo_hint_hint_bathhouse_hanamachi2_n03,vo_bathhouse_hanamachi2_n03_jp,CIVILIAN F,Then speak with the mistress of the house.,那你和老板娘说去。,ならこの家の主婦に言ってくださいまし。
20,3,vo_hint_hint_bathhouse_hanamachi2_n04,vo_bathhouse_hanamachi2_n04_jp,CIVILIAN M,Am I not good enough?,你嫌弃我？,俺じゃ駄目か？
20,3,vo_hint_hint_bathhouse_hanamachi2_n05,vo_bathhouse_hanamachi2_n05_jp,CIVILIAN F,It is not for me to say.,别这样。,嫌よ。
20,4,vocs_over_over_bathhouse_residential_n00,vocs_bathhouse_residential_n00_jp,NINJA,Guards ...,有守卫……,見張り…。
20,4,vocs_over_over_bathhouse_residential_n01,vocs_bathhouse_residential_n01_jp,GEISHA,Middleclass households. With more guards than usual I'd say.,这边都是中等家庭。没想到守卫也这么多。,中流の家庭。けど見張りが多いわね。
20,4,vocs_over_over_bathhouse_residential_n02,vocs_bathhouse_residential_n02_jp,NINJA,Hrm …,嗯……,ふー…。
20,5,vo_hint_hint_bathhouse_residential_n00,vo_bathhouse_residential_n00_jp,CIVILIAN M,These are dark times.,真是闹得人心惶惶。,暗くなったな。
20,5,vo_hint_hint_bathhouse_residential_n01,vo_bathhouse_residential_n01_jp,CIVILIAN M,"So it's true, the Shogun's son has been murdered?",真的吗？将军的儿子真的被谋杀了？,本当かい、将軍の息子が殺されたってのは？
20,5,vo_hint_hint_bathhouse_residential_n02,vo_bathhouse_residential_n02_jp,CIVILIAN M,It is not safe to go outside.,现在外面很不安全。,外にいるのは危険だ。
20,5,vo_hint_hint_bathhouse_residential_n03,vo_bathhouse_residential_n03_jp,CIVILIAN M,I heard the Shogun is on his way to Kyoto.,听说将军正在去京都的路上。,将軍は京都へ向かっているって聞いたぞ。
20,5,vo_hint_hint_bathhouse_residential_n04,vo_bathhouse_residential_n04_jp,CIVILIAN M,I see they are looking for the killers.,他们应该是在搜查凶手。,殺した犯人達を探しているんだ。
20,5,vo_hint_hint_bathhouse_residential_n05,vo_bathhouse_residential_n05_jp,CIVILIAN M,Did you know Lord Noboru's son is here.,昇大名的儿子就在这里啊，你居然不知道？,昇大名の息子がここにいるって知らないのか。
20,5,vo_hint_hint_bathhouse_residential_n06,vo_bathhouse_residential_n06_jp,CIVILIAN M,"Be wary, keep away from dark alleys.",小心点，千万别走黑巷子。,注意しろ、暗い小道は近づくなよ。
20,5,vo_hint_hint_bathhouse_residential_n07,vo_bathhouse_residential_n07_jp,CIVILIAN F,Dark times.,真不太平。,暗い。
20,5,vo_hint_hint_bathhouse_residential_n08,vo_bathhouse_residential_n08_jp,CIVILIAN F,The Shogun's son has been murdered.,将军的儿子被谋杀了。,将軍の息子が殺された。
20,5,vo_hint_hint_bathhouse_residential_n09,vo_bathhouse_residential_n09_jp,CIVILIAN F,It is not safe to go outside.,现在外面很不安全。,外にいるのは危険だ。
20,5,vo_hint_hint_bathhouse_residential_n10,vo_bathhouse_residential_n10_jp,CIVILIAN F,I hear the Shogun is on his way to Kyoto.,听说将军正在去京都的路上。,将軍は京都に向かっていると聞く。
20,5,vo_hint_hint_bathhouse_residential_n11,vo_bathhouse_residential_n11_jp,CIVILIAN F,They are looking for the killers.,当兵的正在搜查凶手。,殺した犯人を探している。
20,5,vo_hint_hint_bathhouse_residential_n12,vo_bathhouse_residential_n12_jp,CIVILIAN F,Lord Noboru's son is here.,昇大名的儿子就在这里。,昇大名の息子はここにいる。
20,5,vo_hint_hint_bathhouse_residential_n13,vo_bathhouse_residential_n13_jp,CIVILIAN F,If I were you I'd keep away from dark alleys.,我要是你，就绝不走黑巷子。,自分なら暗い小道は避けるよ。
20,6,vocs_over_over_bathhouse_wanted_n00,vocs_bathhouse_wanted_n00_jp,NINJA,Busy …,真是热闹……,賑やかだな…。
20,6,vocs_over_over_bathhouse_wanted_n01,vocs_bathhouse_wanted_n01_jp,GEISHA,I suspect that guards here have been doubled since Noboru learned of our escape.,自从我们逃走之后，这里的守卫大概增加了一倍吧。,私たちが逃げたから、昇は見張りを倍にしたんじゃないかしら。
20,6,vocs_over_over_bathhouse_wanted_n02,vocs_bathhouse_wanted_n02_jp,NINJA,Mhm …,嗯……,うーむ…。
20,7,vocs_over_over_bathhouse_disguise_n00,vocs_bathhouse_disguise_n00_jp,GEISHA,That will do fine. Let us continue.,这身衣服还可以。继续行动。,これでいいわ、続けましょう。
20,7,vocs_over_over_bathhouse_disguise_n01,vocs_bathhouse_disguise_n01_jp,NINJA,Mhm …,嗯……,うーむ…。
20,7,vocs_over_over_bathhouse_disguise_n02,vocs_bathhouse_disguise_n02_jp,GEISHA,"… you have been quiet lately, Hayato-san.",……你最近话不多啊，隼人兄。,…最近、少し静かですね、隼人さん。
20,7,vocs_over_over_bathhouse_disguise_n03,vocs_bathhouse_disguise_n03_jp,NINJA,"… best I can do. No idea how you can be so calm, like nothing happened.",……我在尽力克制。其实我不明白你怎么还能如此冷静。,…落ち着こうとしているんだ。あんたがどうしてそんなに落ち着いていられるのか俺にはわからない。
20,7,vocs_over_over_bathhouse_disguise_n04,vocs_bathhouse_disguise_n04_jp,GEISHA,I was forced to master my emotions at a very young age. I am sorry if this bothers you.,我从小就被迫练习如何掌控自身情绪。如果影响到你了，我诚心道歉。,幼い頃から感情を抑えるようにしてきたから。気になったら、ごめんなさい。
20,8,vocs_over_over_bathhouse_info_n00,vocs_bathhouse_info_n00_jp,NINJA,Got it.,原来如此。,なるほど。
20,8,vocs_over_over_bathhouse_info_n01,vocs_bathhouse_info_n01_jp,GEISHA,"So he's in that place … Hayato-san, let us find a save spot and discuss what we have learned.",原来他在那里……隼人兄，先找到个安全地点会合，整理一下情报。,彼はそこにいるのね…隼人さん、安全な場所を見つけて、話をまとめましょう。
20,8,vocs_over_over_bathhouse_info_n02,vocs_bathhouse_info_n02_jp,NINJA,Mhm …,嗯……,うーむ…。
20,9,vocs_over_over_bathhouse_unveil_n00,vocs_bathhouse_unveil_n00_jp,GEISHA,It appears that Masaru is enjoying himself at the public bathhouse.,据说真申在浴场玩得还挺开心。,勝は入浴を楽しんでるみたいね。
20,9,vocs_over_over_bathhouse_unveil_n01,vocs_bathhouse_unveil_n01_jp,NINJA,Hrm … bastard.,哼……小杂种。,くっ…野郎め。
20,9,vocs_over_over_bathhouse_unveil_n02,vocs_bathhouse_unveil_n02_jp,GEISHA,No doubt he will have protection. Let us observe his movements. We may find an opportunity to isolate him from his entourage.,他肯定带着保镖。最好先观察一下他的行动规律，然后找个机会让他和保镖分开。,護衛があるわけね。動きを注視しましょう。側近を彼から引き離せる機会を探すべきね。
20,9,vocs_over_over_bathhouse_unveil_n03,vocs_bathhouse_unveil_n03_jp,GEISHA,"After we take him, we must make a swift exit. I suggest we take the canal.",一旦抓到他必须迅速撤离。我建议走水路。,彼を捕獲したら、迅速に出ましょう。水路を使いましょう。
20,9,vocs_over_over_bathhouse_unveil_n04,vocs_bathhouse_unveil_n04_jp,NINJA,So let's go.,动手吧。,さぁ行こう。
20,10,vo_hint_hint_bathhouse_relax_n00,vo_bathhouse_relax_n00_jp,CIVILIAN M,Ahhh …,啊……,ああ…。
20,10,vo_hint_hint_bathhouse_relax_n01,vo_bathhouse_relax_n01_jp,CIVILIAN M,Mmm …,嗯……,うーむ…。
20,10,vo_hint_hint_bathhouse_relax_n02,vo_bathhouse_relax_n02_jp,CIVILIAN M,Hah …,哈……,はぁ…。
20,10,vo_hint_hint_bathhouse_relax_n03,vo_bathhouse_relax_n03_jp,CIVILIAN M,Hmm … sake?,喔哦……清酒？,うー…酒ですか？
20,10,vo_hint_hint_bathhouse_relax_n04,vo_bathhouse_relax_n04_jp,CIVILIAN M,Agh … ahhh …,啊……啊啊……,あー…あー。
20,10,vo_hint_hint_bathhouse_relax_n05,vo_bathhouse_relax_n05_jp,CIVILIAN M,Oh yes …,嗯，爽……,ふぅ、いい…。
20,10,vo_hint_hint_bathhouse_relax_n06,vo_bathhouse_relax_n06_jp,CIVILIAN M,Right there!,好酸爽！,いいのう！
20,10,vo_hint_hint_bathhouse_relax_n07,vo_bathhouse_relax_n07_jp,CIVILIAN M,Ooooh …,哦哦……,おお…。
20,11,vocs_over_over_bathhouse_rage_n00,vocs_bathhouse_rage_n00_jp,GEISHA,Very well. Let us proceed as planned.,好。继续按计划行动。,よし。計画通り行きましょう。
20,11,vocs_over_over_bathhouse_rage_n01,vocs_bathhouse_rage_n01_jp,NINJA,"How do you do it, huh? All that talking, bowing, smiling, after all that happened. ",你究竟是怎么做到的，嗯？发生了这种事，还能像往常一样和敌人谈笑风生。 ,どうしてそんな風に振る舞える？いつも通り話して、頭を下げて、笑って…あんなことがあった後だっていうのに。
20,11,vocs_over_over_bathhouse_rage_n01a,vocs_bathhouse_rage_n01a_jp,NINJA,"How do you do it, huh? How can you act like nothing happened?",你究竟是怎么做到的，嗯？一举一动就像什么都没发生过一样？,どうしてそんなことができる？何もおきないかのように振る舞える？
20,11,vocs_over_over_bathhouse_rage_n02,vocs_bathhouse_rage_n02_jp,GEISHA,"If a woman does not surround herself with walls, she dies. All women learn this. If we must feel, we must do so in secret.",女人必须把内心藏在层层高墙后面，否则必死无疑。所有女人都迟早会体会到这个道理。即使内心汹涌澎湃，也断不能将感情流露人前。,女は内面の壁に囲まれていなければ死ぬのよ。女は学ぶのよ。もし感情が高ぶっても、それは隠さないといけないの。
20,11,vocs_over_over_bathhouse_rage_n03,vocs_bathhouse_rage_n03_jp,NINJA,That's ... I want to kill that bastard Masaru and his father!,这些我……我只想把这个小杂种和他爹一块宰了！,そんな…俺は勝とその父の野郎どもを殺したい！
20,11,vocs_over_over_bathhouse_rage_n04,vocs_bathhouse_rage_n04_jp,GEISHA,"We cannot afford the luxury of rage, Hayato-san. Let my words be your walls. Reserve the cold hatred of revenge for when the time is right.",小不忍则乱大谋，隼人兄。听我一言，时候一到，此仇必报。,そんなおごりは今はできないはずよ、隼人さん。貴方の中に私の言葉を留めておいてください。復讐の念は時が来るまで持っていてください。
20,11,vocs_over_over_bathhouse_rage_n05,vocs_bathhouse_rage_n05_jp,NINJA,… damn … alright … I'll follow.,……该死……好吧……听你的。,…くそ…わかった…行くよ。
20,12,vocs_over_over_bathhouse_bathtubs1_n00,vocs_bathhouse_bathtubs1_n00_jp,NINJA,Huh … bathtubs.,嗯……有个澡盆。,ふっ…浴槽だ。
20,12,vocs_over_over_bathhouse_bathtubs1_n01,vocs_bathhouse_bathtubs1_n01_jp,GEISHA,This must be where he takes his bath.,肯定是他洗澡的地方。,これが彼の入る浴槽だわ。
20,12,vocs_over_over_bathhouse_bathtubs1_n02,vocs_bathhouse_bathtubs1_n02_jp,NINJA,Obviously. Where do they heat the water?,显然就是。烧水的地方在哪?,間違いないな。湯を沸かすのはどこだ？
20,13,vocs_over_over_bathhouse_hintbath_n00,vocs_bathhouse_hintbath_n00_jp,NINJA,Servant brings hot water.,有佣人负责添加热水。,使いが湯を持ってくる。
20,13,vocs_over_over_bathhouse_hintbath_n01,vocs_bathhouse_hintbath_n01_jp,GEISHA,Why not tamper with the fire. Bring the water close to boiling.,能不能煽煽火，把水烧得烫一点呢。,火力を強めるのはどうかしら。熱湯を持ってこさせるのよ。
20,13,vocs_over_over_bathhouse_hintbath_n02,vocs_bathhouse_hintbath_n02_jp,NINJA,Teh … good idea.,嗯……好主意。,へっ…いい考えだ。
20,14,vo_hint_hint_bathhouse_bathtubs2_n00,vo_bathhouse_bathtubs2_n00_jp,BROGUNSON,A bath! I need a bath!,洗澡！我要洗澡！,風呂だ、風呂に入りたい！
20,15,vo_hint_hint_bathhouse_hotwater1_n00,vo_bathhouse_hotwater1_n00_jp,BROGUNSON,"Ahh, almost perfect. Servant? More hot water!",啊……水温还差一点。来人，加热水！,ああ、もっとだ。もっと熱い湯を持って来ぬか？
20,16,vo_hint_hint_bathhouse_hotwater2_n00,vo_bathhouse_hotwater2_n00_jp,BROGUNSON,"Aah! Hot hot hot, too hot! Aah! Aaaaah!",啊！烫烫烫，烫死我啦！啊！啊啊啊！,あ゛あ゛！熱い熱い熱すぎる！あ゛あ゛！あああああ！
20,17,vo_hint_hint_bathhouse_cooling_n00,vo_bathhouse_cooling_n00_jp,BROGUNSON,"Ahh, ahh … ",啊……啊…… ,あー、あー… 。
20,18,vocs_over_over_bathhouse_massage1_n00,vocs_bathhouse_massage1_n00_jp,NINJA,"Hmm, the massage area.",嗯……是按摩院。,ふーむ、按摩の場所だ。
20,18,vocs_over_over_bathhouse_massage1_n01,vocs_bathhouse_massage1_n01_jp,GEISHA,This must be where he gets his massage.,这里就是他做按摩的地方。,ここで彼は按摩を受けるわ。
20,18,vocs_over_over_bathhouse_massage1_n02,vocs_bathhouse_massage1_n02_jp,NINJA,"Hmm, who's giving the massage?",嗯，给他做按摩的是哪个？,うーむ、按摩は誰がやるんだろうなぁ？
20,19,vocs_over_over_bathhouse_hintmassage_n00,vocs_bathhouse_hintmassage_n00_jp,NINJA,Hrm … always the same masseur.,嗯……他好像有个专用按摩师。,ふーん…いつも同じ按摩師がやるようだな。
20,19,vocs_over_over_bathhouse_hintmassage_n01,vocs_bathhouse_hintmassage_n01_jp,GEISHA,What would happen if the masseur does not come.,假如按摩师不来他会怎样。,もし仮に、按摩師が来なかったらどうでしょうね。
20,19,vocs_over_over_bathhouse_hintmassage_n02,vocs_bathhouse_hintmassage_n02_jp,NINJA,Hmm … could be interesting.,嗯……可以试试。,うーむ…面白いな。
20,20,vo_hint_hint_bathhouse_massage2_n00,vo_bathhouse_massage2_n00_jp,BROGUNSON,"Ugh, I want a massage, now!",呃，我要按摩了！,うー、余は按摩を受けたいぞ。
20,21,vo_hint_hint_bathhouse_masseur1_n00,vo_bathhouse_masseur1_n00_jp,BROGUNSON,"Hmm, yes. Masseur! Get to work.",嗯，对了。按摩师！交给你了。,うむ、そうだ。按摩師！仕事を頼む。
20,22,vo_hint_hint_bathhouse_masseur2_n00,vo_bathhouse_masseur2_n00_jp,BROGUNSON,He's keeping me waiting. Does he not know who I am? Find him!,竟敢让我等。他不知道我是谁吗？快给我找出来！,いつまで待たせる気だ。余が誰なのかわからんのか。探せ！
20,23,vo_hint_hint_bathhouse_masseur3_n00,vo_bathhouse_masseur3_n00_jp,BROGUNSON,There you are …,爽啊……,来たか…。
20,23,vo_hint_hint_bathhouse_masseur3_n01,vo_bathhouse_masseur3_n01_jp,BROGUNSON,"Ohh, yes.",哦，舒服。,おお、いいぞ。
20,23,vo_hint_hint_bathhouse_masseur3_n02,vo_bathhouse_masseur3_n02_jp,BROGUNSON,Uhhh … not so hard …,唔……小点劲……,うう…そんなに強くするな…。
20,23,vo_hint_hint_bathhouse_masseur3_n03,vo_bathhouse_masseur3_n03_jp,BROGUNSON,Ahh ... that's the spot.,啊……就是那里。,ああ…そこだ。
20,23,vo_hint_hint_bathhouse_masseur3_n04,vo_bathhouse_masseur3_n04_jp,BROGUNSON,That's enough. You can leave.,可以了。你退下吧。,十分だもういい。
20,24,vocs_over_over_bathhouse_kidnapping_n00,vocs_bathhouse_kidnapping_n00_jp,NINJA,We've got him!,得手了！,やったぞ！
20,24,vocs_over_over_bathhouse_kidnapping_n01,vocs_bathhouse_kidnapping_n01_jp,GEISHA,We have him.,抓到他了！,捕らえたわ。
20,24,vocs_over_over_bathhouse_kidnapping_n02,vocs_bathhouse_kidnapping_n02_jp,GEISHA,"Quickly, to the boat with him!",快，带他到船上！,すぐに、彼を連れてボートへ。
20,24,vocs_over_over_bathhouse_kidnapping_n03,vocs_bathhouse_kidnapping_n03_jp,NINJA,I'm on my way!,马上就到！,とりかかるよ。
20,25,vocs_over_over_bathhouse_debriefing_n00,vocs_bathhouse_debriefing_n00_jp,NINJA,Alright then.,这下总算好了。,これでいいだろ。
20,25,vocs_over_over_bathhouse_debriefing_n01,vocs_bathhouse_debriefing_n01_jp,GEISHA,"How is your temper, Hayato-san? Must I still fear for the safety of our hostage?",心情好些了吗，隼人兄？我还需要担心这位人质性命不保么？,気分はどう、隼人さん？人質の安全にはまだ注意した方がいいかしら？
20,25,vocs_over_over_bathhouse_debriefing_n02,vocs_bathhouse_debriefing_n02_jp,NINJA,Teh … don't think so ... he's worth more alive.,嗯……不必担心……他的小命还有点用。,へっ…その心配はいらない…生きていてくれないとな。
20,25,vocs_over_over_bathhouse_debriefing_n03,vocs_bathhouse_debriefing_n03_jp,GEISHA,"You did well, Hayato-san.",那就好，隼人兄。,よかったわ、隼人さん。
20,25,vocs_over_over_bathhouse_debriefing_n04,vocs_bathhouse_debriefing_n04_jp,NINJA,Yes … you too.,啊…彼此彼此。,ああ…あんたもな。
20,25,vocs_over_over_bathhouse_debriefing_n05,vocs_bathhouse_debriefing_n05_jp,GEISHA,Let us head to the safe house. Yuki and Takuma should be ready by now.,回藏身处吧。友希和琢磨应该也该准备妥当了。,隠れ家へと行きましょう。雪ちゃんと巧磨さんの準備はできているはずだわ。
