5,2,11		"CUTSCENE
CONTEXT DIALOG
WORLD"				"NINJA
vocs_over_over_	_n08	vocs_over_over_convoy_trapper_n08	omuk		Mo	TRAPPER	cunning		You saw my little trap, right? I could help you. If you send me away, I'll just try on my own again.	22	你也看到我的小陷阱了，对吧？我能帮上忙。你要是打发我走，我就继续单干。	1																							
vocs_over_over_	_n09	vocs_over_over_convoy_trapper_n09	omuk		Mo	NINJA	"tense, then
giving in"	briefly hesitates, then and puts away his sword	… I don't have time for this ... Fine, you can come along. But you do exactly what I tell you, got it?	23	…ugh, I don't have time for this. Fine, you can come along. But you do exactly what I tell you—got it?	21																							
vocs_over_over_	_n10	vocs_over_over_convoy_trapper_n10	omuk		Mo	TRAPPER	playful		Hai, sensei!	2	是，师傅！	1																							
vocs_over_over_	_n11	vocs_over_over_convoy_trapper_n11	omuk		Mo	NINJA	annoyed		… don't call me that.	5	……我不是你师傅。	1																							
																																			
CARRY TRA									Yuki tries to move a corpse, which is a slow and tedious affair		Yuki tries to move a corpse, which is a slow and tedious affair																								
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE																							
vocs_over_over_	_n00	vocs_over_over_convoy_carrytra_n00	omuk		Mo	TRAPPER	exhausted	groan	Uhh …	2	呃……	1																							
vocs_over_over_	_n01	vocs_over_over_convoy_carrytra_n01	omuk		Mo	NINJA	amused		Teh … need help with that?	6	嘿……需要帮忙吗？	1																							
vocs_over_over_	_n02	vocs_over_over_convoy_carrytra_n02	omuk		Mo	TRAPPER	stubborn		I'm fine, thank you.	4	我自己能搞定，谢谢。	1																							
																																			
CARRY NIN									Hayato has just stashed a corpse inside a bush. Carrying corpses is much easier vor him, so Hayato is a little jealous.		Hayato has just stashed a corpse inside a bush. Carrying corpses is much easier vor him, so Hayato is a little jealous.																								
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE																							
vocs_over_over_	_n00	vocs_over_over_convoy_carrynin_n00	omuk		Mo	NINJA	business as usual		There we go.	3	开始行动。	1																							
vocs_over_over_	_n01	vocs_over_over_convoy_carrynin_n01	omuk		Mo	TRAPPER	a little jealous		Looks so easy for you.	5	对你来说简直易如反掌啊。	1																							
vocs_over_over_	_n02	vocs_over_over_convoy_carrynin_n02	omuk		Mo	NINJA	smug		That's because I'm a grownup.	5	因为我是大人。	1																							
																																			
USE TRAP									There's a group of guards around the corner. The situation is more suited to Yuki's abilities than Hayato's		There's a group of guards around the corner. The situation is more suited to Yuki's abilities than Hayato's																								
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE																							
vocs_over_over_	_n00	vocs_over_over_convoy_usetrap_n00	omuk		Mo	NINJA	tense	Hayato first	Tight spot. This could get messy.	6	处境不妙啊。事情变得麻烦了。	1																							
vocs_over_over_	_n01	vocs_over_over_convoy_usetrap_n01	omuk		Mo	TRAPPER	cautious		Wait. I'll just call them with my bird's voice. They like that.	12	等等！我能用鸟声引诱他们！他们喜欢那声音！	1																							
																																			
TRAP KILL									A guard has just been killed by a trap that Yuki has set up beforehand.		A guard has just been killed by a trap that Yuki has set up beforehand.																								
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE																							
vocs_over_over_	_n00	vocs_over_over_convoy_trapkill_n00	omuk		Mo	TRAPPER	happy		See? It works!	3	看到没？成功啦！	1																							
vocs_over_over_	_n01	vocs_over_over_convoy_trapkill_n01	omuk		Mo	NINJA	genuinly impressed		Not bad. Who made you that trap?	7	还行。那陷阱谁给你做的？	1																							
vocs_over_over_	_n02	vocs_over_over_convoy_trapkill_n02	omuk		Mo	TRAPPER	proud		No one! I built it myself!	6	没人给我做！我自己做的！	1																							
vocs_over_over_	_n03	vocs_over_over_convoy_trapkill_n03	omuk		Mo	NINJA	yeah right		Sure you did.	3	我猜也是你做的。	1																							
																																			
SHURIKEN									Hayato has just killed someone with a well aimed shuriken.		Hayato has just killed someone with a well aimed shuriken.																								
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE																							
vocs_over_over_	_n00	vocs_over_over_convoy_shuriken_n00	omuk		Mo	TRAPPER	excited		Ooh, shuriken! Can I have one?	6	哦，手里剑！能给我一个吗？	1																							
vocs_over_over_	_n01	vocs_over_over_convoy_shuriken_n01	omuk		Mo	NINJA	amused		Definitely not.	2	免谈。	1																							
vocs_over_over_	_n02	vocs_over_over_convoy_shuriken_n02	omuk		Mo	TRAPPER	disappointed		Why not?	2	为啥不行？	1																							
vocs_over_over_	_n03	vocs_over_over_convoy_shuriken_n03	omuk		Mo	NINJA	amused		Teh …	2	哈……	1																							
vocs_over_over_	_n03a	vocs_over_over_convoy_shuriken_n03a	omuk		Mo	NINJA	amused	ALTERNATIVE1	No spares.	2	就这一枚。	1																							
vocs_over_over_	_n03b	vocs_over_over_convoy_shuriken_n03b	omuk		Mo	NINJA	amused	ALTERNATIVE2	Because not.	2	因为不行。	1																							
																																			
KNIFED									Yuki is killing someone with her knife.		Yuki is killing someone with her knife.																								
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE																							
vocs_over_over_	_n00	vocs_over_over_convoy_knifed_n00	omuk		Mo	NINJA	surprised		You're quick with that knife.	5	你匕首玩的挺溜啊。	1																							
vocs_over_over_	_n01	vocs_over_over_convoy_knifed_n01	omuk		Mo	TRAPPER	happy		Thank you, sensei!	3	谢谢师傅夸奖！	1																							
vocs_over_over_	_n02	vocs_over_over_convoy_knifed_n02	omuk		Mo	NINJA	slightly annoyed		I told you: Don't call me that.	7	我说过：我不是你师傅。	1																							
																																			
JUMPS									As they get to higher ground, the team notices that they can move through the convoy by jumping from wagon to wagon.		As they get to higher ground, the team notices that they can move through the convoy by jumping from wagon to wagon.																								
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE																							
vocs_over_over_	_n00	vocs_over_over_convoy_jumps_n00	omuk		Mo	NINJA	practical	Hayato first	More wagons this way …	5	这条路上马车真多……	1																							
vocs_over_over_	_n01	vocs_over_over_convoy_jumps_n01	omuk		Mo	TRAPPER	focussed		Lazy wagons. No one looks up there. Let's jump on top!	11	慢吞吞的马车。没人看上面。咱们跳上车吧！	1																							
vocs_over_over_	_n02	vocs_over_over_convoy_jumps_n02	omuk		Mo	NINJA	agrees		Not a bad idea, actually.	5	说实话你这主意还不错。	1																							
																																			
VERTICAL									As he is making some daring jumping, Hayato is surpised that Yuki can easily keep up with him.		As he is making some daring jumping, Hayato is surpised that Yuki can easily keep up with him.																								
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE																							
vocs_over_over_	_n00	vocs_over_over_convoy_vertical_n00	omuk		Mo	TRAPPER	joyful	jumping noise	Hep.	1	嘿。	1																							
vocs_over_over_	_n01	vocs_over_over_convoy_vertical_n01	omuk		Mo	NINJA	slightly surprised		Good balance. Who taught you?	5	平衡能力不错。谁教你的？	1																							
vocs_over_over_	_n02	vocs_over_over_convoy_vertical_n02	omuk		Mo	TRAPPER	cocky		Alley cats.	2	巷子里的猫。	1																							
vocs_over_over_	_n03	vocs_over_over_convoy_vertical_n03	omuk		Mo	NINJA	amused		Teh ... Alley cats!	4	哈……巷子里的猫。	1																							
																																			
ROCK									The team discovers a lose outcrop of rock that can be dropped on an enemy.		The team discovers a lose outcrop of rock that can be dropped on an enemy.																								
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE																							
vocs_over_over_	_n00	vocs_over_over_convoy_rock_n00	omuk		Mo	NINJA	curious		See that large rock on the cliff? What does it tell you?	12	看到悬崖上的那块巨石没？知道那是啥意思吗？	1																							
vocs_over_over_	_n01	vocs_over_over_convoy_rock_n01	omuk		Mo	TRAPPER	focussed		Hm, beautiful stone. Likes to lean over the edge. Maybe she's waiting for someone below.	15	嗯，真是块美人石。已经摇摇欲坠了。没准她在等下面的人呢。	1																							
vocs_over_over_	_n02	vocs_over_over_convoy_rock_n02	omuk		Mo	NINJA	agrees		My thoughts exactly.	3	和我想法一样。	1																							
vocs_over_over_	_n02a	vocs_over_over_convoy_rock_n02a	omuk		Mo	NINJA	agrees	has to process her crazy talk	Eh … not the word's I'd choose, but good in theory.	11	呃……虽然我不会那样说，但理论上可行。	1																							
																																			
WAGON									The team discovers a wagon standing on a slope. It can be let loose so it crushes an enemy.		The team discovers a wagon standing on a slope. It can be let loose so it crushes an enemy.																								
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE																							
vocs_over_over_	_n00	vocs_over_over_convoy_wagon_n00	omuk		Mo	NINJA	curious	Hayato first	You see the wagon there? The one with the cannons?	10	你看到那边的马车没？装火炮的那辆？	1																							
vocs_over_over_	_n01	vocs_over_over_convoy_wagon_n01	omuk		Mo	TRAPPER	focussed		Oh, the wagon's wheels are blocked! He wants to be free!	11	哦，那马车的轮子被挡住了！它想要自由！	1																							
vocs_over_over_	_n02	vocs_over_over_convoy_wagon_n02	omuk		Mo	NINJA	agrees		Then we should remove those brakes.	6	那我们就该把那些刹车移走。	1																							
vocs_over_over_	_n02a	vocs_over_over_convoy_wagon_n02a	omuk		Mo	NINJA	agrees	has to process her crazy talk	"Uhuh … well, if we ""free"" it at the right time, it could work out for us."	17	"啊……好吧，要是我们看准时机""放""它走，它还能帮上忙呢。"	1																							
																																			
OXEN									Hayato notices an officer standing close to a drinking ox. If he throws a stone at the ox, it will run wild and kill the officer.		Hayato notices an officer standing close to a drinking ox. If he throws a stone at the ox, it will run wild and kill the officer.																								
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE																							
vocs_over_over_	_n00	vocs_over_over_convoy_oxen_n00	omuk		Mo	NINJA	smug		Oxen … dangerous if provoked. Why not make use of that ...	12	公牛……被激怒的话很危险。没准可以利用一下……	1																							
vocs_over_over_	_n01	vocs_over_over_convoy_oxen_n01	omuk		Mo	TRAPPER	doesn't get it		Don't hurt him!	3	别伤害他！	1																							
vocs_over_over_	_n02	vocs_over_over_convoy_oxen_n02	omuk		Mo	NINJA	smug		The ox? No, he just needs a little poke.	9	公牛？不会的，只是稍微刺激他一下。	1																							
																																			
MONK									The team notices a monk being with the convoy.		The team notices a monk being with the convoy.																								
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE																							
vocs_over_over_	_n00	vocs_over_over_convoy_monk_n00	omuk		Mo	TRAPPER	fascinated	Yuki first	Strange man with bright clothes ...	6	那人好奇怪，衣服还那么亮……	1																							
vocs_over_over_	_n01	vocs_over_over_convoy_monk_n01	omuk		Mo	NINJA	wondering		Huh … yellow robes … why did they take a monk with them?	13	呃……黄色长袍……他们为啥还带着位和尚？	1																							
vocs_over_over_	_n02	vocs_over_over_convoy_monk_n02	omuk		Mo	TRAPPER	doesn't get it		Maybe he's praying for safe travel?	6	也许他是为了祈祷旅途平安？	1																							
vocs_over_over_	_n03	vocs_over_over_convoy_monk_n03	omuk		Mo	NINJA	smug		Well, he's not doing a good job then.	8	好吧，那他绝对是在干坏事。	1																							
																																			
WORK									The team hears a pair of civilians talk.		The team hears a pair of civilians talk.																								
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE																							
vo_hint_hint_	_n00	vo_hint_hint_convoy_work_n00	omuk		Mo	CIVILIAN M	meek		The men are working hard. I hope we can move soon.	11	人们正在努力修桥。希望车队很快就能走了。	1																							
vo_hint_hint_	_n01	vo_hint_hint_convoy_work_n01	omuk		Mo	CIVILIAN F	tired	different voice	The journey was rough, some rest'll do us good.	9	旅途劳累，小憩片刻还是不错的。	1																							
																																			
DRUNK1									The team encounters a drunken guard and a servant.		The team encounters a drunken guard and a servant.																								
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE																							
vo_hint_hint_	_n00	vo_hint_hint_convoy_drunk1_n00	omuk			ENEMY	grumpy	spectacularly drunk	... more sake …	4	……再来点清酒……	1																							
vo_hint_hint_	_n01	vo_hint_hint_convoy_drunk1_n01	omuk			CIVILIAN F	pleading		I beg you, stop. Your behaviour is disgraceful.	8	求求你，住手。你的行为太可耻了。	1																							
vo_hint_hint_	_n02	vo_hint_hint_convoy_drunk1_n02	omuk			ENEMY	very grumpy		… More sake!	3	……再来点清酒！	1																							
																																			
DRUNK2									Drunken guards are sleeping.		Drunken guards are sleeping.																								
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE																							
vo_hint_hint_	_n00	vo_hint_hint_convoy_drunk2_n00	omuk			ENEMY	drunken sleep	(sound) snoring		0		0																							
vo_hint_hint_	_n01	vo_hint_hint_convoy_drunk2_n01	omuk			STATIC	drunken sleep	(sound) snoring		0		0																							
vo_hint_hint_	_n02	vo_hint_hint_convoy_drunk2_n02	omuk			ENEMY	drunken sleep	(sound) snoring		0		0																							
vo_hint_hint_	_n03	vo_hint_hint_convoy_drunk2_n03	omuk			STATIC	drunken sleep	(sound) snoring		0		0																							
vo_hint_hint_	_n04	vo_hint_hint_convoy_drunk2_n04	omuk			ENEMY	drunken sleep	(sound) snoring		0		0																							
vo_hint_hint_	_n05	vo_hint_hint_convoy_drunk2_n05	omuk			STATIC	drunken sleep	(sound) snoring		0		0																							
vo_hint_hint_	_n06	vo_hint_hint_convoy_drunk2_n06	omuk			ENEMY	drunken sleep		Mmmm …	2	嗯……	1																							
vo_hint_hint_	_n07	vo_hint_hint_convoy_drunk2_n07	omuk			STATIC	drunken sleep		Mmmm …	2	嗯……	1																							
																																			
NERVOUS									The team hears a pair of guards talk.		The team hears a pair of guards talk.																								
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE																							
vo_hint_hint_	_n00	vo_hint_hint_convoy_nervous_n00	omuk		Mo	ENEMY	worried		How much longer must we wait? This place makes me nervous.	11	我们还得等多久？这地方弄得我很紧张。	1																							
vo_hint_hint_	_n01	vo_hint_hint_convoy_nervous_n01	omuk		Mo	STATIC	relaxed		Calm down. Kage-sama has paid off the local bandits. No one will attack us.	14	冷静点儿。影大人已经向当地土匪付过钱了。没人会袭击我们。	1																							
																																			
OFFICER1									An officer is annoyed by how slow the bridge is being repaired.		An officer is annoyed by how slow the bridge is being repaired.																								
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE																							
vo_hint_hint_	_n00	vo_hint_hint_convoy_officer1_n00	omuk		Mo	OFFICER	grumpy		This is going too slow.	5	这进度太慢了。	1																							
vo_hint_hint_	_n01	vo_hint_hint_convoy_officer1_n01	omuk		Mo	OFFICER	grumpy		We are losing time.	4	我们快没时间了。	1																							
vo_hint_hint_	_n02	vo_hint_hint_convoy_officer1_n02	omuk		Mo	OFFICER	grumpy		Lazy peasants.	2	那些农民真懒。	1																							
vo_hint_hint_	_n03	vo_hint_hint_convoy_officer1_n03	omuk		Mo	OFFICER	grumpy		Just my luck.	3	真倒霉。	1																							
vo_hint_hint_	_n04	vo_hint_hint_convoy_officer1_n04	omuk		Mo	OFFICER	grumpy	stands next to an ox	Keep drinking, you stupid ox.	5	让你一次喝个够，你这头蠢牛。	1																							
vo_hint_hint_	_n05	vo_hint_hint_convoy_officer1_n05	omuk		Mo	OFFICER	grumpy		Our lord won't be pleased.	5	大人肯定生气了。	1																							
																																			
OFFICER1									The team has killed 1 of 4 officers (mission objective).		The team has killed 1 of 4 officers (mission objective).																								
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE																							
vocs_over_over_	_n00	vocs_over_over_convoy_officer1_n00	omuk		Mo	NINJA	focussed	Hayato first	One down.	2	干掉一个。	1																							
vocs_over_over_	_n01	vocs_over_over_convoy_officer1_n01	omuk		Mo	TRAPPER	focussed	Yuki first	One flag down.	3	一面旗子倒下了。	1																							
																																			
OFFICER2									"An officer is making rounds, talking to the convoy guards.
(use for both officers in this area?)"		"An officer is making rounds, talking to the convoy guards.
(use for both officers in this area?)"																								
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE																							
vo_hint_hint_	_n00	vo_hint_hint_convoy_officer2_n00	omuk		Mo	OFFICER	dutyful		Watch the cliffs.	3	注意悬崖上面。	1																							
vo_hint_hint_	_n01	vo_hint_hint_convoy_officer2_n01	omuk		Mo	OFFICER	dutyful		Don't lose focus.	3	别走神。	1																							
vo_hint_hint_	_n02	vo_hint_hint_convoy_officer2_n02	omuk		Mo	OFFICER	dutyful		Keep sharp.	2	眼睛睁大点。	1																							
vo_hint_hint_	_n03	vo_hint_hint_convoy_officer2_n03	omuk		Mo	OFFICER	dutyful		No one must touch these wagons.	6	不要让任何人接近这些马车。	1																							
vo_hint_hint_	_n04	vo_hint_hint_convoy_officer2_n04	omuk		Mo	OFFICER	dutyful	stands next to an ox	Just keep an eye on the peasants.	7	盯紧这些农民。	1																							
																																			
OFFICER2									The team has killed 2 of 4 officers (mission objective).		The team has killed 2 of 4 officers (mission objective).																								
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE																							
vocs_over_over_	_n00	vocs_over_over_convoy_officer2_n00	omuk		Mo	NINJA	focussed	Hayato first	Two down.	2	干掉两个了。	1																							
vocs_over_over_	_n01	vocs_over_over_convoy_officer2_n01	omuk		Mo	TRAPPER	focussed	Yuki first	Two flags down.	3	两面旗子倒下了。	1																							
																																			
OFFICER3									A guard informs an officer on the progress with the bridge repair.		A guard informs an officer on the progress with the bridge repair.																								
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE																							
vo_hint_hint_	_n00	vo_hint_hint_convoy_officer3_n00	omuk		Mo	OFFICER	annoyed		Are they done yet?	4	他们还没搞定吗？	1																							
vo_hint_hint_	_n01	vo_hint_hint_convoy_officer3_n01	omuk		Mo	OFFICER	annoyed		Any news?	2	有消息吗？	1																							
vo_hint_hint_	_n02	vo_hint_hint_convoy_officer3_n02	omuk		Mo	OFFICER	annoyed		What is taking so long?	5	怎么花这么长时间？	1																							
vo_hint_hint_	_n03	vo_hint_hint_convoy_officer3_n03	omuk		Mo	OFFICER	annoyed		What now?	2	现在啥情况？	1																							
vo_hint_hint_	_n04	vo_hint_hint_convoy_officer3_n04	omuk		Mo	OFFICER	annoyed		Is the wagon still stuck?	5	马车还被卡着吗？	1																							
vo_hint_hint_	_n05	vo_hint_hint_convoy_officer3_n05	omuk		Mo	OFFICER	annoyed		Tell me.	2	告诉我。	1																							
																																			
OFFICER3									The team has killed 3 of 4 officers (mission objective).		The team has killed 3 of 4 officers (mission objective).																								
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE																							
vocs_over_over_	_n00	vocs_over_over_convoy_officer3_n00	omuk		Mo	TRAPPER	focussed		Three down, haha.	3	干掉三个了，哈哈。	1																							
vocs_over_over_	_n01	vocs_over_over_convoy_officer3_n01	omuk		Mo	NINJA	suspicious		Aren't you a bit too good at this?	8	这事你咋干得这么熟练？	1																							
vocs_over_over_	_n02	vocs_over_over_convoy_officer3_n02	omuk		Mo	TRAPPER	unsure		What do you mean?	4	你什么意思?	1																							
vocs_over_over_	_n03	vocs_over_over_convoy_officer3_n03	omuk		Mo	NINJA	dismissive		Never mind. One to go.	5	没什么。还差一个。	1																							
																																			
OFFICER4									An officer orders sake from a servant.		An officer orders sake from a servant.																								
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE																							
vo_hint_hint_	_n00	vo_hint_hint_convoy_officer4_n00	omuk		Mo	OFFICER	direct		Sake.	1	上酒。	1																							
vo_hint_hint_	_n01	vo_hint_hint_convoy_officer4_n01	omuk		Mo	CIVILIAN F	subservient		Hai!	1	是！	1																							
vo_hint_hint_	_n02	vo_hint_hint_convoy_officer4_n02	omuk		Mo	OFFICER	relaxing	drinks sake	Hmm.	1	嗯。	1																							
																																			
OFFICER4									The team has killed 4 of 4 officers (mission objective).		The team has killed 4 of 4 officers (mission objective).																								
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE																							
vocs_over_over_	_n00	vocs_over_over_convoy_officer4_n00	omuk		Mo	NINJA	focussed	Hayato first	Four down.	2	干掉四个了。	1																							
vocs_over_over_	_n01	vocs_over_over_convoy_officer4_n01	omuk		Mo	TRAPPER	yearning	Yuki first	Four flags. What now?	4	四面旗子。接下来干啥？	1																							
vocs_over_over_	_n02	vocs_over_over_convoy_officer4_n02	omuk		Mo	NINJA	focussed		Now we have to signal Mugen at the statue.	9	现在我们去雕像那给无限发信号。	1																							
vocs_over_over_	_n03	vocs_over_over_convoy_officer4_n03	omuk		Mo	TRAPPER	slightly alarmed		Who's Mugen?	2	谁是无限？	1																							
vocs_over_over_	_n04	vocs_over_over_convoy_officer4_n04	omuk		Mo	NINJA	smug		Wait and see.	3	到时候你就知道了。	1																							
																																			
OFFICER5									An officer mocks a wayshrine at the road.		An officer mocks a wayshrine at the road.																								
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE																							
vo_hint_hint_	_n00	vo_hint_hint_convoy_officer5_n00	omuk		Mo	OFFICER	smug		Tehehe.	1	呵呵呵。	1																							
vo_hint_hint_	_n01	vo_hint_hint_convoy_officer5_n01	omuk		Mo	OFFICER	smug		What are you looking at?	5	你在看什么呢？	1																							
vo_hint_hint_	_n02	vo_hint_hint_convoy_officer5_n02	omuk		Mo	OFFICER	smug	mock salute	Attention!	1	立正！	1																							
