5,2,11		"CUTSCENE
CONTEXT
WORLD"				"NINJA
TRAPPER
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
						TITLECARD			Nearby		附近	1																					
vocs_over_over_	_n00	vocs_over_over_monastery2_briefing_n00				TRAPPER	desperate	cam to Yuki cage	No … they took Aiko-san away … where did they take her?	12	不好……他们把爱子姐带走了……要带她去哪？	1																					
vocs_over_over_	_n01	vocs_over_over_monastery2_briefing_n01				ALCHEMIST	serious	cam to Takuma cage	Such is the extent of his treachery. What will he do to the Shogun's son …	16	没想到做到如此地步。他到底想对将军的儿子做什么……	1																					
vocs_over_over_	_n02	vocs_over_over_monastery2_briefing_n02				NINJA	defiant	cam to Hayato cage	… Mugen … don't you dare die now. I have to get out … damn it … DAMN IT!	19	……无限……千万别死。我必须出去……该死……畜生！	1																					
											4																						
NIN HINT1									Hayato tries to think up an escape plan.		Hayato tries to think up an escape plan.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_ninhint1_n00				NINJA	frustrated		Walls are too slick to climb … damn!	8	石壁太滑爬不上去……该死！	1																					
																																	
NIN HINT2									Hayato tries to think up an escape plan.		Hayato tries to think up an escape plan.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_ninhint2_n00				NINJA	frustrated		Guard looks nervous. Could provoke him … 	8	守卫看起来很紧张。可以适当刺激他一下……  	3																					
																																	
NIN HINT3									Hayato tries to think up an escape plan.		Hayato tries to think up an escape plan.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_ninhint3_n00				NINJA	frustrated		There's places to hide here. That has to be good for something!	12	牢里有能藏身的地方。可以利用一下！	1																					
																																	
TRA HINT1									Yuki tries to think up an escape plan.		Yuki tries to think up an escape plan.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_trahint1_n00				TRAPPER	desperate		There's a ledge below … no, you can't get out. Stupid!	11	下面有个平台……不行，得先想办法出笼子。笨蛋！	1																					
																																	
TRA HINT2									Yuki tries to think up an escape plan.		Yuki tries to think up an escape plan.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_trahint2_n00				TRAPPER	desperate		Take back rat's tooth from that samurai! No, have to get out first, stupid!	14	要把“鼠牙”从武士那里拿回来！不行，得先想办法出笼子。笨蛋！	1																					
																																	
TRA HINT3									Yuki tries to think up an escape plan.		Yuki tries to think up an escape plan.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_trahint3_n00				TRAPPER	anxious		The samurai has evil eyes. They don't like empty cages.	10	武士的眼睛很贼。笼子空了肯定会被他发现。	1																					
																																	
ALC HINT1									Takuma tries to think up an escape plan.		Takuma tries to think up an escape plan.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_alchint1_n00				ALCHEMIST	tired		I have my cane. I have my leg. Both no use without ammunition.	13	木腿在，手杖也在，但没有弹药也无济于事。	1																					
																																	
ALC HINT2									Takuma tries to think up an escape plan.		Takuma tries to think up an escape plan.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_alchint2_n00				ALCHEMIST	tired		Hmm, I wonder where Kuma is now.	7	嗯，不知道小熊现在在哪。	1																					
																																	
ALC HINT3									Takuma tries to think up an escape plan.		Takuma tries to think up an escape plan.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_alchint3_n00				ALCHEMIST	tired		I could help them both, had I anything to load my rifle with.	13	我能帮他俩逃脱，只要枪里有子弹就行。	1																					
																																	
OVERSEER									The overseer partrols through the prison and periodically checks the cells of Hayato, Takuma and Yuki.		The overseer partrols through the prison and periodically checks the cells of Hayato, Takuma and Yuki.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vo_hint_hint_	_n00	vo_hint_hint_monastery2_overseer_n00				SAMURAI	contempt	to Hayato	Look at you … Shinobi filth.	6	看啊……肮脏的忍者。	1																					
vo_hint_hint_	_n01	vo_hint_hint_monastery2_overseer_n01				SAMURAI	contempt	to Hayato	You're nothing without your weapons.	5	没有武器你什么也干不了。	1																					
vo_hint_hint_	_n02	vo_hint_hint_monastery2_overseer_n02				SAMURAI	contempt	to Hayato	You stay right where I can see you.	8	待在我能看见的地方。	1																					
vo_hint_hint_	_n03	vo_hint_hint_monastery2_overseer_n03				SAMURAI	contempt	to Takuma	Still clinging to life, are we?	6	还在垂死挣扎呢，啊？	1																					
vo_hint_hint_	_n04	vo_hint_hint_monastery2_overseer_n04				SAMURAI	contempt	to Takuma	You will die in here, old fool.	7	你早晚死在这里，老傻帽。	1																					
vo_hint_hint_	_n05	vo_hint_hint_monastery2_overseer_n05				SAMURAI	contempt	to Takuma	None of your friends can reach you here.	8	你的朋友都过不来的。	1																					
vo_hint_hint_	_n06	vo_hint_hint_monastery2_overseer_n06				SAMURAI	contempt	to Yuki	Not so clever now, are we?	6	你不是很会耍小聪明吗，来啊？	1																					
vo_hint_hint_	_n07	vo_hint_hint_monastery2_overseer_n07				SAMURAI	contempt	to Yuki	Murdering child … you are despicable.	6	小小年纪就学着杀人……真是贱。	1																					
vo_hint_hint_	_n08	vo_hint_hint_monastery2_overseer_n08				SAMURAI	contempt	to Yuki	Your little dagger is mine now.	6	你那把小刀我就收下了。	1																					
																																	
PELLETS									Takuma calls Kuma. The pet arrives shortly after, with a bag of pellets in its jaws.		Takuma calls Kuma. The pet arrives shortly after, with a bag of pellets in its jaws.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_pellets_n00				TANUKI		tanuki sound	Meep!		咪!	1																					
vocs_over_over_	_n01	vocs_over_over_monastery2_pellets_n01				ALCHEMIST	excited		Kuma! Hehe, you came! And what's that in your mouth?	10	小熊！嘿嘿，你来了！你嘴里衔的是什么？	1																					
vocs_over_over_	_n01a	vocs_over_over_monastery2_pellets_n01a				ALCHEMIST	excited		Kuma! Hehe, you came! And what did you throw me just now?	12	小熊！嘿嘿，你来了！你刚刚扔给我的是什么？	1																					
vocs_over_over_	_n02	vocs_over_over_monastery2_pellets_n02				TANUKI		happy tanuki sound	Meep!		咪!	1																					
vocs_over_over_	_n03	vocs_over_over_monastery2_pellets_n03				ALCHEMIST	delighted		A bag of ammunition. My thanks. Maybe there's still hope left.	11	原来是弹药包，非常感谢。真是雪中送炭啊。	1																					
																																	
VINE SHOT									Takuma shoots free the vine that lets Hayato escape from his cage.		Takuma shoots free the vine that lets Hayato escape from his cage.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_vineshot_n00				NINJA	excited	talks to himself	What the … no idea how he did that, but I'll take it.	13	什么情况……虽然不知道是怎么做到的，总之谢谢了。	1																					
																																	
CAGE SHOT									Takuma shoots down Yuki's cage. She crashes into the ledge below her and escapes.		Takuma shoots down Yuki's cage. She crashes into the ledge below her and escapes.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_cageshot_n00				TRAPPER	excited	whispered	Ah! … Thank you, Takuma-sensei!	5	啊！……谢谢，琢磨师父！	1																					
																																	
KNIFE									Yuki steals her knife back from the overseer		Yuki steals her knife back from the overseer																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_knife_n00				TRAPPER	excited		Yes! Fast and sharp, just like me!	7	我的小刀，灵活又锋利，就像我一样！	1																					
																																	
ESCAPE1									Once team members have escaped, there's a limited time before the patroling overseer will check on them and notice that they are missing.		Once team members have escaped, there's a limited time before the patroling overseer will check on them and notice that they are missing.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_escape1_n00				NINJA	urgent	"Hayato first
whispered"	OK. Have to be fast. Overseer's on patrol, and he's checking the cells.	13	好，动作要快。有狱卒在巡查，很快就会发现牢房空了。	1																					
vocs_over_over_	_n01	vocs_over_over_monastery2_escape1_n01				TRAPPER	urgent	"Yuki first
whispered"	Quick! The samurai with the evil eyes, he'll see that you're gone.	12	快点！那个武士眼睛很贼的，很快就会发现我逃跑啦。	1																					
																																	
FREE NIN									Another team member opens Hayato's cage.																								
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	Another team member opens Hayato's cage.	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_freenin_n00				NINJA	urgent	whispered	Quick! We have to get to the others!	8	快！一起去救其他人！	1																					
																																	
FREE TRA									Another team member opens Yuki's cage.		Another team member opens Yuki's cage.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_freetra_n00				TRAPPER	excited	whispered	Thank you! The others need our help!	7	谢谢！其他人也需要我们帮忙！	1																					
																																	
FREE ALC									Another team member opens Takuma's cage.		Another team member opens Takuma's cage.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_freealc_n00				ALCHEMIST	urgent	whispered	Ah, thank you. We have no time to lose.	9	啊，谢谢。抓紧时间去救其他人把。	1																					
																																	
ESCAPE2									The prison overseer notices that a team member has escaped.		The prison overseer notices that a team member has escaped.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_escape2_n00				SAMURAI	commanding		Raise the alarm! Someone escaped! Secure the exit! Let no one leave the prison!	14	快发警报！有人逃跑了！看住出口！别让任何人逃出监狱！	1																					
																																	
ESCAPE3 NIN									Hayato has left the prison area behind.		Hayato has left the prison area behind.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_escape3nin_n00				NINJA	angry		I'll kill that Noboru and his brat.	7	我要杀了昇和他的小崽子。	1																					
																																	
ESCAPE3 TRA									Yuki has left the prison area behind.		Yuki has left the prison area behind.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_escape3tra_n00				TRAPPER	energetic		Quickly! Aiko-san and Mugen-san need us!	6	快点儿！快去救爱子姐和无限大哥！	1																					
																																	
ESCAPE3 ALC									Takuma has left the prison area behind.		Takuma has left the prison area behind.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_escape3alc_n00				ALCHEMIST	weary		Twice now I had to escape a prison on this mountain.	11	这是我第二次从这座山上越狱了。	1																					
																																	
STATUES									Takuma tells Hayato and Yuki about the statues that open secret passages.		Takuma tells Hayato and Yuki about the statues that open secret passages.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_statues_n00				ALCHEMIST	urgent	whispered	Hmm, I just remembered. The crane statues here open secret passages.	11	嗯，我还记得，这里的仙鹤雕像能开启密道。	1																					
vocs_over_over_	_n01	vocs_over_over_monastery2_statues_n01				NINJA	tense	if Ninja is free	Hope this isn't one of your jokes, old man.	9	希望这次你不是在开玩笑，老爷子。	1																					
vocs_over_over_	_n02	vocs_over_over_monastery2_statues_n02				TRAPPER	surprised	if Trapper is free	How do you know, Takuma-sensei?	5	你怎么知道的，琢磨师父？	1																					
vocs_over_over_	_n03	vocs_over_over_monastery2_statues_n03				ALCHEMIST	serious		Just keep it in mind. We need every advantage we can get now.	13	你们只管记住就好。现在必须利用一切有利条件。	1																					
																																	
FIND GEISHA									After escaping the prison, the team moves into the main compound of the monastery. Geisha is being interrogated there.		After escaping the prison, the team moves into the main compound of the monastery. Geisha is being interrogated there.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_findgeisha_n00				NINJA	urgent	Hayato first	Better find Aiko fast.	4	最好快点找到爱子。	1																					
vocs_over_over_	_n01	vocs_over_over_monastery2_findgeisha_n01				TRAPPER	determined	Yuki first	Aiko-san. We're coming!	3	爱子姐，我们来了！	1																					
vocs_over_over_	_n02	vocs_over_over_monastery2_findgeisha_n02				ALCHEMIST	urgent	Takuma first	Aiko-san needs us.	3	爱子小姐，我们来了。	1																					
																																	
GUARDS1									Hayato hears a guard ordering another to search the underbrush.		Hayato hears a guard ordering another to search the underbrush.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vo_hint_hint_	_n00	vo_hint_hint_monastery2_guards1_n00				ENEMY	lusty		Look at her. Have you ever seen such beauty?	9	看看她，你见过这么美的人儿吗？	1																					
vo_hint_hint_	_n01	vo_hint_hint_monastery2_guards1_n01				STATIC	lusty		We should draw lots to see who will have her first, or it will end in a fight again.	19	应该抽签决定谁先和她那啥，要不又得打起来。	1																					
vo_hint_hint_	_n02	vo_hint_hint_monastery2_guards1_n02				GEISHA	contempt		Touch me, and you will die a slow, agonizing death.	10	敢碰我的人，都会受漫长痛苦折磨而死哦。	1																					
vo_hint_hint_	_n03	vo_hint_hint_monastery2_guards1_n03				ENEMY	second thoughts		Do you think there's poison in her body? I heard stories once …	13	她不会身上带毒吧？我听过这种传闻……	1																					
vo_hint_hint_	_n04	vo_hint_hint_monastery2_guards1_n04				STATIC	laughs it off		That's what they are just stories. You can't have poison in your body ... can you?	16	传闻而已吧。身上怎么可能带毒……对吧？	1																					
vo_hint_hint_	_n05	vo_hint_hint_monastery2_guards1_n05				GEISHA	contempt		You will know soon, if one of you is fool enough to find out.	14	你们哪个蠢材敢来试试的话，不就知道了么。	1																					
vo_hint_hint_	_n06	vo_hint_hint_monastery2_guards1_n06				STATIC	nervous		Let's just stick to questions, for now.	7	那咱们还是先审问吧。	1																					
																																	
FREE GEISHA									The team finds Aiko in a guarded cage. They kill the guards and free her.		The team finds Aiko in a guarded cage. They kill the guards and free her.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_freegeisha_n00				NINJA	direct	Hayato first	Anything hurt?	2	还好吧?	1																					
vocs_over_over_	_n01	vocs_over_over_monastery2_freegeisha_n01				TRAPPER	worried	Yuki first	Aiko-san! Did they hurt you?	5	爱子姐!他们没伤到你吧?	1																					
vocs_over_over_	_n02	vocs_over_over_monastery2_freegeisha_n02				ALCHEMIST	respectful	Takuma first	Hmm, any injuries, Aiko-san?	4	唔，没受伤吧，爱子小姐?	1																					
vocs_over_over_	_n03	vocs_over_over_monastery2_freegeisha_n03				GEISHA	urgent		I'm fine. We must find Mugen, quickly!	7	我没事。去找无限大哥吧，快！	1																					
																																	
GUARDS2									Hayato hears a guard ordering another to search the underbrush.		Hayato hears a guard ordering another to search the underbrush.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vo_hint_hint_	_n00	vo_hint_hint_monastery2_guards2_n00				ENEMY	baffled		Where did she go?	4	她去哪啦?	1																					
vo_hint_hint_	_n01	vo_hint_hint_monastery2_guards2_n01				STATIC	baffled		We have to find her! Search the area!	8	必须找到她！快去附近搜！	1																					
																																	
TRAP									Yuki gets back her trap		Yuki gets back her trap																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_trap_n00				TRAPPER	caring		Hush, little trap. Did they hurt you?	7	嘘，欢迎回来，他们伤到你了没?	1																					
																																	
GUN NIN									Hayato gets back his gun		Hayato gets back his gun																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_gunnin_n00				NINJA	tense		Better than nothing. Where'd they put my weapons?	8	总比什么都没有强。我的武器到底藏到哪了？	1																					
																																	
GUN TRA									Yuki gets back her gun		Yuki gets back her gun																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_guntra_n00				TRAPPER	tense	coughs because she smells gunpowder	… take it, stupid.	4	……我收下了。	1																					
																																	
GUN ALC									Takuma gets back his gun		Takuma gets back his gun																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_gunalc_n00				ALCHEMIST	tense		Hmm, every bit counts.	4	嗯，说不定会用上呢。	1																					
																																	
GUN GEI									Aiko gets back her gun		Aiko gets back her gun																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_gungei_n00				GEISHA	urgent		Good. Let us move on.	5	很好。继续行动。	1																					
																																	
ABUSE1									A monk is arguing with a guard to defend the female temple servants.		A monk is arguing with a guard to defend the female temple servants.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vo_hint_hint_	_n00	vo_hint_hint_monastery2_abuse1_n00				CIVILIAN M	desperate	as monk	You cannot do this!	4	不能这么做！	1																					
vo_hint_hint_	_n01	vo_hint_hint_monastery2_abuse1_n01				ENEMY	cold		We will do as we please.	6	我们想干嘛就干嘛。	1																					
vo_hint_hint_	_n02	vo_hint_hint_monastery2_abuse1_n02				CIVILIAN M	desperate	as monk	They have done you no wrong!	6	她们又没做错事！	1																					
vo_hint_hint_	_n03	vo_hint_hint_monastery2_abuse1_n03				ENEMY	cold		What do I care?	4	关我屁事？	1																					
vo_hint_hint_	_n04	vo_hint_hint_monastery2_abuse1_n04				CIVILIAN M	desperate	as monk	I beg you … Please.	5	我求求你……拜托了。	1																					
vo_hint_hint_	_n05	vo_hint_hint_monastery2_abuse1_n05				ENEMY	cold		You can beg all you want.	6	你想求就求呗。	1																					
vo_hint_hint_	_n06	vo_hint_hint_monastery2_abuse1_n06				CIVILIAN M	desperate	as monk	I … I will not let you touch them …	10	我……我不会让你碰她们……	1																					
vo_hint_hint_	_n07	vo_hint_hint_monastery2_abuse1_n07				ENEMY	cold		Teh … who are you to stop me?	8	嘁……就凭你也敢拦我？	1																					
																																	
REUNION NIN									Hayato finds Mugen, but everyone needs to be there.		Hayato finds Mugen, but everyone needs to be there.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_reunionnin_n00				NINJA	excited		Mugen!	1	无限！	1																					
vocs_over_over_	_n01	vocs_over_over_monastery2_reunionnin_n01				WARRIOR	broken, tormented	trapped in his mind	No … Ryūnosuke …	4	不……龙之介……	1																					
