PREFIX	CHAR	ACTION	SUFFIX	NAME	Variation	Loop	Gameplay	REC.	IMPL.	used for	SPEAKER	MOOD	COMMENT	EN	CEN	DE	CDE	EN - Proofread	Changed?	Simplified Chinese	
vo_ply_ply_	war_	char_select_	team_01	vo_ply_ply_war_char_select_team_01				omuk	philipp	sel character	Warrior	content		We will end this together.	5		0	We will end this together.		一起来终结此战	
vo_ply_ply_	war_	char_select_	team_02	vo_ply_ply_war_char_select_team_02				omuk	philipp	sel character	Warrior	content		Each of you has my trust.	6		0	Each of you has my trust.		我信任你们每一个人	
vo_ply_ply_	war_	char_select_	team_03	vo_ply_ply_war_char_select_team_03				omuk	philipp	sel character	Warrior	content		I have faith in you all.	6		0	I have faith in you all.		我信赖大家	
vo_ply_ply_	war_	char_select_	team_04	vo_ply_ply_war_char_select_team_04				omuk	philipp	sel character	Warrior	content		Your loyalty honours me.	4		0	Your loyalty honors me.	YES	你们的忠诚是我的光荣	
vo_ply_ply_	war_	char_select_	team_05	vo_ply_ply_war_char_select_team_05				omuk	philipp	sel character	Warrior	content		We come for you, Kage-sama.	5		0	We come for you, Kage-sama.		我们来找你了，影大人	
vo_ply_ply_	war_	char_select_	rain_00	vo_ply_ply_war_char_select_rain_00	Iconic	No	Yes	omuk	philipp	sel character	Warrior	displeased		Unfortunate weather.	2		0	Unfortunate weather.		这天气，真不走运	
vo_ply_ply_	war_	char_select_	rain_01	vo_ply_ply_war_char_select_rain_01				omuk	philipp	sel character	Warrior	displeased		The clouds bear a grudge.	5		0	The clouds bear a grudge.		这些乌云好像和我们有仇	
vo_ply_ply_	war_	char_select_	rain_02	vo_ply_ply_war_char_select_rain_02				omuk	philipp	sel character	Warrior	displeased		Curse this rain!	3		0	Curse this rain!		可恶的雨！	
vo_ply_ply_	war_	char_select_	rain_03	vo_ply_ply_war_char_select_rain_03				omuk	philipp	sel character	Warrior	displeased		A miserable place.	3		0	A miserable place.		这地方真让人不愉快	
vo_ply_ply_	war_	char_select_	rain_04	vo_ply_ply_war_char_select_rain_04				omuk	philipp	sel character	Warrior	displeased		Rain has its beauty but not today.	7		0	Rain has its beauty, but not today.	YES	雨也别有风情，但今天不是时候	
vo_ply_ply_	war_	char_select_	rain_05	vo_ply_ply_war_char_select_rain_05				omuk	philipp	sel character	Warrior	displeased		So much rain, so much blood.	6		0	So much rain, so much blood.		血流如注，就如这倾盆大雨	
vo_ply_ply_	war_	confirm_	normal_00	vo_ply_ply_war_confirm_normal_00				omuk	philipp	com valid	Warrior	stealthy		For the Shogun.	3		0	For the Shogun.		为了将军	
vo_ply_ply_	war_	confirm_	normal_01	vo_ply_ply_war_confirm_normal_01				omuk	philipp	com valid	Warrior	stealthy		I will be subtle.	4		0	I will be subtle.		我会小心行事	
vo_ply_ply_	war_	confirm_	normal_02	vo_ply_ply_war_confirm_normal_02				omuk	philipp	com valid	Warrior	stealthy		I will be silent.	4		0	I will be silent.		我会轻声行动	
vo_ply_ply_	war_	confirm_	normal_03	vo_ply_ply_war_confirm_normal_03				omuk	philipp	com valid	Warrior	stealthy		Patience.	1		0	Patience.		忍耐	
vo_ply_ply_	war_	confirm_	normal_04	vo_ply_ply_war_confirm_normal_04				omuk	philipp	com valid	Warrior	stealthy		On my way.	3		0	On my way.		这就过去	
vo_ply_ply_	war_	confirm_	normal_05	vo_ply_ply_war_confirm_normal_05				omuk	philipp	com valid	Warrior	stealthy		I will not fail.	4		0	I will not fail.		我不会失败的	
vo_ply_ply_	war_	confirm_	normal_06	vo_ply_ply_war_confirm_normal_06				omuk	philipp	com valid	Warrior	stealthy		I will remain hidden.	4		0	I will remain hidden.		我会保持隐蔽	
vo_ply_ply_	war_	confirm_	normal_07	vo_ply_ply_war_confirm_normal_07				omuk	philipp	com valid	Warrior	stealthy		I will be there.	4		0	I will be there.		马上前往	
vo_ply_ply_	war_	confirm_	normal_08	vo_ply_ply_war_confirm_normal_08				omuk	philipp	com valid	Warrior	stealthy		For duty.	2		0	For duty.		为了责任	
vo_ply_ply_	war_	confirm_	tense_00	vo_ply_ply_war_confirm_tense_00				omuk	philipp	com valid	Warrior	tense		For the Shogun!	3		0	For the Shogun!		为了将军！	
vo_ply_ply_	war_	confirm_	tense_01	vo_ply_ply_war_confirm_tense_01				omuk	philipp	com valid	Warrior	tense		Let us make haste.	4		0	Let us make haste!	YES	迅速行动！	
vo_ply_ply_	war_	confirm_	tense_02	vo_ply_ply_war_confirm_tense_02				omuk	philipp	com valid	Warrior	tense		Let us be quick!	4		0	Let us be quick!		加快速度！	
vo_ply_ply_	war_	confirm_	tense_03	vo_ply_ply_war_confirm_tense_03				omuk	philipp	com valid	Warrior	tense		A fine strategy.	3		0	A fine strategy.		很好的计划	
vo_ply_ply_	war_	confirm_	tense_04	vo_ply_ply_war_confirm_tense_04				omuk	philipp	com valid	Warrior	tense		On my way!	3		0	On my way!		这就过去！	
vo_ply_ply_	war_	confirm_	tense_05	vo_ply_ply_war_confirm_tense_05				omuk	philipp	com valid	Warrior	tense		We shall not fail.	4		0	We shall not fail.		我们不能失败！	
vo_ply_ply_	war_	confirm_	tense_06	vo_ply_ply_war_confirm_tense_06				omuk	philipp	com valid	Warrior	tense		At once!	2		0	At once!		立即行动！	
vo_ply_ply_	war_	confirm_	tense_07	vo_ply_ply_war_confirm_tense_07				omuk	philipp	com valid	Warrior	tense		I will be there at once.	6		0	I will be there at once.		马上过去	
vo_ply_ply_	war_	confirm_	tense_08	vo_ply_ply_war_confirm_tense_08				omuk	philipp	com valid	Warrior	tense		For honour!	2		0	For honor!	YES	为了荣耀	
vo_ply_ply_	war_	confirm_	cold_00	vo_ply_ply_war_confirm_cold_00				omuk	philipp	com valid	Warrior	cold		We should keep moving.	4		0	We should keep moving.		应该继续行动	
vo_ply_ply_	war_	confirm_	cold_01	vo_ply_ply_war_confirm_cold_01				omuk	philipp	com valid	Warrior	cold		We should mind our tracks.	5		0	We should mind our tracks.		小心足迹	
vo_ply_ply_	war_	confirm_	cold_02	vo_ply_ply_war_confirm_cold_02				omuk	philipp	com valid	Warrior	cold		The cold will not stop us.	6		0	The cold will not stop us.		寒冷挡不住我们	
vo_ply_ply_	war_	confirm_	cold_03	vo_ply_ply_war_confirm_cold_03				omuk	philipp	com valid	Warrior	cold		Onward through the snow.	4		0	Onward through the snow.		踏雪而行	
vo_ply_ply_	war_	confirm_	cold_04	vo_ply_ply_war_confirm_cold_04				omuk	philipp	com valid	Warrior	cold		Careful. The ground is slippery.	5		0	Careful. The ground is slippery.		小心，地面很滑	
vo_ply_ply_	war_	confirm_	cold_05	vo_ply_ply_war_confirm_cold_05				omuk	philipp	com valid	Warrior	cold		Our footprints will be noticed.	5		0	Our footprints will be noticed.		他们会看到我们的脚印	
vo_ply_ply_	war_	confirm_	war_00	vo_ply_ply_war_confirm_war_00				omuk	philipp	com valid	Warrior	alive		Into battle!	2		0	Into battle!		开战！	
vo_ply_ply_	war_	confirm_	war_01	vo_ply_ply_war_confirm_war_01				omuk	philipp	com valid	Warrior	alive		To glory!	2		0	To glory!		为了荣耀！	
vo_ply_ply_	war_	confirm_	war_02	vo_ply_ply_war_confirm_war_02				omuk	philipp	com valid	Warrior	alive		Face death!	2		0	Face death!		直面死亡！	
vo_ply_ply_	war_	confirm_	war_03	vo_ply_ply_war_confirm_war_03				omuk	philipp	com valid	Warrior	alive		We will be victorious.	4		0	We will be victorious.		我们会收获胜利	
vo_ply_ply_	war_	confirm_	war_04	vo_ply_ply_war_confirm_war_04				omuk	philipp	com valid	Warrior	alive		The day is ours!	4		0	The day is ours.	YES	胜利属于我们	
vo_ply_ply_	war_	confirm_	war_05	vo_ply_ply_war_confirm_war_05				omuk	philipp	com valid	Warrior	alive		This is our moment!	4		0	This is our moment.	YES	这一刻属于我们	
vo_ply_ply_	war_	confirm_	team_00	vo_ply_ply_war_confirm_team_00				omuk	philipp	com valid	Warrior	content		We will act as one.	5		0	We will act as one.		让我们统一行动	
vo_ply_ply_	war_	confirm_	team_01	vo_ply_ply_war_confirm_team_01				omuk	philipp	com valid	Warrior	content		I approve.	2		0	I approve.		我同意	
vo_ply_ply_	war_	confirm_	team_02	vo_ply_ply_war_confirm_team_02				omuk	philipp	com valid	Warrior	content		Together, Hayato-san.	2		0	Together, Hayato-san.		一起行动吧，隼人兄	
vo_ply_ply_	war_	confirm_	team_03	vo_ply_ply_war_confirm_team_03				omuk	philipp	com valid	Warrior	content		For you, Aiko-san.	3		0	For you, Aiko-san.		为你而战，爱子小姐	
vo_ply_ply_	war_	confirm_	team_04	vo_ply_ply_war_confirm_team_04				omuk	philipp	com valid	Warrior	content		Watch over us, Takuma-san.	4		0	Watch over us, Takuma-san.		掩护我们，琢磨大师	
vo_ply_ply_	war_	confirm_	team_05	vo_ply_ply_war_confirm_team_05				omuk	philipp	com valid	Warrior	content		I am with you, Yuki-chan.	5		0	I'm with you, Yuki-chan.	YES	放心有我在，友希小妹	
vo_ply_ply_	war_	confirm_	rain_00	vo_ply_ply_war_confirm_rain_00				omuk	philipp	com valid	Warrior	displeased		Onward, through the mud.	4		0	Onward, through the mud.		穿过泥地，前进	
vo_ply_ply_	war_	confirm_	rain_01	vo_ply_ply_war_confirm_rain_01				omuk	philipp	com valid	Warrior	displeased		Rain will not stop us.	5		0	Rain will not stop us.		下雨也阻止不了我们	
vo_ply_ply_	war_	confirm_	rain_02	vo_ply_ply_war_confirm_rain_02				omuk	philipp	com valid	Warrior	displeased		We are needed.	3		0	We are needed.		我们有任务在身	
vo_ply_ply_	war_	confirm_	rain_03	vo_ply_ply_war_confirm_rain_03				omuk	philipp	com valid	Warrior	displeased		We can dry later.	4		0	We can dry later.		等会儿再烤干身上	
vo_ply_ply_	war_	confirm_	rain_04	vo_ply_ply_war_confirm_rain_04				omuk	philipp	com valid	Warrior	displeased	can't get any more wet	Hrm, I am already wet.	5		0	Hmph. I am already wet.	YES	嗯，我已经湿透了	
vo_ply_ply_	war_	confirm_	rain_05	vo_ply_ply_war_confirm_rain_05				omuk	philipp	com valid	Warrior	displeased		Mind the puddles.	3		0	Mind the puddles.		小心水坑	
vo_ply_ply_	war_	refuse_	normal_00	vo_ply_ply_war_refuse_normal_00				omuk	philipp	com invalid	Warrior	stealthy		Impossible.	1		0	Impossible.		不可能	
vo_ply_ply_	war_	refuse_	normal_01	vo_ply_ply_war_refuse_normal_01				omuk	philipp	com invalid	Warrior	stealthy		Apologies.	1		0	Apologies.		很抱歉	
vo_ply_ply_	war_	refuse_	normal_02	vo_ply_ply_war_refuse_normal_02				omuk	philipp	com invalid	Warrior	stealthy		It is not in my power.	6		0	It is not in my power.		在下力不能及	
vo_ply_ply_	war_	refuse_	normal_03	vo_ply_ply_war_refuse_normal_03				omuk	philipp	com invalid	Warrior	stealthy		I cannot, no.	3		0	I cannot, no.		在下做不到	
vo_ply_ply_	war_	refuse_	normal_04	vo_ply_ply_war_refuse_normal_04				omuk	philipp	com invalid	Warrior	stealthy		This leads nowhere.	3		0	This leads nowhere.		这样不行的	
vo_ply_ply_	war_	refuse_	tense_00	vo_ply_ply_war_refuse_tense_00				omuk	philipp	com invalid	Warrior	tense		Preposterous!	1		0	Preposterous!		真是荒唐！	
vo_ply_ply_	war_	refuse_	tense_01	vo_ply_ply_war_refuse_tense_01				omuk	philipp	com invalid	Warrior	tense		Impossible!	1		0	Impossible!		不可能！	
vo_ply_ply_	war_	refuse_	tense_02	vo_ply_ply_war_refuse_tense_02				omuk	philipp	com invalid	Warrior	tense		I cannot!	2		0	I cannot!		在下做不到！	
vo_ply_ply_	war_	refuse_	tense_03	vo_ply_ply_war_refuse_tense_03				omuk	philipp	com invalid	Warrior	tense		This accomplishes nothing.	3		0	This accomplishes nothing.		这样没用的	
vo_ply_ply_	war_	refuse_	tense_04	vo_ply_ply_war_refuse_tense_04				omuk	philipp	com invalid	Warrior	tense		I disagree.	2		0	I disagree.		在下反对	
vo_ply_ply_	war_	refuse_path_	normal_00	vo_ply_ply_war_refuse_path_normal_00				omuk	philipp	com move unreachable	Warrior	stealthy		This is too steep.	4		0	This is too steep.		那边太难走了	
vo_ply_ply_	war_	refuse_path_	normal_01	vo_ply_ply_war_refuse_path_normal_01				omuk	philipp	com move unreachable	Warrior	stealthy		Ha! I am not that agile.	6		0	Ha! I am not that agile.		哈！在下身手没那么好	
vo_ply_ply_	war_	refuse_path_	normal_02	vo_ply_ply_war_refuse_path_normal_02				omuk	philipp	com move unreachable	Warrior	stealthy		That is beyond my reach.	5		0	That is beyond my reach.		在下够不到那里	
vo_ply_ply_	war_	refuse_path_	tense_00	vo_ply_ply_war_refuse_path_tense_00				omuk	philipp	com move unreachable	Warrior	tense		Too steep!	2		0	Too steep.	YES	太难走了	
vo_ply_ply_	war_	refuse_path_	tense_01	vo_ply_ply_war_refuse_path_tense_01				omuk	philipp	com move unreachable	Warrior	tense		I am not that agile!	5		0	I am not that agile!		在下身手没那么好！	
vo_ply_ply_	war_	refuse_path_	tense_02	vo_ply_ply_war_refuse_path_tense_02				omuk	philipp	com move unreachable	Warrior	tense		It is beyond my reach!	5		0	It is beyond my reach.	YES	在下够不到那儿	
vo_ply_ply_	war_	refuse_door_enemy_	normal_00	vo_ply_ply_war_refuse_door_enemy_normal_00				omuk	philipp	com door with enemy	Warrior	stealthy		No. Occupied.	2		0	No. Occupied.		不行，里面有人了	
vo_ply_ply_	war_	refuse_door_enemy_	normal_01	vo_ply_ply_war_refuse_door_enemy_normal_01				omuk	philipp	com door with enemy	Warrior	stealthy		Unwise. There is someone inside.	5		0	Unwise. There is someone inside.		那就太傻了，里面已经有人了	
vo_ply_ply_	war_	refuse_door_enemy_	normal_02	vo_ply_ply_war_refuse_door_enemy_normal_02				omuk	philipp	com door with enemy	Warrior	stealthy		No, the enemy is inside.	5		0	No, the enemy is inside.		不行，敌人在里面	
vo_ply_ply_	war_	refuse_door_enemy_	tense_00	vo_ply_ply_war_refuse_door_enemy_tense_00				omuk	philipp	com door with enemy	Warrior	tense		It is occupied!	3		0	It is occupied!		里面有人了！	
vo_ply_ply_	war_	refuse_door_enemy_	tense_01	vo_ply_ply_war_refuse_door_enemy_tense_01				omuk	philipp	com door with enemy	Warrior	tense		There is someone inside!	4		0	There is someone inside!		里面有其他人了！	
vo_ply_ply_	war_	refuse_door_enemy_	tense_02	vo_ply_ply_war_refuse_door_enemy_tense_02				omuk	philipp	com door with enemy	Warrior	tense		Enemies inside!	2		0	Enemies inside!		敌人在里面！	
vo_ply_ply_	war_	refuse_path_usable_	normal_00	vo_ply_ply_war_refuse_path_usable_normal_00				omuk	philipp	com move unreachable without usables	Warrior	stealthy		Hm, I must find a shortcut.	6		0	I must find a shortcut.	YES	必须找条捷径	
vo_ply_ply_	war_	refuse_path_usable_	normal_01	vo_ply_ply_war_refuse_path_usable_normal_01				omuk	philipp	com move unreachable without usables	Warrior	stealthy		Is there a ladder somewhere?	5		0	Is there a ladder somewhere?		附近有没有梯子？	
vo_ply_ply_	war_	refuse_path_usable_	normal_02	vo_ply_ply_war_refuse_path_usable_normal_02				omuk	philipp	com move unreachable without usables	Warrior	stealthy		There must be better way.	5		0	There must be a better way.	YES	肯定有更好的方法	
vo_ply_ply_	war_	refuse_path_usable_	tense_00	vo_ply_ply_war_refuse_path_usable_tense_00				omuk	philipp	com move unreachable without usables	Warrior	tense		I must find a shortcut!	5		0	I must find a shortcut!		必须找条捷径！	
vo_ply_ply_	war_	refuse_path_usable_	tense_01	vo_ply_ply_war_refuse_path_usable_tense_01				omuk	philipp	com move unreachable without usables	Warrior	tense		I need a ladder!	4		0	I need a ladder!		需要一个梯子！	
vo_ply_ply_	war_	refuse_path_usable_	tense_02	vo_ply_ply_war_refuse_path_usable_tense_02				omuk	philipp	com move unreachable without usables	Warrior	tense		There's a better way!	4		0	There is a better way!	YES	肯定有更好的方法！	
vo_ply_ply_	war_	refuse_cooldown_	normal_00	vo_ply_ply_war_refuse_cooldown_normal_00				omuk	philipp	com skill on cooldown	Warrior	stealthy		Not yet. Patience.	3		0	Not yet. Patience.		还没好，要忍耐	
vo_ply_ply_	war_	refuse_cooldown_	normal_01	vo_ply_ply_war_refuse_cooldown_normal_01				omuk	philipp	com skill on cooldown	Warrior	stealthy		I must wait.	3		0	I must wait.		必须再等等	
vo_ply_ply_	war_	refuse_cooldown_	normal_02	vo_ply_ply_war_refuse_cooldown_normal_02				omuk	philipp	com skill on cooldown	Warrior	stealthy		This requires more time.	4		0	This requires more time.		还需要时间	
vo_ply_ply_	war_	refuse_cooldown_	tense_00	vo_ply_ply_war_refuse_cooldown_tense_00				omuk	philipp	com skill on cooldown	Warrior	tense		Not yet!	2		0	Not yet!		还没好！	
vo_ply_ply_	war_	refuse_cooldown_	tense_01	vo_ply_ply_war_refuse_cooldown_tense_01				omuk	philipp	com skill on cooldown	Warrior	tense		Patience!	1		0	Patience!		忍耐！	
vo_ply_ply_	war_	refuse_cooldown_	tense_02	vo_ply_ply_war_refuse_cooldown_tense_02				omuk	philipp	com skill on cooldown	Warrior	tense		Still waiting!	2		0	Still waiting!		再等一下！	
vo_ply_ply_	war_	refuse_noammo_	normal_00	vo_ply_ply_war_refuse_noammo_normal_00				omuk	philipp	com skill no ammo	Warrior	stealthy		I am lacking.	3		0	I am lacking.		没有补给了	
vo_ply_ply_	war_	refuse_noammo_	normal_01	vo_ply_ply_war_refuse_noammo_normal_01				omuk	philipp	com skill no ammo	Warrior	stealthy		I have nothing.	3		0	I have nothing.		身上没有补给	
vo_ply_ply_	war_	refuse_noammo_	normal_02	vo_ply_ply_war_refuse_noammo_normal_02				omuk	philipp	com skill no ammo	Warrior	stealthy		No, I have run out.	5		0	No, I have run out.		补给用光了	
vo_ply_ply_	war_	refuse_noammo_	tense_00	vo_ply_ply_war_refuse_noammo_tense_00				omuk	philipp	com skill no ammo	Warrior	tense		I am lacking!	3		0	I am lacking!		没有补给！	
vo_ply_ply_	war_	refuse_noammo_	tense_01	vo_ply_ply_war_refuse_noammo_tense_01				omuk	philipp	com skill no ammo	Warrior	tense		I have nothing!	3		0	I have nothing!		身上没有补给！	
vo_ply_ply_	war_	refuse_noammo_	tense_02	vo_ply_ply_war_refuse_noammo_tense_02				omuk	philipp	com skill no ammo	Warrior	tense	of bullets, bandages …	I have run out!	4		0	I have run out!		补给用光了！	
vo_ply_ply_	war_	take_damage_	normal_00	vo_ply_ply_war_take_damage_normal_00				omuk	philipp	char take damage	Warrior	fighting	gets hurt	Ha! A worthy opponent!	4		0	Ha! A worthy opponent!		哈！遇到对手了！	
vo_ply_ply_	war_	take_damage_	normal_01	vo_ply_ply_war_take_damage_normal_01				omuk	philipp	char take damage	Warrior	fighting	gets hurt	Just a flesh wound.	4		0	Urgh! …just a flesh wound.	YES	不就是点皮肉伤	
vo_ply_ply_	war_	take_damage_	normal_02	vo_ply_ply_war_take_damage_normal_02				omuk	philipp	char take damage	Warrior	fighting	(sound) gets hurt		0		0				
vo_ply_ply_	war_	take_damage_	normal_03	vo_ply_ply_war_take_damage_normal_03				omuk	philipp	char take damage	Warrior	fighting	(sound) gets hurt		0		0				
vo_ply_ply_	war_	take_damage_	normal_04	vo_ply_ply_war_take_damage_normal_04				omuk	philipp	char take damage	Warrior	fighting	(sound) gets hurt		0		0				
vo_ply_ply_	war_	take_damage_	normal_05	vo_ply_ply_war_take_damage_normal_05				omuk	philipp	char take damage	Warrior	fighting	(sound) gets hurt		0		0				
vo_ply_ply_	war_	death_	normal_00	vo_ply_ply_war_death_normal_00				omuk	philipp	char death	Warrior	dying	dies in the end	My Shogun … forgive me …	6		0	My Shogun…forgive me…	YES	将军大人…请恕我…	
vo_ply_ply_	war_	death_	normal_01	vo_ply_ply_war_death_normal_01				omuk	philipp	char death	Warrior	dying	dies in the end	My love … forgive me …	6		0	My love…forgive…	YES	我的爱人…原谅我…	
vo_ply_ply_	war_	corpse_pickup_execute_	normal_00	vo_ply_ply_war_corpse_pickup_execute_normal_00				omuk	philipp	"pickup corpse
pickup object"	Warrior		(sound) pick up dead body		0		0				
vo_ply_ply_	war_	corpse_pickup_execute_	normal_01	vo_ply_ply_war_corpse_pickup_execute_normal_01				omuk	philipp	"pickup corpse
pickup object"	Warrior		(sound) pick up dead body		0		0				
vo_ply_ply_	war_	corpse_pickup_execute_	normal_02	vo_ply_ply_war_corpse_pickup_execute_normal_02				omuk	philipp	"pickup corpse
pickup object"	Warrior		(sound) pick up dead body		0		0				
