2,3,9									
PREFIX	TYPE	SUFFIX	NAME	REC.	IMPL.	SPEAKER	MOOD	COMMENT	EN
vo_eny_eny_	enemy_00_	death_scream_04	vo_eny_eny_enemy_00_death_scream_04	omuk	hambo	Enemy	shocked	(sound) short deathsound	
vo_eny_eny_	enemy_00_	death_scream_muffled_00	vo_eny_eny_enemy_00_death_scream_muffled_00	omuk	hambo	Enemy	struggling	(sound) muffled deathsound	
vo_eny_eny_	enemy_00_	death_scream_muffled_01	vo_eny_eny_enemy_00_death_scream_muffled_01	omuk	hambo	Enemy	struggling	(sound) muffled deathsound	
vo_eny_eny_	enemy_00_	death_scream_muffled_02	vo_eny_eny_enemy_00_death_scream_muffled_02	omuk	hambo	Enemy	struggling	(sound) muffled deathsound	
vo_eny_eny_	enemy_00_	death_scream_muffled_03	vo_eny_eny_enemy_00_death_scream_muffled_03	omuk	hambo	Enemy	struggling	(sound) muffled deathsound	
vo_eny_eny_	enemy_00_	death_scream_muffled_04	vo_eny_eny_enemy_00_death_scream_muffled_04	omuk	hambo	Enemy	struggling	(sound) muffled deathsound	
vo_eny_eny_	enemy_00_	detect_corpse_female_02	vo_eny_eny_enemy_00_detect_corpse_female_02	omuk		Enemy	shocked	sees a corpse	死んでるぞ！
vo_eny_eny_	enemy_00_	detect_corpse_female_03	vo_eny_eny_enemy_00_detect_corpse_female_03	omuk		Enemy	shocked	sees a corpse	殺されてる…！
vo_eny_eny_	enemy_00_	detect_corpse_male_00	vo_eny_eny_enemy_00_detect_corpse_male_00	omuk		Enemy	shocked	sees a corpse	死んでるぞ！
vo_eny_eny_	enemy_00_	detect_corpse_male_01	vo_eny_eny_enemy_00_detect_corpse_male_01	omuk		Enemy	shocked	sees a corpse	殺されてる…！
vo_eny_eny_	enemy_00_	detect_corpse_neutral_02	vo_eny_eny_enemy_00_detect_corpse_neutral_02	omuk	hambo	Enemy	shocked	sees a corpse	人殺しだ！
vo_eny_eny_	enemy_00_	detect_corpse_neutral_03	vo_eny_eny_enemy_00_detect_corpse_neutral_03	omuk	hambo	Enemy	shocked	sees a corpse	暗殺者か！
vo_eny_eny_	enemy_00_	detect_footsteps_00	vo_eny_eny_enemy_00_detect_footsteps_00	omuk	hambo	Enemy	suspicious	sees player footprints	うん？足跡か…。
vo_eny_eny_	enemy_00_	detect_footsteps_01	vo_eny_eny_enemy_00_detect_footsteps_01	omuk	hambo	Enemy	suspicious	sees player footprints	誰のだろう？
vo_eny_eny_	enemy_00_	detect_footsteps_02	vo_eny_eny_enemy_00_detect_footsteps_02	omuk	hambo	Enemy	suspicious	sees player footprints	誰の足跡だ？！
vo_eny_eny_	enemy_00_	detect_footsteps_03	vo_eny_eny_enemy_00_detect_footsteps_03	omuk	hambo	Enemy	suspicious	sees player footprints	見ない足跡だな。
vo_eny_eny_	enemy_00_	detect_footsteps_04	vo_eny_eny_enemy_00_detect_footsteps_04	omuk	hambo	Enemy	suspicious	sees player footprints	誰か隠れているのか？
vo_eny_eny_	enemy_00_	detect_lightsource_00	vo_eny_eny_enemy_00_detect_lightsource_00	omuk	hambo	Enemy	slightly irritated	sees extiguished lamp	明かりが消えたぞ。
vo_eny_eny_	enemy_00_	detect_lightsource_01	vo_eny_eny_enemy_00_detect_lightsource_01	omuk	hambo	Enemy	slightly irritated	sees extiguished lamp	風で明かりが消えたか。
vo_eny_eny_	enemy_00_	detect_lightsource_02	vo_eny_eny_enemy_00_detect_lightsource_02	omuk	hambo	Enemy	slightly irritated	sees extiguished lamp	変だな、明かりがついてないなんて。
vo_eny_eny_	enemy_00_	detect_lightsource_03	vo_eny_eny_enemy_00_detect_lightsource_03	omuk	hambo	Enemy	slightly irritated	sees extiguished lamp	誰か間違って消しちまったのか？
vo_eny_eny_	enemy_00_	detect_lightsource_04	vo_eny_eny_enemy_00_detect_lightsource_04	omuk	hambo	Enemy	slightly irritated	sees extiguished lamp	火が消えてるな。
vo_eny_eny_	enemy_00_	detect_player_00	vo_eny_eny_enemy_00_detect_player_00	omuk	hambo	Enemy	agressive	sees a player character	動くな！
vo_eny_eny_	enemy_00_	detect_player_01	vo_eny_eny_enemy_00_detect_player_01	omuk	hambo	Enemy	agressive	sees a player character	待て！
vo_eny_eny_	enemy_00_	detect_player_02	vo_eny_eny_enemy_00_detect_player_02	omuk	hambo	Enemy	agressive	sees a player character	止まれ！
vo_eny_eny_	enemy_00_	detect_player_03	vo_eny_eny_enemy_00_detect_player_03	omuk	hambo	Enemy	agressive	sees a player character	お前！
vo_eny_eny_	enemy_00_	detect_player_04	vo_eny_eny_enemy_00_detect_player_04	omuk	hambo	Enemy	agressive	sees a player character	そこのお前！
vo_eny_eny_	enemy_00_	detect_player_05	vo_eny_eny_enemy_00_detect_player_05	omuk	hambo	Enemy	agressive	sees a player character	そこで止まれ！
vo_eny_eny_	enemy_00_	detect_player_06	vo_eny_eny_enemy_00_detect_player_06	omuk	hambo	Enemy	agressive	sees a player character	侵入者だ！
vo_eny_eny_	enemy_00_	detect_player_07	vo_eny_eny_enemy_00_detect_player_07	omuk	hambo	Enemy	agressive	sees a player character	この虫けらが！
vo_eny_eny_	enemy_00_	detect_player_08	vo_eny_eny_enemy_00_detect_player_08	omuk	hambo	Enemy	agressive	sees a player character	見つけたぞ！
vo_eny_eny_	enemy_00_	detect_player_09	vo_eny_eny_enemy_00_detect_player_09	omuk	hambo	Enemy	agressive	sees a player character	おい、お前！
vo_eny_eny_	enemy_00_	detect_player_10	vo_eny_eny_enemy_00_detect_player_10	omuk	hambo	Enemy	agressive	sees a player character	やっちまえ！
vo_eny_eny_	enemy_00_	detect_player_11	vo_eny_eny_enemy_00_detect_player_11	omuk	hambo	Enemy	agressive	sees a player character	かかれ！
vo_eny_eny_	enemy_00_	detect_player_12	vo_eny_eny_enemy_00_detect_player_12	omuk	hambo	Enemy	agressive	sees a player character	幕府の奴らか！
vo_eny_eny_	enemy_00_	detect_player_13	vo_eny_eny_enemy_00_detect_player_13	omuk	hambo	Enemy	agressive	sees a player character	奴らだ！
vo_eny_eny_	enemy_00_	detect_player_14	vo_eny_eny_enemy_00_detect_player_14	omuk	hambo	Enemy	agressive	sees a player character	ここは立ち入り禁止だ！
vo_eny_eny_	enemy_00_	detect_player_15	vo_eny_eny_enemy_00_detect_player_15	omuk	hambo	Enemy	agressive	sees a player character	俺の手でやっつけてやる！
vo_eny_eny_	enemy_00_	detect_player_16	vo_eny_eny_enemy_00_detect_player_16	omuk	hambo	Enemy	agressive	sees a player character	逃げようとしても無駄だ！
vo_eny_eny_	enemy_00_	detect_player_17	vo_eny_eny_enemy_00_detect_player_17	omuk	hambo	Enemy	agressive	sees a player character	逃げられないぞ！
vo_eny_eny_	enemy_00_	detect_player_proximity_00	vo_eny_eny_enemy_00_detect_player_proximity_00	omuk	hambo	Enemy	suspicious	senses a nearby player character	何か変だな…。
vo_eny_eny_	enemy_00_	detect_player_proximity_01	vo_eny_eny_enemy_00_detect_player_proximity_01	omuk	hambo	Enemy	suspicious	senses a nearby player character	妙だな。まるで…。
vo_eny_eny_	enemy_00_	detect_player_proximity_02	vo_eny_eny_enemy_00_detect_player_proximity_02	omuk	hambo	Enemy	suspicious	senses a nearby player character	待てよ、誰かいるのか？
vo_eny_eny_	enemy_00_	detect_player_proximity_03	vo_eny_eny_enemy_00_detect_player_proximity_03	omuk	hambo	Enemy	suspicious	senses a nearby player character	誰かいるのか？
vo_eny_eny_	enemy_00_	detect_sake_00	vo_eny_eny_enemy_00_detect_sake_00	omuk	hambo	Enemy	I want that	wants to pick up the sake bottle	こんなとこに置きっぱなしじゃぁ、もったいないだろう。
vo_eny_eny_	enemy_00_	detect_sake_01	vo_eny_eny_enemy_00_detect_sake_01	omuk	hambo	Enemy	eager	wants to pick up the sake bottle	酒一杯ってのもいいな。
vo_eny_eny_	enemy_00_	detect_sake_02	vo_eny_eny_enemy_00_detect_sake_02	omuk	hambo	Enemy	eager	wants to pick up the sake bottle	酒かよ？いただくとするか。
vo_eny_eny_	enemy_00_	detect_sake_03	vo_eny_eny_enemy_00_detect_sake_03	omuk	hambo	Enemy	eager	wants to pick up the sake bottle	うわぁ、酒だ！
vo_eny_eny_	enemy_00_	detect_sake_04	vo_eny_eny_enemy_00_detect_sake_04	omuk	hambo	Enemy	eager	wants to pick up the sake bottle	上等な酒だ。
vo_eny_eny_	enemy_00_	detect_tanuki_00	vo_eny_eny_enemy_00_detect_tanuki_00	omuk	hambo	Enemy	surprised	sees the tanuki	あれ？たぬきだ！
vo_eny_eny_	enemy_00_	detect_tanuki_01	vo_eny_eny_enemy_00_detect_tanuki_01	omuk	hambo	Enemy	Intrigued	sees the tanuki	好奇心旺盛だな。
vo_eny_eny_	enemy_00_	detect_tanuki_02	vo_eny_eny_enemy_00_detect_tanuki_02	omuk	hambo	Enemy	amused	sees the tanuki	お前、何してんだ？
vo_eny_eny_	enemy_00_	detect_tanuki_03	vo_eny_eny_enemy_00_detect_tanuki_03	omuk	hambo	Enemy	friendly	sees the tanuki	たぬきか。腹でも減ってるのか？
vo_eny_eny_	enemy_00_	detect_tanuki_04	vo_eny_eny_enemy_00_detect_tanuki_04	omuk	hambo	Enemy	annoyed	sees the tanuki	おい！なんでそんなにうるさいんだ？
vo_eny_eny_	enemy_00_	detect_tanuki_05	vo_eny_eny_enemy_00_detect_tanuki_05	omuk	hambo	Enemy	annoyed	sees the tanuki	なんだ、たぬきか。
vo_eny_eny_	enemy_00_	detect_unconscious_female_01	vo_eny_eny_enemy_00_detect_unconscious_female_01	omuk		Enemy	concerned	sees unconcious person	気絶しているな。
vo_eny_eny_	enemy_00_	detect_unconscious_female_02	vo_eny_eny_enemy_00_detect_unconscious_female_02	omuk		Enemy	concerned	sees unconcious person	殴られたんだ。
vo_eny_eny_	enemy_00_	detect_unconscious_female_03	vo_eny_eny_enemy_00_detect_unconscious_female_03	omuk		Enemy	concerned	sees unconcious person	襲われたんだ。
vo_eny_eny_	enemy_00_	detect_unconscious_male_00	vo_eny_eny_enemy_00_detect_unconscious_male_00	omuk		Enemy	concerned	sees unconcious person	気絶してるぞ。
vo_eny_eny_	enemy_00_	detect_unconscious_male_01	vo_eny_eny_enemy_00_detect_unconscious_male_01	omuk		Enemy	concerned	sees unconcious person	殴られたんだ。
vo_eny_eny_	enemy_00_	detect_unconscious_male_02	vo_eny_eny_enemy_00_detect_unconscious_male_02	omuk		Enemy	concerned	sees unconcious person	襲われたんだ。
vo_eny_eny_	enemy_00_	detect_unconscious_neutral_01	vo_eny_eny_enemy_00_detect_unconscious_neutral_01	omuk	hambo	Enemy	concerned	sees unconcious person	どうしたんだ？
vo_eny_eny_	enemy_00_	detect_unconscious_neutral_02	vo_eny_eny_enemy_00_detect_unconscious_neutral_02	omuk	hambo	Enemy	concerned	sees unconcious person	おい！どうした？
vo_eny_eny_	enemy_00_	detect_unconscious_neutral_03	vo_eny_eny_enemy_00_detect_unconscious_neutral_03	omuk	hambo	Enemy	concerned	sees unconcious person	眠ってんのか？
vo_eny_eny_	enemy_00_	drink_sake_00	vo_eny_eny_enemy_00_drink_sake_00	omuk		Enemy		(sound) drink sake	
vo_eny_eny_	enemy_00_	drop_object_00	vo_eny_eny_enemy_00_drop_object_00	omuk		Enemy		(sound) lay down heavy object	
vo_eny_eny_	enemy_00_	friend_missing_female_00	vo_eny_eny_enemy_00_friend_missing_female_00	omuk		Enemy	concerned	his partner is missing	持ち場を離れたんだ。
vo_eny_eny_	enemy_00_	friend_missing_female_01	vo_eny_eny_enemy_00_friend_missing_female_01	omuk		Enemy	concerned	his partner is missing	どこに行ったんだ？
vo_eny_eny_	enemy_00_	friend_missing_female_02	vo_eny_eny_enemy_00_friend_missing_female_02	omuk		Enemy	concerned	his partner is missing	何に時間がかかってるんだか…。
vo_eny_eny_	enemy_00_	friend_missing_female_03	vo_eny_eny_enemy_00_friend_missing_female_03	omuk		Enemy	concerned	his partner is missing	おかしいぞ。
vo_eny_eny_	enemy_00_	friend_missing_female_04	vo_eny_eny_enemy_00_friend_missing_female_04	omuk		Enemy	concerned	his partner is missing	行方不明だ！
vo_eny_eny_	enemy_00_	friend_missing_male_00	vo_eny_eny_enemy_00_friend_missing_male_00	omuk	hambo	Enemy	concerned	his partner is missing	持ち場を離れたんだ。
vo_eny_eny_	enemy_00_	friend_missing_male_01	vo_eny_eny_enemy_00_friend_missing_male_01	omuk	hambo	Enemy	concerned	his partner is missing	どこに行ったんだ？
vo_eny_eny_	enemy_00_	friend_missing_male_02	vo_eny_eny_enemy_00_friend_missing_male_02	omuk	hambo	Enemy	concerned	his partner is missing	何に時間がかかってるんだか…。
vo_eny_eny_	enemy_00_	friend_missing_male_03	vo_eny_eny_enemy_00_friend_missing_male_03	omuk	hambo	Enemy	concerned	his partner is missing	おかしいぞ。
vo_eny_eny_	enemy_00_	friend_missing_male_04	vo_eny_eny_enemy_00_friend_missing_male_04	omuk	hambo	Enemy	concerned	his partner is missing	行方不明だ！
vo_eny_eny_	enemy_00_	friend_wakeup_00	vo_eny_eny_enemy_00_friend_wakeup_00	omuk	hambo	Enemy	urgent	wakes unconcious person	おい！目を覚ませ！
vo_eny_eny_	enemy_00_	friend_wakeup_01	vo_eny_eny_enemy_00_friend_wakeup_01	omuk	hambo	Enemy	urgent	wakes unconcious person	起きろよ！
vo_eny_eny_	enemy_00_	friend_wakeup_02	vo_eny_eny_enemy_00_friend_wakeup_02	omuk	hambo	Enemy	urgent	wakes unconcious person	あんた、大丈夫か？
vo_eny_eny_	enemy_00_	friend_wakeup_03	vo_eny_eny_enemy_00_friend_wakeup_03	omuk	hambo	Enemy	urgent	wakes unconcious person	何が起きたんだ？
vo_eny_eny_	enemy_00_	friend_wakeup_04	vo_eny_eny_enemy_00_friend_wakeup_04	omuk	hambo	Enemy	urgent	wakes unconcious person	しっかりするんだ！
vo_eny_eny_	enemy_00_	hard_work_00	vo_eny_eny_enemy_00_hard_work_00	omuk		Enemy		(sound) pushing a cart	
vo_eny_eny_	enemy_00_	hear_noise_00	vo_eny_eny_enemy_00_hear_noise_00	omuk	hambo	Enemy	suspicious	hears strange noise	ハァ？
vo_eny_eny_	enemy_00_	hear_noise_01	vo_eny_eny_enemy_00_hear_noise_01	omuk	hambo	Enemy	suspicious	hears strange noise	今のは何だ？
vo_eny_eny_	enemy_00_	hear_noise_02	vo_eny_eny_enemy_00_hear_noise_02	omuk	hambo	Enemy	suspicious	hears strange noise	何か聞こえたぞ…。
vo_eny_eny_	enemy_00_	hear_noise_03	vo_eny_eny_enemy_00_hear_noise_03	omuk	hambo	Enemy	suspicious	hears strange noise	妙な音だな…。
vo_eny_eny_	enemy_00_	hear_noise_04	vo_eny_eny_enemy_00_hear_noise_04	omuk	hambo	Enemy	suspicious	hears strange noise	あの音は…。
vo_eny_eny_	enemy_00_	hear_noise_directhit_00	vo_eny_eny_enemy_00_hear_noise_directhit_00	omuk		Enemy	very irritated	is hit by stone	イテッ！誰だ？！
vo_eny_eny_	enemy_00_	hear_noise_directhit_01	vo_eny_eny_enemy_00_hear_noise_directhit_01	omuk		Enemy	very irritated	is hit by stone	うぐっ…ただではおかんぞ！
vo_eny_eny_	enemy_00_	hear_noise_directhit_02	vo_eny_eny_enemy_00_hear_noise_directhit_02	omuk		Enemy	very irritated	is hit by stone	おのれ…！姿を見せるんだ！
vo_eny_eny_	enemy_00_	hear_noise_directhit_03	vo_eny_eny_enemy_00_hear_noise_directhit_03	omuk		Enemy	very irritated	is hit by stone	イテッ！やめろよ！
vo_eny_eny_	enemy_00_	hear_noise_gunshot_00	vo_eny_eny_enemy_00_hear_noise_gunshot_00	omuk		Enemy	alarmed	hears player gunshot	銃声だと？
vo_eny_eny_	enemy_00_	hear_noise_gunshot_01	vo_eny_eny_enemy_00_hear_noise_gunshot_01	omuk		Enemy	alarmed	hears player gunshot	銃声だ！配置に付け！
vo_eny_eny_	enemy_00_	hear_noise_gunshot_02	vo_eny_eny_enemy_00_hear_noise_gunshot_02	omuk		Enemy	alarmed	hears player gunshot	敵は銃を持ってるぞ！
vo_eny_eny_	enemy_00_	hear_noise_human_00	vo_eny_eny_enemy_00_hear_noise_human_00	omuk	hambo	Enemy	tense	hears human noise	誰かいるのか？
vo_eny_eny_	enemy_00_	hear_noise_human_01	vo_eny_eny_enemy_00_hear_noise_human_01	omuk	hambo	Enemy	tense	hears human noise	誰だ？
vo_eny_eny_	enemy_00_	hear_noise_human_02	vo_eny_eny_enemy_00_hear_noise_human_02	omuk	hambo	Enemy	tense	hears human noise	今の聞こえたぞ！
vo_eny_eny_	enemy_00_	hear_noise_human_03	vo_eny_eny_enemy_00_hear_noise_human_03	omuk	hambo	Enemy	tense	hears human noise	誰の仕業だ！
vo_eny_eny_	enemy_00_	hear_noise_human_04	vo_eny_eny_enemy_00_hear_noise_human_04	omuk	hambo	Enemy	tense	hears human noise	暗闇に隠れているのは分かっている！
vo_eny_eny_	enemy_00_	hear_noise_human_05	vo_eny_eny_enemy_00_hear_noise_human_05	omuk	hambo	Enemy	tense	hears human noise	何だ？
vo_eny_eny_	enemy_00_	hear_noise_toomuch_00	vo_eny_eny_enemy_00_hear_noise_toomuch_00	omuk	hambo	Enemy	irritated	hears continuous string of strange noises	いい加減にしろ！
vo_eny_eny_	enemy_00_	hear_noise_toomuch_01	vo_eny_eny_enemy_00_hear_noise_toomuch_01	omuk	hambo	Enemy	irritated	irritated by a continuous string of strange noises	何者の仕業だ？
vo_eny_eny_	enemy_00_	hear_noise_toomuch_02	vo_eny_eny_enemy_00_hear_noise_toomuch_02	omuk	hambo	Enemy	irritated	irritated by a continuous string of strange noises	出てこい！
vo_eny_eny_	enemy_00_	hear_noise_toomuch_03	vo_eny_eny_enemy_00_hear_noise_toomuch_03	omuk	hambo	Enemy	irritated	irritated by a continuous string of strange noises	冗談だとしたら面白くないぞ！
vo_eny_eny_	enemy_00_	hum_00	vo_eny_eny_enemy_00_hum_00	omuk		Enemy		(sound) humming tune	
vo_eny_eny_	enemy_00_	investigate_accident_start_00	vo_eny_eny_enemy_00_investigate_accident_start_00	omuk	hambo	Enemy	shocked	sees accident (like guard crushed by falling debris)	どうしたんだ？
vo_eny_eny_	enemy_00_	investigate_accident_start_01	vo_eny_eny_enemy_00_investigate_accident_start_01	omuk	hambo	Enemy	shocked	sees accident (like guard crushed by falling debris)	何が起きたんだ？
vo_eny_eny_	enemy_00_	investigate_accident_start_02	vo_eny_eny_enemy_00_investigate_accident_start_02	omuk	hambo	Enemy	shocked	sees accident (like guard crushed by falling debris)	そんな…！
vo_eny_eny_	enemy_00_	investigate_accident_start_03	vo_eny_eny_enemy_00_investigate_accident_start_03	omuk	hambo	Enemy	shocked	sees accident (like guard crushed by falling debris)	でも、どうやって？！
vo_eny_eny_	enemy_00_	investigate_accident_start_04	vo_eny_eny_enemy_00_investigate_accident_start_04	omuk	hambo	Enemy	shocked	sees accident (like guard crushed by falling debris)	いや、あり得ない！
vo_eny_eny_	enemy_00_	investigate_accident_stop_00	vo_eny_eny_enemy_00_investigate_accident_stop_00	omuk	hambo	Enemy	accepting	stops investigating accident	残念だな…。
vo_eny_eny_	enemy_00_	investigate_accident_stop_01	vo_eny_eny_enemy_00_investigate_accident_stop_01	omuk	hambo	Enemy	accepting	stops investigating accident	因果応報…ってか。
vo_eny_eny_	enemy_00_	investigate_accident_stop_02	vo_eny_eny_enemy_00_investigate_accident_stop_02	omuk	hambo	Enemy	accepting	stops investigating accident	ひどい事故だ…。
vo_eny_eny_	enemy_00_	investigate_accident_stop_03	vo_eny_eny_enemy_00_investigate_accident_stop_03	omuk	hambo	Enemy	accepting	stops investigating accident	運が悪かったんだな。
vo_eny_eny_	enemy_00_	investigate_accident_stop_04	vo_eny_eny_enemy_00_investigate_accident_stop_04	omuk	hambo	Enemy	accepting	stops investigating accident	俺たちにできることはない。
vo_eny_eny_	enemy_00_	investigate_bush_00	vo_eny_eny_enemy_00_investigate_bush_00	omuk	hambo	Enemy	agressive	searches bushes for player characters	茂みに隠れてるのか？
vo_eny_eny_	enemy_00_	investigate_bush_01	vo_eny_eny_enemy_00_investigate_bush_01	omuk	hambo	Enemy	agressive	searches bushes for player characters	隠れても無駄だ！
vo_eny_eny_	enemy_00_	investigate_bush_02	vo_eny_eny_enemy_00_investigate_bush_02	omuk	hambo	Enemy	agressive	searches bushes for player characters	俺は騙されんぞ。
vo_eny_eny_	enemy_00_	investigate_bush_03	vo_eny_eny_enemy_00_investigate_bush_03	omuk	hambo	Enemy	agressive	searches bushes for player characters	藪の中を這ってるのか？
vo_eny_eny_	enemy_00_	investigate_bush_04	vo_eny_eny_enemy_00_investigate_bush_04	omuk	hambo	Enemy	agressive	searches bushes for player characters	茂みなんかカモフラージュにならないぞ！
vo_eny_eny_	enemy_00_	investigate_door_00	vo_eny_eny_enemy_00_investigate_door_00	omuk	hambo	Enemy	agressive	follows player character inside buildings	そこに隠れてるんだろ？
vo_eny_eny_	enemy_00_	investigate_door_01	vo_eny_eny_enemy_00_investigate_door_01	omuk	hambo	Enemy	agressive	follows player character inside buildings	そこにいるのは分かってるんだ！
vo_eny_eny_	enemy_00_	investigate_door_02	vo_eny_eny_enemy_00_investigate_door_02	omuk	hambo	Enemy	agressive	follows player character inside buildings	そこなら安全だとでも思ってるのか？
vo_eny_eny_	enemy_00_	investigate_end_00	vo_eny_eny_enemy_00_investigate_end_00	omuk	hambo	Enemy	tension releases	"stops investigating area
(same as squad solo)"	誰もいないな。
vo_eny_eny_	enemy_00_	investigate_end_01	vo_eny_eny_enemy_00_investigate_end_01	omuk	hambo	Enemy	tension releases	"stops investigating area
(same as squad solo)"	いなくなったぞ。
vo_eny_eny_	enemy_00_	investigate_end_02	vo_eny_eny_enemy_00_investigate_end_02	omuk	hambo	Enemy	tension releases	"stops investigating area
(same as squad solo)"	何もないな。
vo_eny_eny_	enemy_00_	investigate_end_03	vo_eny_eny_enemy_00_investigate_end_03	omuk	hambo	Enemy	tension releases	"stops investigating area
(same as squad solo)"	逃げられたか。
vo_eny_eny_	enemy_00_	investigate_end_04	vo_eny_eny_enemy_00_investigate_end_04	omuk	hambo	Enemy	tension releases	"stops investigating area
(same as squad solo)"	逃げたようだな…。
vo_eny_eny_	enemy_00_	investigate_end_05	vo_eny_eny_enemy_00_investigate_end_05	omuk	hambo	Enemy	tension releases	"stops investigating area
(same as squad solo)"	誰もいないな。
vo_eny_eny_	enemy_00_	investigate_missing_00	vo_eny_eny_enemy_00_investigate_missing_00	omuk	hambo	Enemy	annoyed	searches the area for missing friend	お～い！
