BRIEFING									Aiko and Takuma are positioned on a slope overlooking the hidden camp in the bamboo forest. Hayato, Yuki and Mugen arrive at the camp entrance.																								
vo_hint_hint_	_n04	vo_hint_hint_bambooforest_workers1_n04				ENEMY	pushy	to civilians	Kage-sama wants these walkways finished.	5	影大人有令，赶紧铺好这些走道。	1																					
vo_hint_hint_	_n05	vo_hint_hint_bambooforest_workers1_n05				STATIC	pushy	to civilians	You know what happens when Kage-sama is displeased.	8	你们知道影大人生气的后果。	1																					
vo_hint_hint_	_n06	vo_hint_hint_bambooforest_workers1_n06				CIVILIAN M	encumbered	carrying heavy logs	Hrgn …	2	哎……	1																					
vo_hint_hint_	_n07	vo_hint_hint_bambooforest_workers1_n07				CIVILIAN M	encumbered	carrying heavy logs	Ugh … heavy …	4	呃……好重……	1																					
vo_hint_hint_	_n08	vo_hint_hint_bambooforest_workers1_n08				CIVILIAN F	encumbered	working wood	... my back.	3	……我的腰。	1																					
																																	
WORKERS2									Civilians cut down bamboo trees to expand the hidden camp. Nearby guards push them on.		Civilians cut down bamboo trees to expand the hidden camp. Nearby guards push them on.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vo_hint_hint_	_n00	vo_hint_hint_bambooforest_workers2_n00				ENEMY	pushy	to civilians	You're too slow.	3	动作太慢了。	1																					
vo_hint_hint_	_n01	vo_hint_hint_bambooforest_workers2_n01				STATIC	pushy	to civilians	This is taking forever.	4	怎么这么久都没做完。	1																					
vo_hint_hint_	_n02	vo_hint_hint_bambooforest_workers2_n02				ENEMY	pushy	to civilians	You call that a swing?	5	有你那么砍竹子的吗？	1																					
vo_hint_hint_	_n03	vo_hint_hint_bambooforest_workers2_n03				STATIC	pushy	to civilians	Faster, damn it.	3	再快点，懒驴。	1																					
vo_hint_hint_	_n04	vo_hint_hint_bambooforest_workers2_n04				ENEMY	pushy	to civilians	Kage-sama won't be pleased.	4	别惹影大人发火。	1																					
vo_hint_hint_	_n05	vo_hint_hint_bambooforest_workers2_n05				STATIC	pushy	to civilians	Those who don't pull their weight will be executed. Kage-sama's orders.	11	影大人有令，谁敢偷懒立即处死。	1																					
vo_hint_hint_	_n06	vo_hint_hint_bambooforest_workers2_n06				CIVILIAN M	tired	hacking bamboo	... So tired.	3	……好累。	1																					
vo_hint_hint_	_n07	vo_hint_hint_bambooforest_workers2_n07				CIVILIAN M	tired	hacking bamboo	Agh, my back.	3	啊，我的腰。	1																					
vo_hint_hint_	_n08	vo_hint_hint_bambooforest_workers2_n08				CIVILIAN F	tired	hacking bamboo	Forgive us …	3	饶了我们吧……	1																					
																																	
CAMP									Mugen's group encounters stronger fortifications in the camp		Mugen's group encounters stronger fortifications in the camp																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_bambooforest_camp_n00				NINJA	impressed	Hayato first	Not bad. Small. Well hidden. No wonder no one ever found it.	12	还不赖，营地又小又隐蔽。难怪没人能发现这里。	1																					
vocs_over_over_	_n01	vocs_over_over_bambooforest_camp_n01				WARRIOR	evaluating	Mugen first	The camp may be small, but it's well defended.	9	这片营地虽小，但防备很足。	1																					
vocs_over_over_	_n02	vocs_over_over_bambooforest_camp_n02				TRAPPER	excited		This place … it's like a hidden Shinobi village!	9	这里真隐秘……就像忍者村一样！	1																					
vocs_over_over_	_n03	vocs_over_over_bambooforest_camp_n03				NINJA	amused		Teh … trust me: if it were, we'd be dead by now.	12	哼…如果真是忍者村，我们早就死透了。	1																					
																																	
NEMESIS									Mugen's group gets close enough to see Kage-sama (the fake one).		Mugen's group gets close enough to see Kage-sama (the fake one).																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_bambooforest_nemesis_n00				NINJA	smug	Hayato first	That man in the centre ... guess that's Kage-sama.	9	中间那位……应该就是影大人。	1																					
vocs_over_over_	_n01	vocs_over_over_bambooforest_nemesis_n01				TRAPPER	excited	Yuki first	Look! The spider in his web! Kage-sama!	7	看啊！蜘蛛就坐在网中央！是影大人！	1																					
vocs_over_over_	_n02	vocs_over_over_bambooforest_nemesis_n02				WARRIOR	eager		Black clothes, like they were cut from shadow. Kage-sama truly lives up to his name.	15	一身黑衣，有如影子般漆黑。影大人果然人如其名。	1																					
vocs_over_over_	_n03	vocs_over_over_bambooforest_nemesis_n03				TRAPPER	fascinated		He's just sitting there, like a statue. Why is he doing that?	12	他怎么和神像一样，坐在那儿一动也不动？	1																					
vocs_over_over_	_n04	vocs_over_over_bambooforest_nemesis_n04				NINJA	smug		Doesn't matter. He won't be doing it for much longer.	10	管他的。反正他也快死了。	1																					
																																	
WORRY									Aiko climbs down to help Mugen's group.		Aiko climbs down to help Mugen's group.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_bambooforest_worry_n00				GEISHA	slightly weary		I shall go meet the others. I trust you'll watch over my descent.	13	我要去和他们会合。琢磨大师就在这儿掩护我们吧。	1																					
vocs_over_over_	_n01	vocs_over_over_bambooforest_worry_n01				ALCHEMIST	suspicious		Of course I will. Is something troubling you, Aiko-san?	9	交给我吧。不过你好像有些不安？	1																					
vocs_over_over_	_n02	vocs_over_over_bambooforest_worry_n02				GEISHA	slightly weary		Perhaps. I think there is more to this place than meets the eye.	13	我怀疑此地还有蹊跷。	1																					
vocs_over_over_	_n03	vocs_over_over_bambooforest_worry_n03				ALCHEMIST	suspicious		Ah, caution. I understand. I will watch for anything unusual or out of place.	14	啊，我懂了。我会注意异常情况的。	1																					
vocs_over_over_	_n04	vocs_over_over_bambooforest_worry_n04				GEISHA	elegant		Thank you, Takuma-san.	3	多谢，琢磨大师。	1																					
																																	
CONTEMPT									Aiko lays eyes on Kage-sama (fake)		Aiko lays eyes on Kage-sama (fake)																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_bambooforest_contempt_n00				GEISHA	with contempt		The man who caused all this trouble. Quite disappointing, I must say. You have wasted enough of everyone's time.	19	始作俑者已近在眼前。真是可惜，就因为你，浪费了大家太多宝贵时间。	1																					
																																	
REUNION									Aiko reunites with Mugen's group.		Aiko reunites with Mugen's group.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_bambooforest_reunion_n00				NINJA	neutral	Hayato first	Hey …	2	喂……	1																					
vocs_over_over_	_n01	vocs_over_over_bambooforest_reunion_n01				TRAPPER	happy	Yuki first	Aiko-san!	1	爱子小姐！	1																					
vocs_over_over_	_n02	vocs_over_over_bambooforest_reunion_n02				GEISHA	elegant	Aiko first	I see you are doing well.	6	还好你们平安无事。	1																					
vocs_over_over_	_n03	vocs_over_over_bambooforest_reunion_n03				WARRIOR	pleased		Ah, Aiko-san. I am glad you join me for this victory.	11	啊，爱子小姐！很高兴能和你一起迎接胜利。	1																					
vocs_over_over_	_n04	vocs_over_over_bambooforest_reunion_n04				GEISHA	worried		I cannot shake the feeling that not all is as it seems. Let us be cautious.	16	我总感觉事情没这么简单，大家要提高警惕。	1																					
																																	
SHADOWS									The fake Kage-sama meditates at the center of his camp.		The fake Kage-sama meditates at the center of his camp.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vo_hint_hint_	_n00	vo_hint_hint_bambooforest_shadows_n00				FAKE	mysterious		Yes, the time is near.	5	嗯，时辰快到了。	1																					
vo_hint_hint_	_n01	vo_hint_hint_bambooforest_shadows_n01				FAKE	mysterious		A quiet moment.	3	万籁俱寂。	1																					
vo_hint_hint_	_n02	vo_hint_hint_bambooforest_shadows_n02				FAKE	mysterious		Yet everything is in motion.	5	然而，万物皆在动荡。	1																					
vo_hint_hint_	_n03	vo_hint_hint_bambooforest_shadows_n03				FAKE	mysterious		It is as it should be.	6	一切皆有定数。	1																					
vo_hint_hint_	_n04	vo_hint_hint_bambooforest_shadows_n04				FAKE	mysterious		A life for a life.	5	以眼还眼，以命抵命。	1																					
vo_hint_hint_	_n05	vo_hint_hint_bambooforest_shadows_n05				FAKE	mysterious		All men choose their duty.	5	人命不由天定。	1																					
vo_hint_hint_	_n06	vo_hint_hint_bambooforest_shadows_n06				FAKE	mysterious		I have chosen mine.	4	我已决定我的命运。	1																					
																																	
DEBRIEFING									When Kage-sama (fake) is attacked, enemies appear everywhere and capture the team.		When Kage-sama (fake) is attacked, enemies appear everywhere and capture the team.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_bambooforest_debriefing_n00				OFFICER			Now!	1	就是现在！	1																					
vocs_over_over_	_n01	vocs_over_over_bambooforest_debriefing_n01				WARRIOR	panicking	Mugen first	A trap!	2	是陷阱！	1																					
vocs_over_over_	_n02	vocs_over_over_bambooforest_debriefing_n02				NINJA	panicking	Hayato first	Damn!	1	该死！	1																					
vocs_over_over_	_n03	vocs_over_over_bambooforest_debriefing_n03				TRAPPER	panicking	Yuki first	Wha–NO!	1	啊-不要！	1																					
vocs_over_over_	_n04	vocs_over_over_bambooforest_debriefing_n04				GEISHA	panicking	Aiko first	No, stay back!	3	不，别过来！	1																					
vocs_over_over_	_n05	vocs_over_over_bambooforest_debriefing_n05						"Fade to Black -->Fade to new scene"		0		0																					
vocs_over_over_	_n06	vocs_over_over_bambooforest_debriefing_n06				OFFICER		everyone has  been captured, including Takuma	It is done, Kage-sama. The old man was on a slope nearby. They came alone, just like you said.	19	 全抓住了，影大人。老头躲在附近的山坡上。正如您所料，他们一共来了五个人。	2																					
vocs_over_over_	_n07	vocs_over_over_bambooforest_debriefing_n07				WARRIOR	shocked		Kage-sama … YOU!	3	影大人……是你！	1																					
vocs_over_over_	_n08	vocs_over_over_bambooforest_debriefing_n08				BROGUN	cold	Officer presents him Mugens Katana	… I remember my brother giving you this ... a remarkable weapon.	12	我还记得那天兄长赐予你这把刀的情景……	1																					
vocs_over_over_	_n09	vocs_over_over_bambooforest_debriefing_n09				BROGUN	cold	takes Mugen's katana from Officer	Such a waste.	3	真是无聊。	1																					
vocs_over_over_	_n10	vocs_over_over_bambooforest_debriefing_n10				WARRIOR	disbelief		It makes no sense … how is this possible?!	9	怎么回事…为什么要这么做？！	1																					
vocs_over_over_	_n11	vocs_over_over_bambooforest_debriefing_n11				BROGUN	cold	goes to Mugen	My brother and I disagree on so many things, Mugen. If you knew the extent of it, you would not be surprised.	22	将军和我之间的分歧实在太大，无限。如果你站在我的立场，也一定能够理解。	1																					
vocs_over_over_	_n12	vocs_over_over_bambooforest_debriefing_n12				WARRIOR	hate, disgust		Then what do you want, traitor?!	6	你到底想怎么样，叛徒？！	1																					
vocs_over_over_	_n13	vocs_over_over_bambooforest_debriefing_n13				BROGUN			A great deal. Mugen, from you …	7	做个交易吧，无限…	1																					
vocs_over_over_	_n14	vocs_over_over_bambooforest_debriefing_n14				BROGUN	cold		… I want to know where you hid Ryūnosuke.	9	……我想知道你把龙之介藏哪了。	1																					
vocs_over_over_	_n15	vocs_over_over_bambooforest_debriefing_n15				WARRIOR	contempt		Do you think I would let you harm the heir to the Shogunate?!	13	哼，你真以为我会老老实实告诉你吗？！	1																					
vocs_over_over_	_n16	vocs_over_over_bambooforest_debriefing_n16				BROGUN	cold	turns around	Of course not.	3	当然不会。	1																					
vocs_over_over_	_n17	vocs_over_over_bambooforest_debriefing_n17				BROGUN			I know you, Ōshiro Mugen.	5	尾城无限，我很了解你。	1																					
vocs_over_over_	_n18	vocs_over_over_bambooforest_debriefing_n18				BROGUN			You are the most loyal man I have ever met.	10	你是我见过的最忠诚的部下。	1																					
vocs_over_over_	_n19	vocs_over_over_bambooforest_debriefing_n19				BROGUN			You would rather die than betray your precious Shogun.	9	你宁死也不会背叛将军的。	1																					
vocs_over_over_	_n20	vocs_over_over_bambooforest_debriefing_n20				BROGUN	cold	stands before Yuki	But I wonder …	4	但我在想……	1																					
vocs_over_over_	_n21	vocs_over_over_bambooforest_debriefing_n21				BROGUN	cold		How far does your loyalty to my brother go?	9	你对我兄弟的忠心，能到什么程度？	1																					
vocs_over_over_	_n22	vocs_over_over_bambooforest_debriefing_n22				BROGUN	cold	stands before Takuma	Far enough to sacrifice your friends …	7	高到可以牺牲掉这些人吗？	1																					
vocs_over_over_	_n23	vocs_over_over_bambooforest_debriefing_n23				BROGUN	cold	stands before Hayato	… these people you are so proud of.	8	这些你引以为傲的战友……	1																					
vocs_over_over_	_n24	vocs_over_over_bambooforest_debriefing_n24				BROGUN	cold		Would you rather watch them die …	7	你宁愿眼睁睁看着他们死去吗？	1																					
vocs_over_over_	_n25	vocs_over_over_bambooforest_debriefing_n25				WARRIOR	hot hatred	Noboru threatens Aiko with sword	Damn you! Damn you for all eternity!	7	该死！昇，你这个畜生！	1																					
vocs_over_over_	_n26	vocs_over_over_bambooforest_debriefing_n26				BROGUN	cold determination		The boy, Mugen. Or she will be the first to die.	11	回答我的问题。否则第一个死的就是她。	1																					
vocs_over_over_	_n27	vocs_over_over_bambooforest_debriefing_n27				GEISHA	strong		… go ahead! I will face death with open eyes!	10	动手吧！我早已视死如归！	1																					
vocs_over_over_	_n28	vocs_over_over_bambooforest_debriefing_n28				TRAPPER	panicking	tries to get to Aiko	Aiko-san!	1	爱子小姐！	1																					
vocs_over_over_	_n29	vocs_over_over_bambooforest_debriefing_n29				TRAPPER		is hit by Masaru and thrown on the ground	… agh!	2	……啊！	1																					
vocs_over_over_	_n30	vocs_over_over_bambooforest_debriefing_n30				BROGUNSON	delighted	takes delight in suffering	Shut your mouth brat.	4	你给我老实点。	1																					
vocs_over_over_	_n31	vocs_over_over_bambooforest_debriefing_n31				BROGUN	cold		A decision, Mugen. It does not have to be like this.	11	好了，无限。你要怎么选，都取决于你。	1																					
vocs_over_over_	_n32	vocs_over_over_bambooforest_debriefing_n32				WARRIOR	emotional	"Mugen stands up guards take aim at the rest of the team"	… My name is Oshiro Mugen. I am samurai.	9	……我是尾城无限，一名武士。	1																					
vocs_over_over_	_n33	vocs_over_over_bambooforest_debriefing_n33				WARRIOR	emotional	to himself	… A samurai must serve his lord …	8	……武士必须为主君献上一切……	1																					
vocs_over_over_	_n34	vocs_over_over_bambooforest_debriefing_n34				WARRIOR	emotional	to himself	… Protect his lord	4	……保护主君……	1																					
vocs_over_over_	_n35	vocs_over_over_bambooforest_debriefing_n35				WARRIOR	emotional	to himself	… Die for his lord …	6	……为主君献身……	1																					
vocs_over_over_	_n36	vocs_over_over_bambooforest_debriefing_n36				WARRIOR	in tears	to himself	… But I cannot!	4	……但我不能！	1																					
vocs_over_over_	_n37	vocs_over_over_bambooforest_debriefing_n37				WARRIOR	in tears	to himself	I cannot let my companions die!	6	我不能眼看同伴牺牲!	1																					
vocs_over_over_	_n38	vocs_over_over_bambooforest_debriefing_n38				GEISHA	losing hope		No … 	3	不…… 	2																					
vocs_over_over_	_n39	vocs_over_over_bambooforest_debriefing_n39				WARRIOR	broken	to himself	My Shogun, forgive me!	4	将军大人，请恕罪！	1																					
vocs_over_over_	_n40	vocs_over_over_bambooforest_debriefing_n40				BROGUN	pleased		A wise choice Mugen.	4	此乃明智之举，无限。	1																					
vocs_over_over_	_n41	vocs_over_over_bambooforest_debriefing_n41				WARRIOR	hot hatred		Swear to me, on your life and the life of your son, that you will not harm my companions!	19	快发誓，用你和你儿子的性命发誓，不会对我的同伴下手！	1																					
vocs_over_over_	_n42	vocs_over_over_bambooforest_debriefing_n42				BROGUN	cold		I will not touch them. On this you have my word.	11	可以，我保证不动他们。	1																					
vocs_over_over_	_n43	vocs_over_over_bambooforest_debriefing_n43				WARRIOR	broken		… then … I yield … you have won …	10	……那好……你赢了……就照你说的办……	1																					
vocs_over_over_	_n44	vocs_over_over_bambooforest_debriefing_n44				BROGUN	cold		Good. You will lead the way. Your friends will come with us.	12	好，你先去前面带路。你的同伴会和我一起赶上。	1																					
vocs_over_over_	_n45	vocs_over_over_bambooforest_debriefing_n45				BROGUN	cold	leaves	Masaru, see that they are secured. They are not to be harmed, is that understood?	15	真申，看好他们。但不要对他们出手，明白吗？	1																					
vocs_over_over_	_n46	vocs_over_over_bambooforest_debriefing_n46				BROGUNSON	disappointed	Mugen lead away behind Noboru	Yes, father ... 	4	遵命，父亲…… 	2																					
vocs_over_over_	_n47	vocs_over_over_bambooforest_debriefing_n47				BROGUNSON	disappointed	orders guards around	You, what are you waiting for?! Get to work.	9	你们还愣着干什么？赶紧干活。	1																					
vocs_over_over_	_n48	vocs_over_over_bambooforest_debriefing_n48				GEISHA	anger	being tied up	I knew something was wrong. I should have known better …	11	我就知道有蹊跷。要是能早点发现……	1																					
vocs_over_over_	_n49	vocs_over_over_bambooforest_debriefing_n49				ALCHEMIST	tired	being tied up	It does not matter. Save your strength. Dark things lie ahead.	11	没用了，还是省省力气吧，黑暗即将来临。	1																					
vocs_over_over_	_n50	vocs_over_over_bambooforest_debriefing_n50				NINJA	anger	being tied up	Mugen …	2	无限……	1																					
											0																						
									MISSION-WORDCOUNT EN:	832	0	53	WARRIOR	GEISHA	ALCHEMIST	SHOGUN	SHOGUNSON	BROGUN	BROGUNSON	DAIMYO	GENERAL	NARRATOR	OFFICER	ENEMY	STATIC	SAMURAI	OFFICIAL	CIVILIAN M	CIVILIAN F	HUSBAND	GUARD1	GUARD2	FAKE
													207	109	47	0	0	179	17	0	0	0	20	25	31	0	0	12	6	0	0	0	33
													22	12	5	0	0	20	3	0	0	0	2	6	6	0	0	4	2	0	0	0	7
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
