lvl,sec,voen,vojp,s,en,cn,jp
21,26,vocs_over_over_bathhouse_post_n11,vocs_bathhouse_post_n11_jp,NINJA,So he's not in his residence in Edo Castle. Could work for us.,也就是说，将军目前不在江户城中。或许是个好机会。,つまり、上様は江戸城には不在か。うまくいくかもしれん。
21,26,vocs_over_over_bathhouse_post_n12,vocs_bathhouse_post_n12_jp,GEISHA,How big is his entourage?,他带了多少人？,側近はどれほどいるかしら？
21,26,vocs_over_over_bathhouse_post_n13,vocs_bathhouse_post_n13_jp,ALCHEMIST,"Three hundred thousand men. A display of power, just for the emperor.",三十万人。显然是为了向天皇展示实力。,30万じゃ。力の証じゃよ。陛下へのな。
21,26,vocs_over_over_bathhouse_post_n14,vocs_bathhouse_post_n14_jp,NINJA,That could be a problem.,这就不好办了。,それは問題だな。
21,26,vocs_over_over_bathhouse_post_n15,vocs_bathhouse_post_n15_jp,ALCHEMIST,A wise man knows when to bow his head and accept defeat.,人贵有自知之明，该收手的时候就收手吧。,賢者は知る、負けを認めて頭を下げる時をな。
21,26,vocs_over_over_bathhouse_post_n16,vocs_bathhouse_post_n16_jp,GEISHA,… no. ,……不。 ,…違う。 
21,26,vocs_over_over_bathhouse_post_n17,vocs_bathhouse_post_n17_jp,GEISHA,"Mugen dedicated his life to the Shogun. For Mugen, we must reveal the truth and leave our fate in the Shogun's hands.",无限把一生都奉献给了将军。就算是为了无限，我们也必须揭露真相，让将军决断。,武源様は上様のために命をかけたわ。上様のため、真実を暴いて、上様の手に委ねましょう。
21,26,vocs_over_over_bathhouse_post_n18,vocs_bathhouse_post_n18_jp,NINJA,"… alone against three hundred thousand. Teh, I know Mugen would have liked that.",……对抗三十万大军吗。无限如果还在，肯定会很兴奋的吧。,…30万に対抗かぁ。武源だったら、喜びそうな話だ。
21,26,vocs_over_over_bathhouse_post_n19,vocs_bathhouse_post_n19_jp,ALCHEMIST,"Forgive me, Aiko-san. I can not let you drag Yuki-chan into this.",爱子小姐。你们一定要去我也能理解，但这次可不要再把友希姑娘牵扯进来了。,愛琥さん、いいじゃろうか。この件に雪ちゃんを巻き込みたくはない。
21,26,vocs_over_over_bathhouse_post_n20,vocs_bathhouse_post_n20_jp,TRAPPER,… I trust Aiko-san.,……我相信爱子姐。,…あたしは愛琥さんを信じます。
21,26,vocs_over_over_bathhouse_post_n21,vocs_bathhouse_post_n21_jp,ALCHEMIST,Yuki-chan!,友希姑娘!,雪ちゃん！
21,26,vocs_over_over_bathhouse_post_n22,vocs_bathhouse_post_n22_jp,TRAPPER,Takuma-sensei ... I want to go with her.,琢磨师父……我想和爱子姐一起去 。,巧磨先生…あたし、愛琥さんと行きたいです。
21,26,vocs_over_over_bathhouse_post_n23,vocs_bathhouse_post_n23_jp,ALCHEMIST,Child …,你这孩子……,子どもじゃの…。
21,26,vocs_over_over_bathhouse_post_n24,vocs_bathhouse_post_n24_jp,TRAPPER,Please. I don't want to choose. Don't make me choose.,求您了。我不想左右为难，不要逼我选边站。,お願い。選びたくないの。あたしに選ばせないで。
21,26,vocs_over_over_bathhouse_post_n25,vocs_bathhouse_post_n25_jp,ALCHEMIST,"Hmm ... very well, Yuki-chan. Once more I shall follow you into the jaws of death.",嗯…那好吧，友希姑娘。老夫就再陪你闯一次鬼门关。,うーむ…そうかい、雪ちゃん。もう一度、死地へと共にしよう。
21,26,vocs_over_over_bathhouse_post_n26,vocs_bathhouse_post_n26_jp,TRAPPER,Hai!,好！,はい！
21,26,vocs_over_over_bathhouse_post_n27,vocs_bathhouse_post_n27_jp,GEISHA,You all have my thanks. Do we know where the Shogun is now?,感谢大家。谁知道将军的具体位置？,感謝します。上様が今どこにいるかわかるかしら？
21,26,vocs_over_over_bathhouse_post_n28,vocs_bathhouse_post_n28_jp,NINJA,I'd say he's taking the Nakasendō route. We could catch up with him on the Myōgi mountain pass.,他走的应该是中山道，我们可以在妙义岭追上他。,おそらく中山道にいるはずだ。妙義峠で追いつこう。
21,26,vocs_over_over_bathhouse_post_n29,vocs_bathhouse_post_n29_jp,GEISHA,It will be cold there this time of year. Let us prepare for the worst.,现在这个时节那边肯定很冷。大家做好万全准备。,その辺り、今年は寒くなりそうね。備えて向かいましょう。
